"age_NA","ageolder_BP","ageyounger_BP","depth","Nymphaea","Persicaria maculosa-type","Cirsium-type","Ostrya/Carpinus orientalis","Scilla-type","Datisca","Fraxinus excelsior-type","Cyperaceae","Salvinia","Polypodium","Poaceae","Dryopteris-type","Pteridium","Ulmus","Corylus","Tilia","Alnus","Quercus cerris-type","Abies","Carpinus betulus","Pinus","Fagus","Pediastrum","Ericaceae","Typha latifolia","Juniperus","Cedrus","Hedera","Scrophularia/Verbascum","Solanum dulcamara","Ranunculus sceleratus-type","Amaranthaceae","Artemisia herba-alba-type","Betula","Sparganium-type","Senecio-type","Poaceae (Cerealia-type)","Matricaria-type","Sphagnum","Anthriscus-type","Bunium-type","Caryophyllaceae","Ilex","Platanus","Prunus-type","Sambucus nigra-type","Thymus/Mentha","Ranunculus peltatus-type","Salix","Vitis","Brassica-type","Olea","Plantago coronopus-type","Juglans","Plantago lanceolata-type","Rhododendron","Rhynchospora-type","Verbena","Unknown","Castanea","Picea","Fabaceae","Populus","Onobrychis-type","Geranium","Acer","Artemisia vulgaris-type","Ranunculus repens-type","Viburnum-type","Pistacia","Rumex acetosa-type","Humulus/Cannabis","Quercus coccifera-type","Equisetum","Lythrum","Phillyrea angustifolia","Rosa-type","Buxus","Myriophyllum spicatum/M. verticillatum","Dipsacus-type","Cichorioideae","Secale","Theligonum","Botrychium","Taxus","Potamogeton","Hypericum perforatum-type","Antirrhinum/Linaria","Geum-type","Euphorbia","Filipendula","Plantago media-type","Loranthus","Silene-type","Mercurialis annua","Calluna-type","Urtica dioica-type","Cynoglossum-type","Apiaceae","Helianthemum","Rosaceae","Salvia","Cousinia","Hypecoum","Sanguisorba-type","Hedysarum/Ebenus","Bidens-type","Ephedra distachya-type","Galium-type","Polygonum aviculare-type","Crassulaceae","Thalictrum","Nuphar","Centaurea cyanus-type","Unknown (trilete)","Ophioglossum","Crataegus-type","Lysimachia","Lathyrus-type","Juniperus sabina","Plantago tenuiflora-type","Calligonum","Cyclamen","Xanthium","Plantago major-type","Periploca","Trapa natans","Apium-type","Celtis","Lemna","Orobanche","Linum","Rumex acetosella","Cerinthe-type","Plantago ovata-type","Juncus/Luzula","Nymphoides","Gentiana nivalis-type","Rumex hydrolapathum-type","Cistus","Centranthus","Fontanesia phillyreoides","Epilobium","Centaurea solstitialis-type","Urtica pilulifera-type","Kickxia","Pyrus","Boraginaceae","Stachys-type","Ranunculaceae","Oleaceae","Viscum","Delphinium-type","Heracleum-type","Fraxinus","Potentilla-type","Eryngium-type","Solanum nigrum","Veronica","Sagittaria","Lythrum portula-type","Lamiaceae","Fraxinus ornus","Pterocarya","Myrica","Hippocrepis-type","Verbascum-type","Consolida","Bupleurum-type","Plantaginaceae","Alisma","Cornus sanguinea","Trifolium-type","Asparagus-type","Liquidambar","Convolvulus","Iris","Hippophaë","Plantago cylindrica-type","Lycopodium","Menyanthes trifoliata","Campanula-type","Glaucium","Morus","Ranunculus sect. Batrachium-type","Capsella-type","Stratiotes","Ruta","Noaea-type","Frangula","Bellis-type","Lepidium","Cotinus coggygria","Hippuris","Prunella-type","Punica","Anthoceros laevis-type","Ephedra fragilis-type","Roemeria hybrida subsp. dodecandra-type","Rubus","Zea mays","Corydalis","Plantago maritima-type","Cuscuta","Androsace","Tamarix","Malus-type","Alhagi","Hypericum hirtellum var. assyriacum-type"
NA,NA,NA,250,1,NA,NA,1,NA,NA,7,6,NA,NA,16,14,5,30,11,6,438,38,3,68,69,183,NA,NA,1,4,NA,NA,NA,NA,NA,1,5,1,NA,NA,2,NA,NA,1,NA,NA,NA,38,NA,NA,NA,1,14,5,1,NA,NA,4,4,1,NA,1,NA,6,NA,NA,1,NA,NA,NA,NA,2,NA,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,300,2,NA,NA,1,NA,NA,8,10,1,1,17,10,3,19,8,15,227,67,12,76,99,242,NA,1,NA,4,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,NA,1,22,NA,NA,1,NA,34,6,NA,2,NA,NA,2,NA,NA,NA,1,3,NA,NA,1,NA,NA,NA,2,1,NA,NA,3,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,700,NA,1,NA,2,NA,NA,20,6,NA,NA,35,8,85,16,38,4,286,168,20,79,132,93,NA,6,NA,2,NA,2,NA,NA,NA,2,4,1,5,NA,NA,1,NA,NA,3,NA,NA,44,NA,NA,NA,1,5,18,NA,1,NA,11,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,860,1,NA,NA,NA,NA,NA,12,6,NA,NA,59,6,53,4,15,3,124,77,10,23,167,71,NA,5,NA,1,NA,1,NA,NA,NA,1,6,1,3,1,5,1,NA,NA,NA,NA,NA,23,1,NA,NA,NA,14,16,NA,3,1,6,3,NA,NA,NA,2,1,NA,NA,NA,NA,NA,1,1,2,NA,NA,3,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1380,3,NA,NA,5,NA,NA,3,14,1,1,23,19,75,20,73,33,152,190,38,102,111,315,999,4,NA,2,NA,2,NA,NA,1,3,4,NA,2,NA,4,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,10,3,NA,1,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,220,NA,NA,NA,2,NA,NA,2,4,NA,NA,18,26,10,33,18,4,200,27,16,97,85,217,NA,NA,NA,9,NA,1,NA,NA,NA,NA,1,NA,1,NA,3,NA,NA,NA,NA,NA,1,39,1,NA,NA,1,22,7,1,NA,1,4,5,NA,NA,NA,1,9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,4,3,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,720,1,NA,NA,NA,NA,NA,15,9,NA,NA,36,4,57,28,33,2,327,107,19,72,157,69,NA,8,NA,6,NA,NA,1,NA,NA,4,5,1,6,NA,4,1,NA,NA,2,NA,NA,31,NA,NA,3,1,12,18,NA,1,NA,14,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,780,NA,NA,NA,3,NA,1,10,7,NA,NA,54,6,235,32,21,1,136,149,29,56,172,134,NA,6,NA,6,NA,NA,NA,NA,NA,4,6,1,1,2,3,1,NA,NA,1,NA,2,40,NA,NA,NA,NA,8,23,NA,2,NA,17,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,3,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,265,1,NA,NA,1,NA,NA,15,9,NA,NA,21,10,10,57,27,12,249,77,15,94,104,301,NA,NA,NA,7,1,6,NA,NA,NA,NA,1,1,3,NA,2,1,NA,NA,NA,NA,2,56,NA,1,NA,2,22,8,1,NA,NA,3,6,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,200,NA,NA,NA,2,NA,NA,8,33,NA,NA,23,7,6,49,17,9,264,36,10,80,92,243,NA,3,NA,8,NA,6,NA,NA,NA,1,1,NA,3,1,1,2,NA,1,NA,NA,NA,50,NA,NA,NA,NA,50,14,NA,NA,4,8,4,NA,NA,NA,NA,7,NA,NA,2,NA,NA,NA,1,1,NA,1,2,5,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,6,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1080,NA,NA,NA,NA,NA,NA,7,9,NA,NA,21,2,38,3,8,1,162,102,4,24,64,59,NA,8,NA,6,NA,1,NA,NA,NA,1,3,1,3,NA,2,2,NA,NA,1,1,NA,29,NA,NA,1,NA,8,6,NA,NA,NA,3,2,1,1,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,3,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,420,3,NA,NA,3,NA,NA,14,3,NA,NA,18,10,9,32,14,17,136,117,12,161,171,218,NA,5,NA,13,NA,1,NA,NA,NA,3,6,NA,3,NA,NA,NA,NA,2,1,1,NA,21,1,NA,NA,1,17,7,NA,2,NA,1,3,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,760,NA,NA,NA,1,NA,NA,17,15,NA,NA,65,9,191,29,34,6,158,160,21,45,137,101,NA,8,NA,7,NA,1,NA,NA,NA,4,6,NA,4,NA,3,2,NA,1,1,1,NA,41,1,NA,NA,NA,11,20,1,1,NA,10,6,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,2,3,4,1,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1020,NA,NA,NA,3,NA,NA,14,21,NA,1,39,7,88,10,24,NA,453,185,4,92,260,95,NA,7,NA,11,NA,1,NA,NA,NA,9,10,2,5,1,NA,1,NA,NA,NA,NA,NA,53,NA,NA,NA,1,26,11,1,8,NA,12,3,1,NA,NA,NA,44,NA,1,NA,NA,NA,3,NA,NA,NA,1,2,5,2,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,160,NA,NA,NA,1,NA,NA,8,5,NA,NA,22,2,2,47,30,4,179,44,7,79,94,214,NA,NA,1,12,NA,4,NA,NA,NA,5,4,NA,5,NA,2,1,NA,NA,2,NA,1,60,NA,NA,NA,1,85,1,NA,1,2,3,2,2,NA,NA,NA,4,NA,NA,6,NA,NA,NA,1,1,NA,NA,NA,8,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,180,NA,NA,NA,NA,1,NA,6,10,NA,NA,24,8,7,45,31,9,273,53,19,82,124,363,NA,NA,NA,6,NA,4,NA,NA,NA,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,43,NA,NA,NA,1,57,12,NA,1,NA,6,3,1,2,NA,NA,2,NA,NA,2,NA,NA,NA,1,NA,NA,NA,2,3,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,500,2,1,NA,1,NA,NA,18,6,NA,1,20,22,9,33,28,49,170,233,16,111,207,316,NA,2,NA,4,NA,1,NA,NA,NA,5,3,NA,3,NA,2,1,NA,NA,2,NA,1,19,NA,NA,NA,1,21,3,1,NA,1,10,2,1,NA,NA,NA,9,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,120,3,NA,NA,1,NA,NA,5,8,NA,1,18,3,6,50,15,2,136,40,30,55,78,237,NA,NA,NA,9,NA,1,1,NA,NA,9,5,NA,NA,1,3,2,NA,NA,NA,NA,2,77,NA,NA,NA,1,78,4,NA,1,1,1,2,1,NA,NA,NA,7,NA,NA,6,NA,NA,NA,NA,1,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1310,NA,NA,NA,NA,NA,NA,NA,22,NA,1,23,5,35,10,20,1,285,171,13,41,98,124,NA,9,NA,2,NA,2,2,NA,1,4,10,1,3,NA,2,2,NA,NA,NA,NA,NA,16,NA,NA,1,NA,17,2,NA,2,NA,41,3,NA,NA,NA,1,21,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,4,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,460,1,NA,NA,1,NA,NA,24,10,NA,1,30,28,17,34,33,29,173,211,10,155,184,208,NA,1,NA,3,NA,2,NA,NA,NA,1,2,2,3,NA,2,2,NA,NA,1,1,1,19,NA,NA,NA,NA,20,13,NA,NA,NA,4,2,2,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
