"age_NA","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Alnus","Amaranthaceae undif.","Anthoceros t.","Apiaceae undif.","Artemisia","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Buxus","Calligonum","Campanulaceae","Cannabaceae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cathaya","Cedrus","Celtis","Centaurea","Cichorieae","Cistaceae","Convolvulaceae","Cornus","Corylus","Cupressaceae","Cyperaceae","Dipsacaceae","Echium t.","Ephedra","Erica t.","Euphorbia t.","Fabaceae Undif.","Fagus","Fern","Fern-Equisetophyta","Filipendula t.","Fraxinus","Hedera","HippophaÃ«","Humulus","Ilex","Indeterminable","IsoÃ«tes","Juglans","Lamiaceae undif.","Ligustrum","Lythrum","Menyanthes","Mercurialis","Morella","Musci","Myriophyllum alterniflorum t.","Myriophyllum spicatum/verticillatum t.","Olea t.","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus subg. Strobus","Pinus undif.","Pistacia","Plantago","Platanus","Poaceae","Poaceae (>37 Âµm)","Polemonium","Pollen concentration","Polygonum t.","Populus","Potamogeton","Potentilla t.","Pteridium aquilinum-type","Pterocarya","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rhamnus","Rhododendron","Riccia","Rosaceae undif.","Rubiaceae undif.","Rumex subg. Emex","Rumex t.","Salix","Sambucus","Sanguisorba t.","Searsia","Secale","Solanaceae undif.","Solanum","Tamarix","Taxus","Thalictrum","Thymelaeaceae undif.","Tilia","Trifolium t.","Typha","Ulmus t.","Unknown","Unknown (monolete, non-psilate)","Unknown (monolete, psilate)","Unknown (trilete, non-psilate)","Unknown (trilete, psilate)","Urtica t.","Viburnum","Vitis","Zea"
NA,NA,NA,"  23.12","   0.00","   0.00","   7.00","   6.00","   0.00","   0.00","   0.00","   4.00","   0.00","   0.00","   0.00","   5.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","  35.00","   1.00","   0.00","   0.00","   8.00","   2.00","   2.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","   7.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   6.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   5.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","  77.00","   0.00","   6.00","   1.00","  16.00","   2.00","   0.00","5604.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   7.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   7.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   2.00","   0.00","  32.00","   0.00","   2.00","   0.00","   8.00","   3.00","   7.00","   0.00","   2.00"
NA,NA,NA,"  19.12","   1.00","   0.00","  10.00","   5.00","   1.00","   1.00","   6.00","   1.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   5.00","   0.00","  10.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   6.00","   1.00","   0.00","   0.00","   0.00","   1.00","   1.00","   0.00","  13.00","  12.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   3.00","   1.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  37.00","   1.00","   2.00","   4.00","   8.00","   1.00","   0.00","4918.00","   0.00","   0.00","   0.00","   0.00","   1.00","   1.00","  10.00","   1.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","  16.00","   2.00","   6.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00"
NA,NA,NA,"    1.63","    1.00","    0.00","   20.00","   10.00","    0.00","    1.00","    2.00","   18.00","    4.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","   16.00","    0.00","    8.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   17.00","   22.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","   14.00","    0.00","    0.00","    0.00","    6.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    6.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","   54.00","    0.00","    4.00","    9.00","   38.00","    0.00","    0.00","31161.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","   30.00","    2.00","    1.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    3.00","    8.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    3.00","   14.00","    2.00","    1.00","    0.00","    1.00","    2.00","    2.00","    0.00","    0.00"
NA,NA,NA,"    3.88","    0.00","    1.00","   22.00","    6.00","    0.00","    0.00","    1.00","    3.00","    3.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   15.00","    0.00","    9.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   17.00","   18.00","    3.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","   13.00","    1.00","    0.00","    1.00","    8.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    6.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","   58.00","    4.00","    5.00","    7.00","   19.00","    0.00","    0.00","20341.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","   23.00","    3.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    4.00","    1.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    1.00","   12.00","    1.00","    5.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00"
NA,NA,NA,"    9.63","    0.00","    1.00","   11.00","    8.00","    0.00","    1.00","    1.00","    8.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","   11.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    6.00","    0.00","    0.00","    0.00","   14.00","   18.00","    4.00","    0.00","    0.00","    0.00","    4.00","    0.00","    1.00","   22.00","    0.00","    0.00","    1.00","    1.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","   66.00","    1.00","    4.00","    6.00","   38.00","    0.00","    0.00","27706.00","    1.00","    0.00","    1.00","    0.00","    0.00","    0.00","   38.00","    2.00","    3.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    8.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    6.00","    0.00","    1.00","    0.00","    1.00","    5.00","    0.00","    0.00","    0.00"
NA,NA,NA,"    7.63","    0.00","    0.00","   28.00","   13.00","    0.00","    2.00","    6.00","    9.00","    1.00","    1.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","   18.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","   19.00","   24.00","    2.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","   22.00","    1.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","   12.00","    0.00","   10.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    0.00","   76.00","    2.00","    4.00","   13.00","   53.00","    0.00","    0.00","43665.00","    1.00","    0.00","    1.00","    0.00","    1.00","    0.00","   53.00","    6.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    5.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    5.00","    1.00","   12.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00"
NA,NA,NA,"    0.63","    2.00","    0.00","   12.00","    6.00","    0.00","    0.00","    4.00","    8.00","    1.00","    2.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","   17.00","    0.00","    5.00","    0.00","    1.00","    0.00","    1.00","    1.00","    0.00","    0.00","    0.00","   17.00","   14.00","    3.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    9.00","    1.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    5.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","    0.00","   96.00","    0.00","    0.00","    9.00","   35.00","    0.00","    0.00","35383.40","    0.00","    3.00","    1.00","    0.00","    1.00","    0.00","   32.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    3.00","    1.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    1.00","    6.00","    0.00","    0.00","    0.00","    2.00","    1.00","    0.00","    0.00","    0.00"
NA,NA,NA,"    0.13","    2.00","    0.00","   32.00","    9.00","    0.00","    2.00","    2.00","    6.00","    3.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","   19.00","    0.00","    9.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","   13.00","   17.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    1.00","   21.00","    0.00","    0.00","    0.00","   10.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    7.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","    0.00","   99.00","    0.00","    4.00","   12.00","   64.00","    4.00","    0.00","41580.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","   66.00","    5.00","    2.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    3.00","   12.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    3.00","    0.00","    8.00","    1.00","    1.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00"
NA,NA,NA,"    4.63","    0.00","    0.00","   19.00","    8.00","    0.00","    0.00","    3.00","    8.00","    2.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","   27.00","    0.00","   18.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   20.00","   21.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","   16.00","    3.00","    0.00","    0.00","    6.00","    1.00","    0.00","    0.00","    0.00","    5.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    6.00","    0.00","    0.00","    0.00","    0.00","    0.00","  100.00","    0.00","    5.00","   10.00","   41.00","    1.00","    0.00","22430.78","    0.00","    0.00","    4.00","    0.00","    1.00","    0.00","   32.00","    5.00","    4.00","    0.00","    3.00","    0.00","    2.00","    0.00","    0.00","    2.00","    6.00","    1.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    1.00","    0.00","   14.00","    3.00","    6.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00"
NA,NA,NA,"    3.38","    0.00","    0.00","   20.00","    8.00","    0.00","    1.00","    4.00","    6.00","    1.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","   22.00","    0.00","   13.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","   12.00","   17.00","    3.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","   12.00","    0.00","    0.00","    0.00","    7.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    4.00","    1.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","    0.00","   73.00","    1.00","    5.00","   10.00","   44.00","    1.00","    0.00","34902.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","   19.00","    5.00","    0.00","    0.00","    0.00","    0.00","    2.00","    1.00","    0.00","    2.00","    8.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    4.00","    2.00","    8.00","    0.00","    3.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00"
NA,NA,NA,"    8.88","    2.00","    1.00","   26.00","   11.00","    0.00","    2.00","    4.00","    9.00","    3.00","    1.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","   18.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","   19.00","   30.00","    2.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","   17.00","    1.00","    1.00","    1.00","    7.00","    0.00","    0.00","    0.00","    0.00","    9.00","    0.00","    7.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","   86.00","    2.00","    4.00","    3.00","   40.00","    1.00","    0.00","22682.08","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   38.00","   11.00","    4.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    9.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    1.00","   10.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00"
NA,NA,NA,"    5.13","    0.00","    0.00","   18.00","    8.00","    0.00","    0.00","    2.00","   13.00","    2.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","   20.00","    1.00","   20.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   23.00","   14.00","    4.00","    0.00","    0.00","    0.00","    3.00","    0.00","    2.00","   14.00","    0.00","    0.00","    6.00","    6.00","    0.00","    0.00","    0.00","    0.00","    6.00","    0.00","    4.00","    0.00","    1.00","    0.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","   76.00","    1.00","    1.00","    6.00","   42.00","    0.00","    0.00","21471.01","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   31.00","   11.00","    3.00","    0.00","    0.00","    0.00","    1.00","    1.00","    0.00","    2.00","    5.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    1.00","   22.00","    6.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00"
NA,NA,NA,"   15.13","    0.00","    0.00","   14.00","   10.00","    0.00","    1.00","    2.00","    7.00","    2.00","    1.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","   11.00","    0.00","    9.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","   12.00","   25.00","    4.00","    1.00","    0.00","    0.00","    4.00","    0.00","    0.00","   23.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    2.00","    0.00","    7.00","    0.00","    0.00","    0.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    6.00","    0.00","    0.00","    0.00","    0.00","    0.00","   43.00","    1.00","    2.00","   11.00","   24.00","    3.00","    0.00","13238.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","   27.00","    3.00","    3.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    5.00","    9.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    1.00","    0.00","   12.00","    0.00","    1.00","    0.00","    2.00","    1.00","    0.00","    0.00","    0.00"
NA,NA,NA,"  17.13","   0.00","   0.00","  10.00","   3.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   7.00","   0.00","   5.00","   0.00","   0.00","   0.00","   0.00","   2.00","   1.00","   0.00","   0.00","   4.00","   9.00","   0.00","   2.00","   0.00","   0.00","   3.00","   0.00","   0.00","   6.00","   3.00","   0.00","   0.00","   2.00","   1.00","   0.00","   0.00","   0.00","   3.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","  21.00","   0.00","   4.00","   2.00","  18.00","   0.00","   0.00","7436.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","  15.00","   2.00","   1.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   1.00","   1.00","  14.00","   2.00","   9.00","   0.00","   4.00","   0.00","   0.00","   1.00","   0.00"
NA,NA,NA,"  28.12","   1.00","   0.00","  16.00","  18.00","   0.00","   0.00","   7.00","  12.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","  16.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  11.00","   0.00","   0.00","   0.00","   8.00","  22.00","   1.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","  21.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   9.00","   0.00","  13.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   6.00","   0.00","   0.00","   0.00","   0.00","   0.00","  64.00","   2.00","   7.00","   8.00","  48.00","   1.00","   0.00","9759.00","   1.00","   0.00","   6.00","   0.00","   6.00","   0.00","  26.00","   5.00","   2.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   3.00","   8.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   3.00","  28.00","   0.00","   1.00","   0.00","   5.00","   4.00","   0.00","   0.00","   2.00"
NA,NA,NA,"    9.38","    1.00","    0.00","   12.00","   16.00","    0.00","    0.00","    4.00","    8.00","    2.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","   12.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    1.00","    0.00","   17.00","   14.00","    2.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","   15.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","    0.00","    7.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","   15.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","   71.00","    1.00","    4.00","    8.00","   41.00","    4.00","    0.00","16776.00","    0.00","    1.00","    0.00","    0.00","    2.00","    0.00","   37.00","    3.00","    1.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    1.00","    6.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    1.00","    1.00","   20.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    1.00","    1.00"
NA,NA,NA,"   30.13","    0.00","    0.00","   13.00","   15.00","    0.00","    1.00","    7.00","    3.00","    1.00","    0.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","   17.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","   10.00","   24.00","    2.00","    0.00","    0.00","    0.00","   10.00","    0.00","    1.00","   24.00","    0.00","    0.00","    0.00","    2.00","    1.00","    0.00","    0.00","    0.00","   10.00","    0.00","    7.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    0.00","   63.00","    2.00","   10.00","    8.00","   29.00","    3.00","    0.00","23724.00","    0.00","    0.00","    1.00","    0.00","    4.00","    1.00","   35.00","    4.00","    0.00","    0.00","    1.00","    0.00","    3.00","    0.00","    0.00","    4.00","    4.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","   16.00","    0.00","    1.00","    0.00","    7.00","    3.00","    0.00","    0.00","    0.00"
NA,NA,NA,"    8.63","    0.00","    0.00","   31.00","   12.00","    0.00","    0.00","    3.00","    5.00","    0.00","    2.00","    1.00","    4.00","    0.00","    0.00","    0.00","    0.00","   17.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    3.00","    1.00","    0.00","    0.00","   21.00","   22.00","    3.00","    0.00","    0.00","    0.00","    4.00","    0.00","    1.00","   11.00","    1.00","    0.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    9.00","    0.00","    9.00","    0.00","    0.00","    0.00","    0.00","    9.00","    0.00","    0.00","    0.00","    0.00","    6.00","    0.00","    0.00","    0.00","    0.00","    0.00","   86.00","    1.00","    8.00","    7.00","   44.00","    0.00","    0.00","28807.00","    0.00","    0.00","    2.00","    0.00","    1.00","    0.00","   45.00","    5.00","    1.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    1.00","    3.00","    0.00","   22.00","    2.00","    0.00","    0.00","    1.00","    3.00","    0.00","    0.00","    0.00"
NA,NA,NA,"    6.88","    0.00","    0.00","   20.00","    5.00","    0.00","    1.00","    4.00","    6.00","    0.00","    1.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","   21.00","    0.00","    2.00","    0.00","    0.00","    1.00","    0.00","    1.00","    0.00","    0.00","    0.00","   33.00","   24.00","    1.00","    0.00","    0.00","    0.00","    2.00","    0.00","    1.00","   17.00","    1.00","    1.00","    0.00","   11.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    9.00","    3.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","   82.00","    0.00","    2.00","   14.00","   62.00","    0.00","    0.00","24405.87","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","   46.00","    9.00","    2.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    8.00","   13.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    1.00","    8.00","    0.00","    0.00","    0.00","    1.00","    0.00","    1.00","    0.00","    0.00"
NA,NA,NA,"    3.13","    1.00","    0.00","   24.00","   14.00","    0.00","    0.00","    3.00","    7.00","    1.00","    0.00","    0.00","    1.00","    1.00","    0.00","    0.00","    0.00","   19.00","    0.00","   29.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   18.00","    8.00","    6.00","    0.00","    1.00","    0.00","    8.00","    0.00","    0.00","   14.00","    0.00","    0.00","    2.00","    4.00","    0.00","    0.00","    0.00","    0.00","    9.00","    0.00","    6.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    8.00","    0.00","    0.00","    0.00","    0.00","    0.00","   90.00","    4.00","    0.00","    7.00","   41.00","    1.00","    0.00","21172.28","    0.00","    0.00","    5.00","    0.00","    1.00","    4.00","   26.00","    7.00","    1.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    2.00","    6.00","    2.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    2.00","    0.00","   12.00","    0.00","    3.00","    0.00","    1.00","    1.00","    0.00","    0.00","    0.00"
NA,NA,NA,"   27.13","    1.00","    0.00","   38.00","   18.00","    0.00","    1.00","    9.00","    7.00","    1.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","   16.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    7.00","    0.00","    0.00","    0.00","   10.00","   51.00","    5.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","   30.00","    2.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","   10.00","    0.00","   10.00","    2.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","   10.00","    0.00","    0.00","    0.00","    0.00","    0.00","   64.00","    2.00","   13.00","    7.00","   53.00","    0.00","    0.00","13408.00","    0.00","    0.00","    3.00","    0.00","    3.00","    0.00","   32.00","    6.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","   10.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","   12.00","    0.00","    0.00","    0.00","    3.00","    8.00","    0.00","    1.00","    2.00"
NA,NA,NA,"  21.13","   1.00","   0.00","   5.00","  13.00","   0.00","   0.00","   3.00","  21.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   4.00","   0.00","   0.00","   0.00","   0.00","  65.00","   0.00","   0.00","   0.00","   1.00","   9.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   4.00","   1.00","   0.00","   0.00","   1.00","   1.00","   0.00","   0.00","   0.00","   6.00","   0.00","   8.00","   1.00","   0.00","   0.00","   0.00","   8.00","   0.00","   0.00","   0.00","   0.00","   4.00","   0.00","   0.00","   1.00","   0.00","   0.00","  93.00","   0.00","   8.00","   2.00","  27.00","   2.00","   0.00","4413.00","   0.00","   0.00","   2.00","   1.00","   0.00","   0.00","  11.00","   0.00","   4.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   1.00","   5.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","  32.00","   1.00","   2.00","   0.00","  16.00","   0.00","   1.00","   1.00","   3.00"
