"Depth (cm) [cm]","Sample Age (cal yr BP) [cal yr BP]","Acacia t.","Acalypha","Adansonia digitata","Aerva type","Aeschynomene","Alchornea","Algae","Allophylus t.","Alternanthera t.","Amaranthaceae undif.","Anacardiaceae undiff.","Anthostema","Antidesma t.","Apiaceae undif.","Apocynaceae undif.","Asteroideae undif.","Bridelia","Capparis","Caryophyllaceae undif.","Casuarina","Celastraceae undif.","Celosia type","Celtis","Centaurea","Cichorieae","Cissampelos","Clematis-type","Cleome","Cocculus","Combretaceae","Commelina","Commiphora","Convolvulaceae","Cyperaceae","Detarium","Dictyandra","Diospyros/Euclea t.","Dombeya","Elaeis","Ephedra","Erythrococca/Micrococca","Fern","Ficus","Fungi","Gomphrena t.","Grewioideae","Hibiscus","Hygrophila","Hymenocardia","Hymenodictyon","Indeterminable","Ipomoea","Ixora","Justicia t.","Lannea","Lophira","Macaranga","Mallotus","Meliaceae undif.","Mitracarpus","Mitragyna/Hallea","Monoletes","MonolÃ¨tes Ã  Ã©pines et non lisses autres","Morelia","Musanga","Musanga/Myrianthus","Myriophyllum alterniflorum t.","Nymphaea","Ocimum","Onagraceae","Pavetta","Periploca","Phoenix t.","Poaceae","Polygala","Polygonum t.","Potamogeton","Prosopis t.","Rubiaceae undif.","Salvadora","Sapindaceae undif.","Sapotaceae undif.","Sideroxylon t.","Solanum","Spergularia t.","Spermacoce","Syzygium t.","Tabernaemontana","Tamarix","Tapinanthus","Tetracera alnifolia","Tinospora","Tribulus","Triletes","Typha","Uapaca","Zanthoxylum"
"130.5","981.0","  0.0","  0.0","  0.0","  4.0","  0.0"," 46.0","681.0","  2.0","  2.0","  6.0","  0.0","  0.0","  0.0","  0.0","  0.0","  8.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  2.0","  2.0","  2.0","  1.0","  0.0","  0.0","  0.0","  7.0","  0.0","  0.0","  0.0"," 81.0","  1.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  2.0"," 15.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  4.0","  0.0","  0.0","  9.0","  4.0"," 20.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","217.0","  0.0","  1.0","  5.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  8.0","  1.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  3.0"," 22.0","  0.0","  0.0"
" 135.5","1057.0","   0.0","   0.0","   0.0","   3.0","   0.0","  84.0"," 627.0","   3.0","   1.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   3.0","   1.0","   1.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0"," 128.0","   2.0","   0.0","   0.0","   0.0","  11.0","   0.0","   2.0","   4.0","   0.0","   9.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   1.0","   1.0","   0.0","   5.0","   0.0","   0.0","  15.0","   2.0","  28.0","   0.0","   0.0","   0.0","   0.0","   2.0","   2.0","   0.0","   1.0","   0.0","   0.0","   0.0"," 342.0","   0.0","   3.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","  15.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  40.0","   4.0","   0.0"
" 140.5","1123.0","   0.0","   0.0","   0.0","   6.0","   0.0"," 100.0"," 728.0","   2.0","   1.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","  16.0","   2.0","   0.0","   1.0","   0.0","   0.0","   0.0","   4.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","  11.0","   1.0","   0.0","   0.0"," 152.0","   3.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   3.0","   1.0","  15.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   2.0","   0.0","  11.0","   0.0","   0.0","  16.0","   4.0","  50.0","   0.0","   1.0","   0.0","   0.0","   2.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 356.0","   0.0","   1.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","  20.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  48.0","   4.0","   0.0"
" 145.5","1206.0","   1.0","   0.0","   0.0","   7.0","   0.0","  42.0"," 224.0","   2.0","   2.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","  89.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   6.0","   2.0","  14.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 221.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  13.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   7.0","   2.0","   0.0"
" 150.5","1283.0","   1.0","   0.0","   0.0","  10.0","   0.0","  57.0"," 968.0","   2.0","   2.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","  14.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","  10.0","   2.0","   0.0","   0.0"," 184.0","   4.0","   0.0","   0.0","   0.0","   5.0","   0.0","   1.0","   3.0","   0.0","   5.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   6.0","   0.0","   0.0","  14.0","   2.0","  66.0","   0.0","   1.0","   0.0","   0.0","   1.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 356.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","  23.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  70.0","   3.0","   0.0"
" 155.5","1361.0","   1.0","   0.0","   0.0","  11.0","   0.0","  37.0","5361.0","   1.0","   1.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0"," 121.0","   1.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   4.0","   1.0","  10.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","  11.0","   1.0","   0.0","  13.0","   2.0","  32.0","   0.0","   3.0","   0.0","   0.0","   1.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 243.0","   0.0","   1.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","  10.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  32.0","   2.0","   2.0"
" 160.5","1436.0","   0.0","   0.0","   2.0","   8.0","   0.0","  64.0","1200.0","   6.0","   0.0","  17.0","   0.0","   0.0","   0.0","   0.0","   0.0","  18.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   3.0","   1.0","   0.0","   0.0","   0.0","   0.0","  11.0","   0.0","   0.0","   0.0"," 197.0","   4.0","   0.0","   2.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","  15.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   3.0","   0.0","  10.0","   0.0","   0.0","  17.0","   7.0","  52.0","   0.0","   2.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 397.0","   0.0","   1.0","  17.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  25.0","   3.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","  52.0","   4.0","   4.0"
" 165.5","1510.0","   0.0","   0.0","   1.0","  14.0","   0.0","  64.0","3677.0","   3.0","   1.0","  16.0","   0.0","   1.0","   0.0","   0.0","   0.0","  21.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","  14.0","   1.0","   0.0","   0.0"," 152.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   1.0","   0.0","   8.0","   0.0","   0.0","  15.0","   4.0","  64.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0"," 321.0","   0.0","   3.0","  10.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","  14.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","  32.0","   3.0","   1.0"
" 170.5","1586.0","   0.0","   0.0","   0.0","  11.0","   0.0","  32.0","1699.0","   2.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","  12.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   3.0","   1.0","   0.0","   0.0","   0.0","   0.0","   6.0","   1.0","   0.0","   0.0"," 101.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  14.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   6.0","   0.0","  54.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 232.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   3.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","  54.0","   1.0","   0.0"
" 175.5","1660.0","   0.0","   0.0","   1.0","  14.0","   0.0","  40.0","1151.0","   0.0","   1.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","  17.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   1.0","   0.0","   0.0"," 129.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   6.0","   1.0","   9.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","  15.0","   1.0","   0.0","  19.0","   0.0","  31.0","   0.0","   1.0","   0.0","   0.0","   1.0","   2.0","   0.0","   1.0","   1.0","   0.0","   0.0"," 300.0","   0.0","   2.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  13.0","   1.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","  86.0","   1.0","   0.0"
" 180.5","1735.0","   2.0","   0.0","   0.0","  15.0","   0.0","  84.0"," 519.0","   1.0","   1.0","   9.0","   0.0","   3.0","   0.0","   0.0","   0.0","  19.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0"," 165.0","   2.0","   0.0","   0.0","   0.0","   3.0","   0.0","   1.0","  16.0","   0.0","   5.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   4.0","   0.0","  10.0","   0.0","   0.0","  10.0","   2.0","  64.0","   0.0","   4.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 343.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  22.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0"," 125.0","   1.0","   4.0"
" 185.5","1806.0","   0.0","   0.0","   0.0","   6.0","   0.0","  39.0","1435.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","  76.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   1.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   4.0","   0.0","  22.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 207.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   9.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  38.0","   2.0","   0.0"
" 190.5","1879.0","   1.0","   0.0","   0.0","   8.0","   0.0","  76.0","1233.0","   0.0","   0.0","  12.0","   0.0","   3.0","   0.0","   0.0","   0.0","  18.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   3.0","   2.0","   0.0"," 205.0","   1.0","   0.0","   1.0","   0.0","   3.0","   0.0","   0.0","   9.0","   0.0","   6.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","  18.0","   0.0","   0.0","  23.0","   1.0","  60.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 349.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  17.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 123.0","   1.0","   1.0"
" 195.5","1949.0","   0.0","   0.0","   0.0","   6.0","   0.0","  47.0"," 348.0","   0.0","   1.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","  17.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   2.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   1.0","   1.0","   0.0","  78.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   8.0","   1.0","   0.0","  10.0","   1.0","  37.0","   0.0","   2.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 286.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  19.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  42.0","   0.0","   7.0"
" 200.5","2018.0","   0.0","   0.0","   0.0","   5.0","   0.0","  60.0","1492.0","   0.0","   0.0","   6.0","   0.0","   1.0","   0.0","   0.0","   0.0","  16.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   1.0","  97.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   5.0","   0.0","  12.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   0.0","  10.0","   0.0","   0.0","  11.0","   0.0","  32.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 255.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  11.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  45.0","   1.0","   1.0"
" 205.5","2088.0","   0.0","   0.0","   1.0","  11.0","   0.0","  59.0"," 981.0","   1.0","   1.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","  15.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   1.0","   0.0","   0.0"," 125.0","   0.0","   0.0","   1.0","   0.0","   3.0","   0.0","   0.0","   2.0","   1.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   2.0","   0.0","   7.0","   0.0","   0.0","  16.0","   1.0","  41.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 275.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","  15.0","   8.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","  58.0","   2.0","   1.0"
" 210.5","2162.0","   0.0","   0.0","   1.0","  10.0","   0.0","  76.0"," 763.0","   2.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","  15.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   3.0","   0.0"," 115.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","  18.0","   0.0","   0.0","  11.0","   0.0","  37.0","   0.0","   2.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 341.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","  15.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  60.0","   3.0","   3.0"
" 215.5","2236.0","   0.0","   0.0","   0.0","   5.0","   0.0","  60.0","3151.0","   0.0","   0.0","   2.0","   0.0","   2.0","   0.0","   0.0","   0.0","  24.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   1.0","  93.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  11.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","  15.0","   0.0","   0.0","  11.0","   0.0","  34.0","   0.0","   4.0","   0.0","   1.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 321.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  13.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  41.0","   0.0","   0.0"
" 220.5","2312.0","   0.0","   0.0","   0.0","   3.0","   0.0","  43.0","2809.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","  60.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   9.0","   0.0","  33.0","   0.0","   3.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 192.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  13.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  36.0","   1.0","   3.0"
" 225.5","2392.0","   0.0","   0.0","   0.0","  15.0","   0.0","  79.0","1147.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","  19.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0"," 186.0","   2.0","   0.0","   1.0","   0.0","   6.0","   0.0","   0.0","  14.0","   0.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","  11.0","   0.0","   0.0","  10.0","   0.0","  46.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 362.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  23.0","   7.0","   0.0","   1.0","   0.0","   1.0","   1.0","   0.0","   0.0","  66.0","   1.0","   1.0"
" 230.5","2472.0","   0.0","   0.0","   0.0","   6.0","   0.0","  66.0","1670.0","   1.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","  11.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","  91.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   5.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","  21.0","   0.0","   1.0","   9.0","   1.0","  29.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0"," 315.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  18.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  49.0","   2.0","   3.0"
" 235.5","2546.0","   0.0","   0.0","   0.0","   7.0","   0.0","  79.0","1234.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","  16.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   6.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   4.0","   1.0","   0.0","   0.0"," 112.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","   6.0","   0.0","  10.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  18.0","   2.0","   0.0","   5.0","   2.0","  32.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0"," 309.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","  12.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  82.0","   0.0","   1.0"
" 240.5","2618.0","   0.0","   0.0","   1.0","  12.0","   0.0","  87.0","1560.0","   0.0","   0.0","   4.0","   0.0","   5.0","   0.0","   0.0","   0.0","  20.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   7.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   2.0","   0.0"," 133.0","   3.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   6.0","   1.0","   9.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","  16.0","   1.0","   0.0","  18.0","   2.0","  41.0","   0.0","   4.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 388.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  17.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","  62.0","   1.0","   5.0"
" 245.5","2692.0","   0.0","   0.0","   1.0","   5.0","   0.0","  62.0"," 878.0","   0.0","   1.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","  19.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","  58.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","  13.0","   0.0","   0.0","  11.0","   1.0","  24.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0"," 232.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  10.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  34.0","   2.0","   3.0"
" 250.5","2765.0","   0.0","   0.0","   0.0","  10.0","   0.0","  87.0"," 959.0","   0.0","   0.0","   3.0","   0.0","   1.0","   1.0","   0.0","   0.0","  18.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","  10.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0"," 112.0","   2.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   2.0","   1.0","   4.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   5.0","   0.0","  13.0","   1.0","   0.0","  16.0","   2.0","  41.0","   0.0","   1.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 396.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","  12.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  61.0","   1.0","   0.0"
" 255.5","2841.0","   0.0","   0.0","   0.0","   6.0","   0.0","  63.0","2200.0","   1.0","   0.0","   3.0","   0.0","   4.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   2.0","   0.0","  64.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   7.0","   4.0","   4.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","  21.0","   0.0","   0.0","   8.0","   0.0","  27.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0"," 231.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","  34.0","   3.0","   5.0"
