"depth","Hagenia","Acacia t.","Acalypha","Acanthus","Aerva type","Alchemilla t.","Alchornea","Allophylus t.","Aloe","Amaranthaceae undif.","Ambrosieae","Anagallis t.","Anthoceros t.","Anthospermum","Apiaceae undif.","Apodytes dimidiata","Artemisia","Asteroideae undif.","Begonia","Boscia","Brassicaceae","Buddleia","Calpurnia-type aurea","Campanulaceae","Canthium","Capitanya-type otostegioides","Capparaceae undif.","Capparis","Cardueae undif.","Caryophyllaceae undif.","Cassia","Celastraceae/Hippocrateaceae","Celosia type","Celtis","Cichorieae","Cissus t.","Clematis-type","Clutia","Combretaceae","Commelina","Commiphora","Crassocephalum-type montuosum","Crateva","Cupressaceae","Cussonia","Cyperaceae","Cyphostemma-type","Diospyros/Euclea t.","Dipsacaceae","Dodonaea","Dombeya","Echinops","Ekebergia","Ephedra","Erica t.","Erythrococca/Micrococca","Euphorbia t.","Faboideae Undif.","Ficus","Fleurya-type aestuans","Galiniera","Gardenia","Geranium","Grewioideae","Gunnera perpensa","Harungana","Hebenstreitia dentata","Hydrocotyle","Hypericum undif.","Hyphaene t.","Hypoestes t.","Ilex","Impatiens","Indeterminable","Jasminum","Jatropha/Croton","Lamiaceae undif.","Lannea","Leonotis-type","Linum t.","Lythraceae undif.","Lythrum","Macaranga","Maerua","Manilkara","Maytenus","Mellera-type","Mimulopsis-type","Mimusops","Mitragyna/Hallea","Monoletes","Morella","Myrsine africana","Myrtaceae undif.","Nuxia t.","Ocimum","Oldenlandia","Olea t.","Ormocarpum t.","Pappea-type capensis","Pavetta","Petaloid monocot","Phoenix t.","Pilea-type bambuseti","Pittosporum abyssinicum-type","Plantago","Poaceae","Podocarpus","Polygala","Polygonum t.","Polyscias","Potamogeton","Proteaceae","Prunus t.","Psilotrichum t.","Pterolobium","Ranunculaceae undif.","Rapanea","Resedaceae undiff.","Rhamnaceae undif.","Ricinus","Rosa t.","Rubia-type","Rubiaceae undif.","Rumex t.","Salix","Sapium","Schefflera","Scrophulariaceae undif.","Searsia","Sebaea-type brachyphylla","Solanaceae undif.","Solanum","Spermacoce","Spiniluma-type oxyacantha","Steganotaenia-type","Stephania-type abyssinica","Stoebe kilimandscharica-type","Swertia usambarensis-type","Swertia-type kilimandscharica","Syzygium t.","Tapithus-type","Tarenna-type graveolens","Teclea","Thalictrum","Thymelaeaceae undif.","Trema","Tribulus","Triletes","Typha","Uebelinia-type abyssinica","Urtica t.","Vangueria","Vernonieae","Vitaceae undif.","Ximenia","Zanthoxylum"
"377.5","  8.0","  0.0","  0.0","  0.0","  3.0","  1.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  1.0","  5.0","  0.0","  0.0","  1.0"," 10.0","  0.0","  0.0","  3.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  1.0","  2.0","  0.0","  0.0","  0.0","  0.0","  1.0","  2.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 55.0","  0.0"," 43.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 29.0","  0.0","  1.0","  0.0","  1.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0"," 42.0"," 50.0","  5.0","  0.0","  3.0","  1.0","  0.0","  8.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 20.0","130.0"," 17.0","  0.0","  0.0","  0.0"," 27.0","  0.0","  5.0","  1.0","  0.0","  0.0","  5.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  8.0","  1.0","  2.0","  0.0","  0.0","  0.0","  1.0","  0.0"
"397.5"," 17.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  2.0","  2.0","  0.0","  0.0"," 13.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  6.0","  0.0"," 42.0","  0.0"," 39.0","  0.0","  1.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0"," 15.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0"," 50.0"," 48.0","  5.0","  0.0","  2.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0"," 10.0"," 71.0","  9.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  8.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  3.0","  4.0","  0.0","  2.0","  0.0","  1.0","  0.0","  0.0","  0.0"
"417.5"," 15.0","  0.0","  0.0","  0.0","  2.0","  2.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  1.0","  1.0","  1.0","  0.0","  1.0"," 11.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  2.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0"," 46.0","  0.0"," 24.0","  0.0","  1.0","  0.0","  6.0","  0.0","  0.0","  0.0","  1.0"," 13.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0"," 12.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 55.0"," 74.0","  6.0","  0.0","  2.0","  1.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 23.0","145.0"," 32.0","  0.0","  0.0","  0.0"," 10.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0"," 14.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0"
"437.5"," 15.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  2.0","  5.0","  1.0","  0.0","  2.0","  9.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  3.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0"," 79.0","  0.0"," 47.0","  0.0","  2.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0"," 38.0","  0.0","  0.0","  4.0","  2.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  1.0","  2.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 62.0"," 50.0","  3.0","  0.0"," 14.0","  0.0","  0.0","  9.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 35.0","128.0"," 36.0","  0.0","  0.0","  0.0"," 19.0","  0.0","  1.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  8.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  6.0","  2.0","  0.0"," 12.0","  0.0","  0.0","  1.0","  0.0","  0.0"
"457.5"," 10.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  8.0","  0.0","  0.0","  1.0","  4.0","  3.0","  0.0","  1.0"," 11.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0"," 25.0","  0.0"," 49.0","  0.0","  2.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0"," 44.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 66.0"," 53.0","  4.0","  0.0","  1.0","  0.0","  0.0"," 12.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 20.0","111.0"," 18.0","  0.0","  0.0","  0.0"," 21.0","  0.0","  3.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0"," 12.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"477.5"," 14.0","  0.0","  0.0","  0.0","  1.0","  1.0","  5.0","  0.0","  1.0","  3.0","  0.0","  0.0","  2.0"," 10.0","  2.0","  1.0","  1.0","  8.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 10.0","  0.0","  2.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0"," 63.0","  0.0"," 40.0","  0.0","  1.0","  0.0","  3.0","  0.0","  0.0","  1.0","  0.0"," 39.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  8.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0"," 70.0"," 64.0","  7.0","  0.0","  4.0","  1.0","  0.0","  9.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0"," 16.0","101.0"," 21.0","  0.0","  0.0","  0.0","  4.0","  0.0","  2.0","  0.0","  0.0","  0.0","  4.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0"," 16.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  2.0","  8.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  2.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0"
"497.5"," 22.0","  2.0","  1.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0"," 13.0","  0.0","  0.0","  2.0","  1.0","  0.0","  0.0","  0.0","  8.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  5.0","  0.0","  0.0","  0.0","  0.0"," 82.0","  0.0"," 49.0","  0.0","  0.0","  0.0"," 10.0","  0.0","  0.0","  0.0","  1.0"," 31.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  3.0","  1.0","  0.0","  0.0","  2.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0"," 65.0"," 71.0","  3.0","  0.0","  2.0","  1.0","  0.0"," 11.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 26.0","103.0"," 34.0","  0.0","  0.0","  0.0"," 13.0","  0.0","  2.0","  0.0","  0.0","  0.0","  9.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0"," 12.0","  3.0","  0.0","  0.0","  3.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  5.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0"
"517.5"," 12.0","  0.0","  0.0","  0.0","  3.0","  1.0","  0.0","  1.0","  0.0","  9.0","  1.0","  0.0","  0.0","  5.0","  1.0","  1.0","  0.0"," 13.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0"," 75.0","  0.0"," 48.0","  0.0","  2.0","  0.0","  5.0","  0.0","  0.0","  0.0","  0.0"," 20.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 39.0"," 62.0","  4.0","  0.0","  6.0","  1.0","  0.0"," 12.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 26.0"," 95.0"," 23.0","  0.0","  0.0","  0.0"," 17.0","  0.0","  0.0","  0.0","  1.0","  0.0","  4.0","  0.0","  0.0","  2.0","  0.0","  3.0","  0.0"," 15.0","  0.0","  0.0","  2.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  2.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"527.5"," 13.0","  0.0","  0.0","  0.0","  2.0","  1.0","  0.0","  0.0","  0.0","  6.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0"," 12.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  3.0","  1.0","  2.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  1.0"," 63.0","  0.0"," 50.0","  0.0","  1.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0"," 30.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  2.0","  3.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  1.0","  1.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  3.0"," 36.0"," 67.0","  5.0","  0.0","  2.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 45.0"," 97.0"," 14.0","  0.0","  0.0","  0.0"," 13.0","  0.0","  2.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 12.0","  0.0","  0.0","  3.0","  0.0","  2.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"537.5"," 10.0","  0.0","  2.0","  0.0","  8.0","  1.0","  0.0","  0.0","  0.0"," 10.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  1.0"," 10.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  2.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  2.0","  0.0","  0.0","  0.0","  0.0"," 86.0","  0.0"," 43.0","  0.0","  1.0","  1.0","  8.0","  0.0","  0.0","  0.0","  0.0"," 38.0","  0.0","  0.0","  2.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 40.0"," 47.0","  2.0","  0.0","  2.0","  1.0","  0.0"," 10.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 35.0"," 83.0"," 17.0","  1.0","  0.0","  0.0"," 11.0","  0.0","  1.0","  0.0","  0.0","  0.0","  8.0","  0.0","  0.0","  0.0","  2.0","  2.0","  0.0","  9.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0"
"550"," 19","  0","  1","  0","  1","  0","  0","  0","  0","  3","  0","  0","  0","  3","  1","  1","  0","  8","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  1","  0","  1","  0","  1","  0","  0","  0","  0"," 39","  0"," 22","  0","  2","  0","  2","  0","  0","  0","  0"," 20","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  1","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0"," 25"," 43","  6","  0","  0","  0","  0","  7","  0","  0","  0","  0","  0","  0","  0"," 24"," 63"," 16","  0","  0","  0","  9","  0","  1","  0","  0","  0","  3","  0","  0","  0","  0","  0","  0","  5","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  1","  0","  1","  0","  0","  0","  0","  0"
