"age_NA","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Anthoceris/Isotoma","Apiaceae undif.","Araliaceae undif.","Arceuthobium","Artemisia","Asparagales","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Buxus","Carpinus","Carya","Caryophyllaceae undif.","Castanea","Cathaya","Cedrus","Celtis","Centaurea","Centranthus t.","Cicatricosisporites","Cissus t.","Cistaceae","Coriaria","Corylus","Cupressaceae","Cyperaceae","Dipsacaceae","Drosera","Ephedra","Erica t.","Erodium","Eucommia","Euphorbiaceae undif.","Fabaceae Undif.","Fagus","Fern","Fern-Lycopodiaceae","Filipendula t.","Fraxinus","Fungi","Geranium","Hamamelidaceae","HippophaÃ«","Ilex","Indeterminable","Juglans","Lamiaceae undif.","Lemnaceae","Linum t.","Lythrum","Malva undif.","Morella","Musci","Olea t.","Onagraceae","Parrotia","Petaloid monocot","Picea","Pinus undif.","Pistacia","Plantago","Plumbaginaceae","Poaceae","Polygala","Polygonum t.","Populus","Potamogeton","Protist","Pterocarya","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rhamnus","Riccia","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Salix","Sanguisorba t.","Saxifragaceae","Scrophulariaceae undif.","Sigmopollis","Solanaceae undif.","Sparganium","Tamarix","Thalictrum","Thymelaeaceae undif.","Tsuga","Typha","Ulmus t.","Unknown","Unknown (monolete, psilate)","Unknown (trilete, psilate)","Valeriana t.","Verbenaceae undif.","Viscum","Zelkova"
NA,NA,NA,"109.6","  3.0","  0.0","  6.0","  0.0","  0.0"," 23.0","  0.0","  0.0","  2.0","  0.0"," 21.0","  0.0"," 55.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  5.0","  7.0","  0.0","  0.0","  0.0","  8.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  5.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  7.0","805.0","  0.0","  3.0","  1.0","120.0","  0.0","  1.0","  0.0","  0.0","  4.0","  0.0"," 26.0"," 21.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  4.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0"
NA,NA,NA,"120.52"," 13.00","  0.00","621.00","  0.00","  0.00"," 26.00","  0.00","  0.00","  0.00","  0.00"," 80.00","  0.00"," 37.00","  1.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  4.00","  0.00","  1.00","  1.00","  0.00","  0.00","  0.00","  2.00","  0.00","  2.00","  3.00","  0.00","  0.00","  0.00","  0.00","  5.00","  2.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  6.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 35.00","864.00","  0.00","  0.00","  7.00"," 33.00","  0.00","  0.00","  0.00","  0.00"," 54.00","  0.00"," 26.00"," 50.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00"," 70.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00"
NA,NA,NA," 105.35","  21.00","   0.00","   0.00","   0.00","   0.00","  15.00","   0.00","   0.00","   0.00","   0.00","  38.00","   1.00","  26.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   2.00","   0.00","   2.00","   3.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   8.00","   7.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   1.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  34.00","1789.00","   0.00","   4.00","   1.00","  73.00","   0.00","   0.00","   0.00","   0.00","  10.00","   0.00","  17.00","  34.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","   0.00","   0.00","   2.00","   1.00","   0.00","   0.00","   0.00","   1.00","   0.00"
NA,NA,NA," 42.84","  6.00","  0.00","  7.00","  0.00","  0.00"," 62.00","  0.00","  0.00","  0.00","  0.00"," 46.00","  0.00"," 28.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  1.00"," 28.00","  7.00","  0.00","  0.00","  2.00","  4.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  5.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","102.00","  0.00","  0.00","  0.00"," 53.00","  0.00","  0.00","  0.00","  0.00","540.00","  0.00"," 48.00"," 42.00","  5.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00"," 10.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  1.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 59.21"," 15.00","  0.00","  8.00","  0.00","  0.00"," 51.00","  0.00","  0.00","  0.00","  0.00"," 39.00","  3.00"," 46.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  2.00","  0.00","  0.00","  0.00","  3.00","  0.00","  1.00","  4.00","  6.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","360.00","  0.00","  3.00","  4.00"," 89.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 59.00"," 20.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  9.00","  0.00","  0.00"," 55.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  5.00","  2.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA,"124.13","  5.00","  0.00"," 79.00","  0.00","  0.00"," 33.00","  0.00","  0.00","  0.00","  0.00","142.00","  0.00"," 38.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  5.00","  0.00","  0.00","  0.00","  6.00","  1.00","  0.00","  0.00","  0.00","  5.00","  0.00","  0.00","  0.00","  2.00","  1.00","  0.00","  0.00","  9.00","  1.00","  0.00","  3.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  5.00","127.00","  0.00","  4.00","  1.00"," 57.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  5.00","  6.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  1.00"," 17.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00"
NA,NA,NA," 81.7"," 23.0","  0.0"," 10.0","  0.0","  0.0"," 72.0","  0.0","  0.0","  0.0","  0.0"," 53.0","  1.0"," 32.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  6.0","  2.0","  0.0","  0.0","  3.0","  5.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  5.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 16.0","425.0","  0.0","  0.0","  1.0"," 32.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  8.0"," 56.0","  3.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","156.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA," 70.21","  4.00","  0.00","  2.00","  0.00","  2.00"," 38.00","  0.00","  0.00","  0.00","  0.00"," 59.00","  0.00"," 16.00","  0.00","  1.00","  0.00","  2.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  3.00","  2.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  3.00"," 20.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 19.00","733.00","  1.00","  3.00","  2.00"," 94.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00"," 17.00"," 24.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  2.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 41.23","  4.00","  0.00","  5.00","  0.00","  0.00"," 57.00","  0.00","  1.00","  0.00","  0.00","103.00","  0.00"," 35.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  1.00","  3.00","  0.00","  0.00","  2.00","  1.00","  0.00","  0.00","  1.00","  9.00","  0.00","  0.00"," 26.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","240.00","  0.00","  1.00","  7.00"," 37.00","  0.00","  1.00","  0.00","  0.00","  1.00","  0.00","  9.00","  4.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00"
NA,NA,NA," 73.07","  1.00","  0.00","  1.00","  0.00","  0.00"," 29.00","  0.00","  0.00","  0.00","  0.00"," 96.00","  0.00"," 23.00","  0.00","  1.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  3.00","  1.00","  0.00","  0.00","  1.00"," 20.00","  0.00","  0.00","  2.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  4.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  1.00","  2.00","315.00","  0.00","  2.00","  1.00"," 90.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 13.00"," 33.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  1.00","  0.00","  0.00"," 20.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA,"113.31","  3.00","  0.00"," 64.00","  0.00","  0.00"," 22.00","  0.00","  1.00","  1.00","  0.00"," 26.00","  0.00"," 29.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  5.00","  0.00","  0.00","  6.00","  0.00","  0.00","  0.00","  0.00"," 14.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 12.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00"," 38.00","285.00","  0.00","  4.00","  4.00"," 40.00","  0.00","  2.00","  0.00","  0.00"," 70.00","  0.00"," 54.00"," 47.00","  4.00","  0.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00"
NA,NA,NA," 45.07"," 16.00","  0.00","  9.00","  0.00","  0.00"," 73.00","  0.00","  0.00","  1.00","  0.00"," 36.00","  0.00"," 30.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  2.00","  3.00","  0.00","  0.00","  1.00","  6.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  2.00","  0.00","  0.00","  0.00"," 14.00","268.00","  0.00","  0.00","  0.00"," 44.00","  0.00","  0.00","  0.00","  0.00"," 10.00","  0.00"," 32.00"," 85.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 71.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","  5.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00"
NA,NA,NA," 48.01"," 14.00","  0.00"," 25.00","  0.00","  0.00"," 39.00","  0.00","  0.00","  1.00","  0.00"," 37.00","  0.00"," 34.00","  0.00","  2.00","  0.00","  6.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00"," 13.00"," 10.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  5.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  1.00","102.00","  2.00","  3.00","  1.00","103.00","  0.00","  0.00","  0.00","  0.00"," 70.00","  0.00"," 38.00"," 68.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","100.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00"
NA,NA,NA,"127.68","  3.00","  0.00","166.00","  0.00","  0.00"," 32.00","  0.00","  0.00","  1.00","  0.00","101.00","  0.00"," 32.00","  0.00","  0.00","  0.00","  3.00","  2.00","  0.00","  0.00","  1.00","  2.00","  0.00","  1.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  5.00","  1.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00"," 83.00","  0.00","  3.00","  2.00"," 71.00","  0.00","  1.00","  0.00","  0.00"," 32.00","  0.00"," 28.00"," 27.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 23.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00"
NA,NA,NA,"  82.09","   5.00","   2.00","   0.00","   0.00","   0.00","  37.00","   0.00","   0.00","   0.00","   0.00","  34.00","   0.00","  38.00","   0.00","   0.00","   0.00","   2.00","   2.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   4.00","   3.00","   0.00","   0.00","   3.00","   1.00","   0.00","   3.00","   3.00","   2.00","   0.00","   0.00","   2.00","   6.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","  23.00","1168.00","   1.00","   3.00","   0.00","  56.00","   0.00","   0.00","   0.00","   0.00","  10.00","   0.00","  46.00","  52.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   1.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00"
NA,NA,NA," 43.82","  6.00","  0.00"," 17.00","  0.00","  0.00"," 52.00","  0.00","  0.00","  0.00","  0.00"," 39.00","  0.00"," 46.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  1.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  1.00","  5.00","  9.00","  0.00","  0.00","  3.00","  5.00","  1.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  4.00","  0.00","  2.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","143.00","  0.00","  1.00","  1.00"," 83.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00"," 26.00"," 41.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00"
NA,NA,NA,"107.86"," 10.00","  1.00","  2.00","  0.00","  0.00"," 14.00","  0.00","  0.00","  0.00","  0.00"," 25.00","  0.00"," 41.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 10.00","  1.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  1.00","  1.00","  3.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  1.00","  0.00","  1.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  1.00","  3.00","668.00","  0.00","  2.00","  0.00","174.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 21.00"," 27.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 56.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  2.00","  1.00","  0.00","  0.00","  0.00","  2.00"
NA,NA,NA," 77.67"," 20.00","  2.00"," 30.00","  2.00","  0.00"," 29.00","  0.00","  0.00","  0.00","  0.00"," 63.00","  0.00"," 42.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  2.00","  0.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  2.00"," 10.00","  0.00","  0.00"," 10.00","  0.00","  0.00","  1.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 25.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  5.00","340.00","  0.00","  8.00","  2.00"," 36.00","  0.00","  0.00","  0.00","  0.00","163.00","  0.00"," 21.00"," 25.00","  5.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 23.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00"
NA,NA,NA," 25.6","  9.0","  0.0"," 82.0","  0.0","  1.0"," 80.0","  0.0","  0.0","  0.0","  0.0"," 46.0","  0.0"," 20.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0"," 25.0","  6.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 32.0","  0.0","  0.0","  0.0","  0.0","  2.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  3.0","209.0","  0.0","  2.0","  1.0"," 62.0","  0.0","  0.0","  0.0","  0.0","212.0","  0.0"," 11.0"," 43.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 13.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA,"  122.14","    6.00","    0.00","10947.00","    0.00","    0.00","   27.00","    0.00","    0.00","    0.00","    0.00","   50.00","    2.00","   45.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    8.00","    0.00","    1.00","   30.00","    7.00","    0.00","    0.00","    0.00","    9.00","    0.00","    0.00","    2.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","   23.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    4.00","  454.00","    0.00","    2.00","    3.00","   45.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   39.00","   20.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    2.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00"
NA,NA,NA,"  49.84","  15.00","   0.00","  13.00","   0.00","   0.00","  22.00","   0.00","   0.00","   0.00","   0.00","  42.00","   1.00","  55.00","   0.00","   1.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   3.00","   0.00","   1.00","  14.00","  16.00","   1.00","   0.00","   2.00","   7.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   7.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   9.00"," 801.00","   0.00","   0.00","   2.00","  60.00","   0.00","   0.00","   0.00","   0.00","4061.00","   0.00","  19.00","  34.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
NA,NA,NA," 61.14","  6.00","  0.00","  3.00","  0.00","  1.00"," 48.00","  0.00","  0.00","  1.00","  0.00"," 61.00","  0.00"," 33.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  2.00","  3.00","  0.00","  0.00","  0.00","  2.00","  0.00","  3.00","  2.00","  3.00","  0.00","  0.00","  2.00"," 22.00","  1.00","  0.00","  2.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  9.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00"," 29.00","475.00","  0.00","  4.00","  1.00"," 40.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 20.00"," 18.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 87.6","  2.0","  1.0","  3.0","  0.0","  0.0"," 15.0","  0.0","  1.0","  0.0","  0.0"," 83.0","  0.0"," 19.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  3.0","  1.0","  0.0","  0.0","  7.0","  1.0","  0.0","  1.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  5.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  9.0","156.0","  0.0","  1.0","  0.0"," 75.0","  0.0","  0.0","  0.0","  0.0","352.0","  0.0"," 27.0"," 58.0","  4.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0"
NA,NA,NA,"133.78","  4.00","  2.00","  0.00","  0.00","  1.00"," 20.00","  0.00","  0.00","  1.00","  0.00"," 79.00","  0.00"," 24.00","  0.00","  2.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  1.00","  2.00","  1.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  1.00","  9.00","  1.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","154.00","  0.00","  1.00","  0.00"," 73.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00"," 36.00"," 65.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","660.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  2.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  3.00"
