"Depth","Giesecke et al. 2014 (MADCAP) - Calibrated radiocarbon years BP","EPD - Radiocarbon years BP","Sample quantity","Acer","Alchemilla t.","Alnus","Amaranthaceae undif.","Ambrosia t.","Anagallis t.","Angelica archangelica-type","Angelica palustris-type","Angelica sylvestris","Anthemideae undif.","Apiaceae undif.","Apium t.","Arbutus","Artemisia","Asphodelus t.","Asteroideae undif.","Berula erecta","Betula","Brassicaceae","Buxus","Calluna","Campanulaceae","Cardueae undif.","Carum verticillatum","Caryophyllaceae undif.","Castanea","Centaurea","Cichorieae","Cicuta virosa","Cistaceae","Cornus","Corylus","Crassulaceae","Cupressaceae","Cuscuta","Cyperaceae","Dipsacaceae","Echium t.","Ephedra","Erica t.","Eucalyptus","Fabaceae Undif.","Faboideae Undif.","Fagus","Fallopia","Fern","Fern-Equisetophyta","Filipendula t.","Frangula","Fraxinus","Galium t.","Genisteae","Gentiana t.","Geranium","Halimium/Tuberaria","Hedera","HippophaÃ« rhamnoides","Hydrocotyle","Hypericum undif.","Ilex","IsoÃ«tes","Jasminum","Juglans","Lamiaceae undif.","Laserpitium","Linum t.","Lonicera","Lotus t.","Lycopodium spike...112","Lycopodium spike...113","Lysimachia","Lythrum","Menyanthes","Mercurialis","Morella","Musci","Myriophyllum alterniflorum t.","Myrtus","Nymphaea","Olea t.","Onagraceae","Papaver t.","Parnassia","Paronychieae","Pedicularis","Pentaglottis sempervirens","Petaloid monocot","Phillyrea","Physospermum cornubiense","Picea","Pinus undif.","Pistacia","Plantago","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Portulacaceae t.","Potamogeton","Potentilla t.","Prunus t.","Quercus undif.","Ranunculaceae undif.","Reseda/Sesamoides","Rhamnus","Rosa t.","Rosaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Saxifraga t.","Saxifragaceae","Scrophulariaceae undif.","Selinum carvifolia","Silaum silaus-type","Solanum","Sparganium","Spergularia t.","Spike tablets","Taxus","Thalictrum","Thymelaeaceae undif.","Trifolium t.","Trinia glauca-type","Typha","Ulmus t.","Urtica t.","Valeriana","Valerianella","Viburnum","Viola","Vitis","Zea"
" 137.5","2809/2707/2598","--/2597/--",NA,"0","0","20","1","0","0","0","0","0","2","36","0","0","2","4","0","0","166","2","0","3","1","2","0","1","0","1","8","0","0","0","2","18","4","0","6","0","0","0","133","0","0","0","0","0","39","0","0","0","0","4","34","1","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","64","11329","0","11","0","0","0","14","0","0","0","1","0","0","0","0","0","0","9","1","0","0","17","0","2","0","1358","5","0","0","0","7","0","206","65","0","0","4","0","35","5","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 140.0","2826/2725/2539","--/2611/--",NA,"0","0","16","1","0","0","1","0","0","3","21","0","0","2","3","3","0","173","0","0","0","1","1","0","7","0","1","9","0","0","0","3","8","0","0","1","0","0","0","103","0","0","0","0","0","25","0","0","0","0","2","9","1","0","1","0","0","0","0","2","0","0","0","0","1","0","0","0","85","11329","0","6","0","0","0","12","0","0","0","0","0","0","0","0","0","0","3","3","0","0","27","0","0","5","911","8","0","0","1","2","0","125","76","0","0","3","1","29","6","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 142.5","2842/2743/2530","--/2626/--",NA,"0","0","19","1","0","0","0","0","0","2","36","0","0","3","3","1","0","223","2","0","1","4","5","0","3","0","1","3","0","0","0","0","13","1","0","3","0","0","0","146","0","0","0","0","0","27","0","0","1","2","5","43","0","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","49","11329","0","14","0","0","0","11","0","0","0","0","0","0","0","0","0","0","10","2","0","0","18","0","4","1","1261","2","0","0","1","5","0","201","69","0","0","1","0","39","7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
" 145.0","2870/2761/2520","--/2640/--",NA,"0","0","7","1","0","0","0","2","0","4","17","0","0","1","2","4","0","171","3","0","0","1","2","0","4","0","0","6","0","0","0","5","6","0","0","7","0","1","0","62","0","0","0","0","0","27","0","0","0","4","6","26","1","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","66","11329","0","11","0","0","0","8","0","0","0","2","0","0","0","0","0","0","2","2","0","0","14","0","1","0","522","5","0","0","1","2","0","128","56","0","0","1","1","37","11","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
" 147.5","2918/2818/2678","--/2689/--",NA,"0","0","15","1","0","0","0","0","0","2","40","2","0","2","0","2","0","245","3","0","3","4","2","0","7","0","1","8","0","0","0","5","23","0","0","8","0","0","0","120","0","0","1","0","0","39","0","0","1","1","6","26","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","48","11329","0","14","0","0","0","8","0","0","0","0","0","0","0","1","0","0","9","1","0","0","12","0","0","2","831","3","0","0","0","3","0","252","57","0","0","1","1","62","28","0","0","0","1","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 150.0","2965/2874/2744","--/2738/--",NA,"0","0","8","0","0","0","0","0","0","1","9","0","0","3","4","3","0","201","2","0","0","1","1","0","4","0","2","5","0","0","0","3","8","0","0","6","0","0","0","49","0","0","0","0","0","20","0","0","0","0","7","2","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","74","11329","0","6","0","0","0","13","0","0","0","0","0","0","0","0","0","0","8","0","0","0","14","0","2","2","437","11","0","0","1","2","0","127","45","0","0","0","0","70","17","0","0","2","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
" 152.5","3014/2930/2757","--/2787/--",NA,"0","0","12","1","0","0","0","0","0","2","29","0","0","2","1","1","0","276","3","0","1","1","1","0","5","0","3","4","0","0","0","6","23","1","0","6","0","0","0","104","0","0","0","0","0","36","0","1","0","0","8","19","6","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","49","11329","0","7","0","0","0","9","0","0","0","1","0","0","0","0","0","0","7","3","0","0","21","0","6","4","696","3","0","0","2","3","0","180","158","0","0","1","0","46","3","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
" 155.0","3066/2986/2836","--/2836/--",NA,"0","0","16","1","0","0","0","0","0","1","13","0","0","0","2","3","0","203","6","0","0","1","1","0","6","0","1","4","0","0","0","6","8","0","0","7","0","1","0","61","0","0","0","0","0","25","0","0","0","0","6","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","49","11329","0","1","0","0","0","5","0","0","0","3","0","0","0","0","0","0","3","2","0","0","13","0","3","2","677","3","0","0","7","2","0","126","104","0","0","5","0","40","6","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
" 157.5","3121/3042/2908","--/2885/--",NA,"0","0","20","0","0","0","0","0","0","0","31","0","0","1","4","2","0","244","4","0","1","0","3","0","8","0","2","8","0","0","0","6","16","0","0","1","0","0","0","106","0","0","0","0","0","26","0","0","0","1","5","43","3","0","1","0","0","0","0","4","1","0","0","0","0","1","0","0","50","11329","0","7","0","0","0","12","0","0","0","2","0","0","0","1","0","0","5","11","0","0","23","0","3","2","805","4","0","0","2","0","0","213","149","0","0","3","0","57","12","1","1","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 160.0","3175/3098/2985","--/2934/--",NA,"0","0","18","0","0","0","0","0","0","0","6","0","0","1","2","1","0","221","4","0","0","0","2","0","6","0","2","7","0","0","0","0","4","1","0","3","0","0","0","57","0","1","0","0","0","20","0","0","0","0","9","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","11329","0","9","0","0","0","5","0","0","0","1","0","0","0","0","0","0","0","3","0","0","14","1","3","2","537","6","0","0","0","0","0","122","99","0","0","2","3","49","3","0","0","1","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 162.5","3229/3154/3063","--/2982/--",NA,"0","0","14","0","0","0","0","0","0","0","26","0","0","1","0","3","0","231","1","0","3","3","1","0","6","0","0","11","0","0","0","4","17","1","0","2","0","0","0","97","0","0","0","0","0","35","0","0","1","2","12","39","1","0","0","0","0","0","2","2","0","0","0","0","0","1","0","0","51","11329","0","17","0","0","0","7","0","0","0","0","0","0","0","3","0","0","9","6","1","0","20","0","2","3","960","2","0","1","1","2","0","177","166","0","0","2","0","48","8","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 165.0","3283/3211/3148","--/3031/--",NA,"0","0","30","2","0","0","0","0","0","3","35","0","0","4","6","2","0","363","9","0","5","2","1","1","7","0","5","9","0","0","0","0","13","1","0","5","0","0","0","111","0","2","1","0","0","48","0","0","3","0","16","23","2","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","95","11329","0","22","0","0","0","10","0","0","0","1","0","0","0","0","0","0","7","2","0","0","34","0","3","2","1129","6","0","0","0","2","0","257","196","0","0","2","1","66","11","0","0","1","0","1","0","0","0","2","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
" 167.5","3335/3267/3207","--/3080/--",NA,"0","0","17","0","0","0","0","0","0","1","30","0","0","0","2","7","0","169","4","0","3","6","0","0","4","0","0","8","0","0","0","0","18","2","0","3","0","0","0","117","0","0","0","0","0","35","0","0","1","1","8","21","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","65","11329","0","4","0","0","0","10","0","0","0","1","0","0","0","2","0","0","11","4","0","0","31","1","6","0","1641","1","0","0","7","2","0","287","385","0","0","2","0","52","7","0","0","0","0","0","0","0","0","0","2","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
" 170.0","3389/3323/3263","--/3129/--",NA,"0","0","13","0","0","0","0","0","0","0","18","0","0","1","3","5","0","170","9","0","0","5","0","1","13","0","4","0","0","0","0","1","15","1","0","6","0","0","0","120","0","0","0","0","0","40","0","0","1","0","8","18","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96","11329","0","4","0","0","0","6","0","0","0","0","0","0","0","1","0","0","9","4","2","0","28","0","4","1","812","2","0","0","0","0","0","256","118","0","0","1","0","53","3","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 172.5","3447/3379/3318","--/3178/--",NA,"0","0","19","0","0","0","0","0","0","2","31","0","0","0","4","4","0","178","8","0","0","4","2","0","4","0","2","2","0","1","0","3","8","1","0","3","0","0","0","86","0","0","0","0","0","40","0","0","1","1","6","19","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","50","11329","0","7","0","0","0","3","0","0","0","1","0","0","0","1","0","0","9","1","1","0","29","0","1","4","858","1","0","0","0","4","0","205","259","0","0","1","0","39","3","0","0","0","1","0","0","0","0","0","2","1","0","0","0","4","0","0","1","0","0","0","0","0","0","0"
" 175.0","3505/3435/3371","--/3227/--",NA,"0","0","12","0","0","0","0","0","0","1","19","0","0","1","1","0","0","163","1","0","1","3","0","2","2","0","1","5","0","0","0","1","13","0","0","2","1","0","0","85","0","1","1","0","0","48","0","0","0","0","10","15","1","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","51","11329","0","1","0","0","0","7","0","0","0","0","0","0","0","1","0","0","4","4","0","0","31","0","3","1","678","4","0","0","0","0","0","219","21","0","0","2","0","39","2","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 180.0","3625/3547/3475","--/3325/--",NA,"0","0","27","1","0","0","0","1","0","1","5","0","0","3","2","3","0","315","3","0","2","0","0","7","4","0","1","4","0","0","0","1","3","0","0","47","1","0","0","79","0","0","0","0","0","32","0","0","1","0","3","9","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","156","11329","0","0","0","0","0","6","0","0","0","1","0","0","0","0","0","0","2","3","3","0","31","1","3","1","381","10","0","0","0","4","0","280","62","0","0","0","1","43","25","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 185.0","3688/3615/3544","--/3374/--",NA,"0","0","26","0","0","0","0","0","0","0","13","0","0","0","2","4","0","172","1","0","1","2","0","2","3","0","2","3","0","0","0","3","2","1","0","48","0","0","0","52","0","0","0","0","0","22","0","0","3","1","1","5","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","117","11329","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","1","1","0","33","1","4","1","332","5","0","0","0","3","0","205","107","0","0","1","0","24","23","0","0","2","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
" 190.0","3754/3682/3609","--/3423/--",NA,"0","0","12","1","0","0","0","0","0","0","15","0","0","0","2","4","0","121","3","0","3","1","2","2","1","0","2","8","0","0","0","3","8","0","0","60","2","0","0","41","0","0","0","0","0","40","0","0","1","0","7","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","208","11329","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","7","3","1","0","31","1","3","3","252","8","0","0","1","2","0","209","37","0","0","4","0","17","15","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0"
" 195.0","3825/3749/3669","--/3472/--",NA,"0","0","16","0","0","0","0","0","0","2","28","0","0","0","5","5","0","198","2","0","0","3","0","5","6","0","1","7","0","0","0","3","4","0","0","1","0","0","0","51","0","0","0","0","0","53","0","0","1","0","4","5","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","228","11329","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","0","10","7","2","0","32","0","2","1","474","3","0","0","0","1","0","215","350","0","0","3","0","32","8","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 200.0","3894/3816/3724","--/3521/--",NA,"0","0","12","1","0","0","0","0","0","1","7","0","0","0","1","1","0","107","7","0","0","3","0","0","2","0","2","5","0","0","0","2","4","1","0","99","5","0","0","32","0","0","0","0","0","18","0","0","0","1","1","4","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","249","11329","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","3","1","2","0","30","0","5","0","146","2","0","0","6","1","0","167","82","0","0","2","0","10","6","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
" 205.0","3969/3884/3781","--/3569/--",NA,"0","0","18","1","0","0","0","0","0","1","25","0","0","0","7","1","0","71","3","0","1","7","0","0","7","0","4","1","0","0","0","2","2","0","0","173","2","0","0","46","0","0","0","0","0","40","0","0","3","0","0","11","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","418","11329","0","0","0","0","0","6","0","0","0","2","0","0","0","0","0","0","1","5","1","0","32","0","1","0","274","8","0","0","3","2","0","224","5","0","0","1","0","23","26","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 210.0","4064/3951/3831","--/3618/--",NA,"0","0","11","0","0","0","0","0","0","1","17","0","0","1","6","1","0","90","3","0","1","3","0","1","1","0","0","6","0","0","0","1","3","1","0","42","0","0","0","55","0","0","0","0","0","33","0","0","2","1","4","17","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","157","11329","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","4","3","6","0","19","0","0","0","301","4","0","0","0","2","0","217","17","0","0","3","0","32","30","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
" 215.0","4196/4018/3884","--/3667/--",NA,"0","0","19","0","0","0","0","0","0","0","11","0","0","0","0","0","0","79","0","0","1","0","0","0","3","0","1","3","0","0","0","2","3","1","0","8","1","0","0","47","0","0","0","0","0","43","0","0","0","0","1","7","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","119","11329","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","5","2","0","0","17","0","2","1","152","5","0","0","0","0","0","218","34","0","0","3","1","9","26","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 220.0","4288/4085/3939","--/3716/--",NA,"0","0","6","2","0","0","0","0","0","3","31","0","0","0","4","1","0","231","4","0","1","1","0","0","3","0","2","2","0","0","0","1","9","0","0","10","1","0","0","63","0","0","1","0","0","43","0","0","4","1","3","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","145","11329","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","7","1","1","0","45","0","1","0","257","4","0","0","0","0","0","257","12","0","0","1","1","38","4","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 225.0","4381/4153/3996","--/3765/--",NA,"0","0","7","1","0","0","0","0","0","1","14","0","0","1","3","2","0","213","0","0","2","2","0","0","4","0","3","1","0","1","0","3","6","0","0","23","1","1","0","44","0","0","0","0","0","54","0","0","1","1","7","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","283","11329","0","0","0","0","0","19","0","0","0","1","0","0","0","0","0","0","2","2","1","0","32","0","2","0","175","7","0","0","0","0","0","264","8","0","0","2","1","13","19","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
" 230.0","4474/4220/4055","--/3814/--",NA,"0","0","8","1","0","1","0","0","0","0","21","0","0","1","5","3","0","263","1","0","2","3","0","0","4","0","6","8","0","0","0","1","16","0","0","13","0","0","0","51","0","0","0","0","0","32","0","0","2","0","6","7","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","159","11329","0","0","0","0","0","15","0","0","0","1","0","0","0","0","0","0","4","7","1","0","36","0","1","0","268","7","0","0","1","2","0","257","4","0","0","1","0","29","13","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 235.0","4566/4287/4109","--/3863/--",NA,"0","0","8","0","0","0","0","0","0","0","16","0","0","1","2","1","0","311","2","0","5","2","0","0","0","0","3","0","0","0","0","0","10","0","0","19","0","0","0","46","0","0","0","0","0","32","0","0","2","1","2","6","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","143","11329","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","4","1","2","0","17","0","0","2","178","10","0","0","0","2","0","321","3","0","0","4","0","17","41","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
" 240.0","4658/4354/4162","--/3912/--",NA,"0","0","13","1","0","0","0","0","0","1","20","0","0","1","4","2","0","299","2","0","4","4","0","1","1","0","1","1","0","0","0","0","15","1","0","56","0","0","0","94","0","0","0","0","0","18","0","0","0","6","2","13","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","220","11329","0","0","0","0","0","54","1","0","0","1","0","0","0","0","0","0","4","7","2","0","32","0","1","1","275","7","0","0","0","0","0","299","4","0","0","3","2","21","40","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
" 245.0","4749/4422/4215","--/3961/--",NA,"0","0","21","1","0","0","0","0","0","0","17","0","0","1","0","0","0","258","2","0","1","4","0","0","5","0","0","2","0","0","0","3","8","0","0","116","0","0","0","64","0","0","0","0","0","33","0","0","0","4","2","11","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","372","11329","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","1","4","11","2","0","30","0","2","0","238","8","0","0","1","0","0","264","5","0","0","6","2","19","21","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 250.0","4799/4481/4278","--/4004/--",NA,"0","0","10","0","0","0","0","1","0","0","26","0","0","3","5","5","0","232","1","0","1","2","0","0","7","0","5","5","0","0","0","6","0","0","0","27","0","0","0","89","0","0","0","0","0","34","0","0","0","0","0","13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","227","11329","0","0","0","0","0","13","0","2","0","0","0","0","0","0","0","0","6","2","2","0","28","1","1","1","402","5","0","0","1","0","0","206","36","0","0","1","0","23","14","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
" 255.0","4808/4531/4353","--/4041/--",NA,"0","0","21","0","0","0","0","0","0","0","19","0","0","1","3","0","0","400","3","0","4","5","1","0","3","0","2","2","0","0","0","2","11","0","0","63","0","0","0","79","0","0","0","0","0","41","0","0","1","1","5","9","2","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","203","11329","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","5","4","1","0","38","0","0","0","257","4","0","0","3","1","0","293","19","0","0","4","2","29","10","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
" 260.0","4817/4582/4425","--/4079/--",NA,"0","0","11","0","0","0","0","0","0","4","20","1","0","0","7","6","0","217","0","0","0","4","1","0","8","0","1","6","0","0","0","0","17","0","0","38","0","0","0","49","0","0","0","0","0","30","0","0","1","3","3","10","2","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","172","11329","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","1","4","0","0","39","0","3","2","181","1","0","0","2","1","0","213","4","0","0","2","0","11","9","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
" 265.0","4820/4632/4493","--/4117/--",NA,"0","0","6","0","0","0","0","1","0","0","17","0","0","1","5","0","0","855","2","0","2","3","1","0","3","0","3","5","0","0","0","4","7","0","0","86","0","1","0","75","0","0","0","0","0","37","0","0","3","0","5","11","2","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","251","11329","0","0","0","0","0","8","0","0","0","2","0","0","0","0","0","2","2","2","1","0","68","4","2","1","253","2","0","0","7","0","0","239","17","0","0","2","1","22","12","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 270.0","4822/4683/4566","--/4154/--",NA,"0","0","9","0","0","0","0","0","0","0","20","0","0","2","6","2","0","320","0","0","1","6","0","0","7","0","2","7","0","0","0","3","6","1","0","101","0","0","0","84","0","0","0","0","0","38","0","0","0","1","1","11","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","311","11329","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","9","5","3","0","37","0","2","0","307","1","0","0","2","0","0","251","4","0","0","0","1","37","14","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 275.0","4834/4733/4640","--/4192/--",NA,"0","0","9","0","0","0","0","0","0","1","12","0","0","1","1","2","0","286","2","0","0","2","0","0","1","0","3","3","0","0","0","2","4","1","0","28","0","0","0","77","0","0","0","0","0","32","0","0","1","2","3","13","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","173","11329","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","4","1","1","0","42","0","1","0","203","3","0","0","4","0","0","218","25","0","0","2","0","27","26","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 280.0","4871/4784/4706","--/4230/--",NA,"0","0","12","0","0","0","0","0","0","3","7","0","0","1","3","0","0","145","1","0","1","1","1","0","0","0","0","3","0","0","0","0","8","0","0","53","0","0","0","56","0","0","0","0","0","33","0","0","0","1","2","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","278","11329","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","8","1","0","0","18","0","0","0","472","4","0","0","14","3","0","241","17","0","0","2","0","36","50","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 285.0","4920/4834/4770","--/4267/--",NA,"0","0","11","0","0","0","0","0","0","1","11","0","0","0","1","0","0","108","2","0","1","4","0","0","4","0","1","4","0","0","0","3","2","0","0","66","0","0","0","64","0","0","0","0","0","24","0","0","2","1","5","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","523","11329","0","0","0","0","0","2","0","0","0","1","0","0","0","0","1","0","6","4","1","0","26","1","0","0","396","2","0","0","4","3","0","221","18","0","0","2","0","35","125","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 290.0","4975/4885/4822","--/4305/--",NA,"0","0","15","0","0","0","0","0","0","3","13","0","0","0","3","0","0","129","0","0","0","1","0","0","3","0","0","2","0","0","0","2","5","0","0","7","0","0","0","141","0","0","0","0","0","34","0","0","1","1","0","16","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","219","11329","0","0","0","0","0","2","0","0","0","1","0","0","0","0","1","0","3","4","1","0","25","0","0","1","886","1","0","0","17","1","0","280","58","0","0","6","2","49","43","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 295.0","5008/4923/4859","--/4330/--",NA,"0","0","14","0","0","0","0","0","0","0","14","0","0","1","7","1","0","152","2","0","0","2","0","0","5","0","2","0","0","0","0","0","9","0","0","36","0","0","0","156","0","0","0","0","0","30","0","0","1","1","6","14","1","0","1","1","0","0","0","4","0","0","0","0","0","0","0","1","187","11329","0","0","0","0","0","7","0","0","0","1","0","0","0","0","0","0","7","4","2","0","21","0","1","0","1132","2","0","0","30","0","0","295","64","0","0","4","2","28","44","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 300.0","5046/4960/4886","--/4355/--",NA,"0","0","7","0","0","0","0","0","0","0","15","0","0","0","2","2","0","113","1","0","0","1","0","0","5","0","1","4","0","0","0","1","9","0","0","5","0","0","0","63","0","0","0","0","0","34","0","0","0","0","2","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","107","11329","0","42","0","0","0","6","0","0","0","0","0","0","0","0","0","0","3","0","0","0","26","0","0","0","248","0","0","0","7","2","0","214","228","0","0","4","0","24","38","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 305.0","5084/4998/4909","--/4380/--",NA,"0","0","8","0","0","0","0","0","0","0","10","0","0","0","2","1","0","86","2","0","0","0","0","0","6","0","0","3","0","0","0","2","9","1","0","4","0","0","0","47","0","0","0","0","0","17","0","0","0","1","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","110","11329","0","23","0","0","0","8","0","0","0","0","0","0","0","0","0","0","5","1","0","0","19","0","0","0","300","2","0","0","7","0","0","224","68","0","0","5","0","15","60","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 310.0","5124/5036/4934","--/4405/--",NA,"0","0","8","0","0","0","0","0","0","0","11","0","0","0","4","2","0","163","2","0","0","1","0","0","6","0","0","4","0","0","0","0","3","0","0","14","0","0","0","57","0","0","0","0","0","36","0","0","0","0","5","5","2","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","214","11329","0","3","0","0","0","10","0","0","0","0","0","0","0","0","0","0","4","1","0","0","22","1","0","1","409","2","0","0","4","2","0","206","112","0","0","3","0","49","48","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
