"Sample age (cal yr BP) [cal yr BP]","Depth (cm) [cm]","Acacia t.","Acalypha","Adina","Aerva type","Aizoaceae t.","Alchornea","Alismataceae","Allophylus t.","Alternanthera t.","Amaranthaceae undif.","Ambrosia t.","Anthemideae undif.","Anthoceros t.","Apiaceae undif.","Artemisia","Balanites","Bauhinia","Betula","Blepharis","Borreria t.","Boscia","Brassicaceae","Bridelia","Cadaba","Campanulaceae","Capparis","Cardiospermum","Caryophyllaceae undif.","Cassia","Celosia type","Celtis","Chrozophora","Cichorieae","Cissampelos","Cissus t.","Clematis-type","Cleome","Cocculus","Combretaceae","Commelina","Commiphora","Cucurbitaceae undif.","Cyperaceae","Desmodium","Dombeya","Echinules","Elaeis","Ephedra","Erica t.","Euphorbia t.","Euphorbiaceae undif.","Fagonia","Faidherbia albida","Fern","Ficus","Fraxinus","Galium t.","Grewioideae","Heliotropium","Hibiscus","Hygrophila","Hymenocardia","Hyphaene thebaÃ¯ca","Hypoestes t.","Indeterminable","Indigofera","Ipomoea","Justicia t.","Lannea","Lemnaceae","Maerua","Meliaceae undif.","Mitracarpus","Mitragyna/Hallea","Monoletes","Morelia","Myriophyllum alterniflorum t.","Nauclea","Neptunia","Nyctaginaceae","Nymphaea","Ocimum","Oldenlandia","Olea t.","Onagraceae","Pentodon","Petaloid monocot","Phyllanthus maderaspatensis","Piliostigma","Pinus undif.","Plantago","Poaceae","Podocarpus","Polygala","Polygonum t.","Prosopis t.","Riccia","Ricinus","Salix","Salvadora","Sapotaceae undif.","Scrophulariaceae undif.","Searsia","Securinega  t.","Sesbania","Spergularia t.","Sterculia","Syzygium t.","Tamarix","Tephrosia","Thymelaeaceae undif.","Tilia","Tinospora","Tribulus","Trichodesma","Triletes","Typha","Uapaca","Ulmus t.","Utricularia","Verbena t.","Vernonieae","Xeromphis nilotica","Ziziphus/Paliurus","Zygophyllum t."
"7500.7"," 380.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  19.0","   2.0","   0.0","   0.0","  15.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  10.0","   0.0","   2.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  11.0","   0.0","   0.0"," 134.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","1452.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0"," 558.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"7705.1"," 390.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   5.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  12.0","   0.0","   1.0","   0.0","  20.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  12.0","   0.0","   0.0","  54.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   4.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","1125.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 113.0","  13.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"7909.5"," 400.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   1.0","   4.0","   1.0","   0.0","   0.0","   9.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","  31.0","   0.0","   2.0","   0.0","  20.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  34.0","   2.0","   0.0","  84.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0"," 716.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  36.0","  20.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"7967.912"," 410.000","   0.000","   0.000","   0.000","   3.000","   0.000","   3.000","   0.000","   0.000","   0.000","   2.000","   0.000","   3.000","   0.000","   0.000","   5.000","  30.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","  12.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  28.000","   0.000","   1.000","   0.000","   8.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   3.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  42.000","   0.000","   0.000","  22.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 618.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","  17.000","  10.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"8026.324"," 420.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   2.000","   4.000","   0.000","   0.000","   0.000","  11.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  12.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","  33.000","   0.000","   0.000","   0.000","   8.000","   2.000","   0.000","   1.000","   0.000","   0.000","   5.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  94.000","   0.000","   0.000","  84.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 774.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  10.000","  42.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"8143.147"," 440.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   6.000","   0.000","   3.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  23.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  29.000","   0.000","   0.000","   0.000","  60.000","   0.000","   0.000","   2.000","   1.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  71.000","   0.000","   0.000","  45.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   1.000"," 817.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  15.000"," 121.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"8318.383"," 470.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","  14.000","   0.000","   0.000","   0.000","  51.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","  68.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   9.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   1.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","1224.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  64.000"," 298.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"8435.206"," 490.000","   1.000","   1.000","   0.000","   0.000","   0.000","  14.000","   0.000","   0.000","   0.000","  17.000","   1.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  20.000","   0.000","   0.000","   1.000","   0.000","   2.000","   0.000","   0.000","  51.000","   0.000","   0.000","   0.000"," 147.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   3.000","   2.000","   0.000","  70.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   7.000","   0.000","  18.000","   1.000","   0.000","   2.000","   0.000","   0.000","   3.000","   0.000","   0.000","  24.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","2042.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","  56.000"," 270.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"8493.617"," 500.000","   0.000","   0.000","   2.000","   0.000","   0.000","  26.000","   0.000","   0.000","   0.000","  24.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   7.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","  27.000","   0.000","   0.000","   0.000"," 282.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 165.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   2.000","   0.000","   0.000","  29.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","1677.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 123.000","  85.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"8552.029"," 510.000","   0.000","   0.000","   0.000","   1.000","   0.000","  13.000","   0.000","   0.000","   0.000","  13.000","   1.000","   0.000","   1.000","   0.000","   2.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   1.000","   0.000","   4.000","   1.000","   1.000","  33.000","   0.000","   0.000","   0.000","  84.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  28.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   1.000","   0.000","   4.000","   0.000","   2.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","  10.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 633.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  22.000","  39.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"8610.441"," 520.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000","   0.000","   0.000","   0.000","  23.000","   0.000","   1.000","   0.000","   0.000","   7.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  11.000","   0.000","   0.000","   0.000","  60.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","  48.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","  24.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 568.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  37.000","  33.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"8727.265"," 540.000","   0.000","   0.000","   0.000","   0.000","   0.000","  12.000","   0.000","   1.000","   0.000","  11.000","   2.000","   1.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","  14.000","   0.000","   0.000","   0.000"," 177.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  41.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  19.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","1245.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","  88.000","  34.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"8902.5"," 570.0","   0.0","   0.0","   1.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","  72.0","   3.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","  74.0","   0.0","   0.0","   1.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  39.0","   2.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","  14.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 524.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  53.0","  15.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"9046.346"," 590.000","   1.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   1.000","  61.000","   3.000","   1.000","   0.000","   0.000","   9.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   1.000","   0.000","   0.000","   0.000","   4.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000"," 214.000","   0.000","   0.000","   1.000","   0.000","   2.000","   0.000","   0.000","   0.000","   4.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","  51.000","   0.000","   0.000","   0.000","   4.000","   0.000","   3.000","   0.000","   1.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","  17.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000"," 869.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  61.000","  20.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"9118.27"," 600.00","   6.00","   0.00","   0.00","   0.00","   0.00","   6.00","   0.00","   2.00","   0.00"," 165.00","   3.00","   0.00","   0.00","   0.00","   6.00","   5.00","   0.00","   0.00","   0.00","   0.00","   0.00","   5.00","   0.00","   0.00","   0.00","   8.00","   0.00","   0.00","   0.00","   6.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  18.00","   4.00","   0.00","   0.00"," 357.00","   3.00","   0.00","  14.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   4.00","   0.00","   0.00"," 123.00","   0.00","   0.00","   0.00","   4.00","   0.00","  12.00","   0.00","   0.00","   0.00","  11.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   7.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","1368.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  96.00","  13.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00"
"9190.192"," 610.000","   1.000","   0.000","   2.000","   2.000","   0.000","  15.000","   0.000","   0.000","   0.000","  63.000","   2.000","   1.000","   0.000","   0.000","   9.000","   3.000","   0.000","   1.000","   0.000","   1.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","  25.000","   0.000","   0.000","   0.000"," 297.000","   0.000","   0.000","   3.000","   0.000","   3.000","   0.000","   0.000","   0.000","   2.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","  76.000","   0.000","   0.000","   0.000","   5.000","   0.000","   3.000","   1.000","   1.000","   0.000","   6.000","   1.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   9.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","1809.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   3.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","  69.000"," 187.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"9334.038"," 630.000","   1.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","  85.000","   5.000","   0.000","   1.000","   0.000","  11.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000"," 302.000","   0.000","   2.000","   5.000","   0.000","   3.000","   0.000","   1.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","  22.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   1.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","  17.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000"," 830.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","  51.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"9405.962"," 640.000","   4.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000"," 218.000","   5.000","   2.000","   1.000","   0.000","  10.000","   2.000","   0.000","   1.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   9.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  15.000","   1.000","   0.000","   0.000"," 742.000","   2.000","   0.000","  16.000","   0.000","   5.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   1.000","   1.000","   1.000","  37.000","   2.000","   0.000","   0.000","   5.000","   0.000","   2.000","   0.000","   0.000","   0.000","   3.000","   0.000","   4.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","  24.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","2048.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000"," 208.000","  15.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"9477.885"," 650.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   3.000","   4.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000"," 131.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  16.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   2.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 480.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","  81.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"9549.808"," 660.000","   3.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000","  65.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   1.000","   6.000","   0.000","   0.000","   0.000"," 510.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  52.000","   1.000","   0.000","   1.000","   1.000","   0.000","   1.000","   0.000","   2.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","  37.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","1410.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000"," 378.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
