"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Sample quantity","Aesculus","Alchemilla t.","Alnus","Amaranthaceae undif.","Ambrosia t.","Anagallis t.","Angelica palustris-type","Anthemideae undif.","Apiaceae undif.","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Buxus","Calluna","Campanulaceae","Cannabis","Cardueae undif.","Carum verticillatum","Caryophyllaceae undif.","Castanea","Cedrus","Centaurea","Cichorieae","Cistaceae","Conopodium majus","Corylus","Crassulaceae","Cupressaceae","Cuscuta","Cyperaceae","Dipsacaceae","Drosera","Echium t.","Ephedra","Erica t.","Eucalyptus","Fabaceae Undif.","Faboideae Undif.","Fagus","Fern","Fern-Equisetophyta","Frangula","Fraxinus","Galium t.","Genisteae","Gentiana t.","Halimium/Tuberaria","Hedera","Hepaticae","HippophaÃ« rhamnoides","Humulus","Hypericum undif.","Juglans","Lamiaceae undif.","Lotus t.","Lycopodium spike","Lycopodium tablets","Mercurialis","Musci","Myrtus","Olea t.","Papaver t.","Paronychieae","Pedicularis","Petaloid monocot","Phillyrea","Physospermum cornubiense","Picea","Pinus nigra/sylvestris t.","Pinus pinaster","Pistacia","Plantago","Platanus Ã acerifolia","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Portulacaceae t.","Potentilla t.","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Reseda/Sesamoides","Rosa t.","Rosaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Saxifraga t.","Saxifragaceae","Scrophulariaceae undif.","Secale","Solanum","Sparganium","Spergularia t.","Taxus","Thalictrum","Thymelaeaceae undif.","Tilia","Trifolium t.","Ulmus t.","Urtica t.","Vaccinium","Valerianella","Viburnum","Viola","Vitis","Zea"
"147.98",NA,NA,"26.5","2","0","0","1","4","0","0","0","2","0","1","0","0","9","0","1","0","3","0","0","0","0","1","1","0","0","1","0","0","1","2","37","0","8","0","1","1","0","138","0","0","0","1","15","0","0","0","1","2","0","2","0","0","0","0","1","0","0","0","159","0","0","0","0","109","0","0","0","0","0","0","0","0","0","0","8","0","0","162","2","0","0","9","14","15","8","0","0","0","15","0","0","0","2","0","0","18","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0"
"151.43",NA,NA,"27.0","2","0","0","3","2","0","0","0","0","1","2","0","1","10","0","1","0","1","0","0","0","0","4","3","0","0","4","0","0","1","1","26","0","6","0","0","0","0","205","0","0","0","1","17","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","146","0","0","0","0","117","1","1","0","1","0","0","0","0","0","0","14","0","0","259","1","0","0","16","20","25","13","0","0","0","22","0","0","0","2","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"154.88",NA,NA,"27.5","2","0","0","1","1","0","0","0","4","0","0","0","1","7","0","1","0","0","2","0","0","0","0","0","0","0","1","0","0","1","1","26","0","1","0","0","0","0","134","0","0","0","0","12","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","115","0","0","0","0","89","0","1","0","0","0","0","0","0","0","0","4","2","0","182","0","0","0","12","13","14","11","0","0","0","14","0","0","0","3","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"158.33",NA,NA,"28.0","2","0","0","1","3","0","0","0","4","3","2","0","1","16","0","1","0","2","0","0","0","0","0","3","1","0","3","0","0","0","1","33","0","1","0","0","0","0","127","0","0","0","0","14","0","0","0","6","0","0","1","0","0","0","0","0","0","0","0","149","0","0","0","0","125","0","0","0","2","0","0","0","0","0","0","6","0","0","208","1","0","0","21","20","15","18","0","0","0","11","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1"
"161.79",NA,NA,"28.5","2","0","0","5","2","0","0","0","3","1","2","0","2","10","0","1","0","1","1","0","0","0","0","2","0","0","1","0","0","1","0","32","0","5","0","0","0","0","159","0","0","0","0","11","0","0","1","4","0","0","1","0","0","0","0","1","2","0","0","164","0","0","0","0","131","0","1","0","0","0","0","0","0","0","0","3","0","0","227","1","0","0","31","37","9","24","0","0","0","22","0","0","0","1","0","0","15","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"165.24",NA,NA,"29.0","2","0","0","2","1","0","0","0","2","0","0","0","0","7","0","0","0","1","0","0","0","0","1","2","0","0","4","0","0","0","1","15","0","1","0","0","0","0","127","0","0","0","0","7","0","0","0","5","1","0","2","0","0","0","0","1","0","0","0","86","0","0","0","0","120","0","3","0","0","0","0","0","0","0","0","3","0","0","157","2","0","0","21","22","10","18","0","0","0","7","0","0","0","12","0","0","9","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"168.69",NA,NA,"29.5","2","0","0","2","0","0","0","0","1","0","0","1","1","10","0","1","0","0","0","0","0","0","1","2","0","0","1","0","0","0","1","21","0","0","0","0","0","0","106","0","0","0","0","6","0","0","0","10","0","0","1","0","0","0","0","0","0","0","0","77","0","0","0","0","107","0","3","0","1","0","0","0","0","0","0","4","0","0","205","1","0","0","15","16","14","40","0","0","0","12","0","0","0","47","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"172.14",NA,NA,"30.0","2","0","0","1","0","0","0","0","2","0","2","0","0","16","0","0","0","1","0","0","0","0","2","3","0","0","1","0","0","1","2","14","0","1","0","0","0","0","144","0","0","0","0","8","0","0","0","49","1","0","3","0","0","0","0","0","0","0","0","94","0","0","1","0","100","0","1","0","0","0","0","0","0","0","0","9","0","0","221","3","0","0","31","18","22","115","0","0","0","18","0","0","0","7","0","0","6","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","1"
"175.60",NA,NA,"30.5","2","0","0","1","1","0","0","0","2","0","1","0","0","5","0","0","0","1","0","0","0","0","1","4","0","0","9","0","0","0","0","20","0","0","0","0","0","0","83","0","0","0","0","7","0","0","0","57","0","0","4","0","0","0","0","0","0","0","1","72","0","0","4","0","56","0","0","0","0","0","0","0","0","0","0","4","0","0","155","2","0","0","12","13","7","66","0","0","0","11","0","0","0","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"179.05",NA,NA,"31.0","2","0","0","2","2","0","0","0","1","0","0","0","0","7","0","0","0","1","1","0","0","0","2","0","0","0","7","0","0","0","0","18","0","1","0","0","0","0","105","0","0","0","0","8","0","0","0","72","2","0","3","0","0","0","0","0","0","0","0","150","0","0","0","0","72","0","2","0","0","1","0","0","0","0","0","3","0","0","201","1","0","0","5","26","11","77","0","0","0","15","0","0","0","1","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"182.50",NA,NA,"31.5","2","0","0","4","1","0","0","0","3","0","0","0","0","12","0","0","0","0","1","0","0","0","0","3","0","0","2","0","0","0","1","15","0","2","0","0","0","0","112","0","0","0","0","10","0","0","0","39","1","0","0","0","0","0","0","0","0","0","0","86","0","0","2","0","97","0","0","0","0","1","0","0","0","0","0","9","1","0","237","1","0","1","10","19","16","79","0","0","0","13","0","0","0","2","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"185.95",NA,NA,"32.0","2","0","0","1","1","0","0","0","1","2","0","0","1","8","0","0","0","3","1","0","0","0","0","2","0","0","1","0","0","0","4","4","0","1","0","0","0","0","126","0","0","1","2","5","0","0","0","35","0","1","0","1","0","0","0","0","2","0","0","88","0","0","0","0","98","0","0","0","0","0","0","0","0","0","0","7","0","0","280","2","0","0","4","13","9","103","0","0","0","16","0","0","0","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"189.40",NA,NA,"32.5","2","0","0","1","1","0","0","0","2","0","1","0","0","8","0","1","0","0","4","0","0","0","1","2","0","0","2","0","0","0","1","16","0","1","0","0","0","0","145","0","0","0","1","5","0","0","0","32","1","1","5","0","0","0","0","0","1","0","0","110","0","0","0","0","99","0","0","0","0","0","0","0","0","0","0","5","0","0","142","1","0","0","2","7","17","182","0","0","0","11","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"192.86",NA,NA,"33.0","2","0","0","4","0","0","0","0","3","2","3","0","0","12","0","2","0","4","7","0","0","0","0","2","0","0","0","0","0","0","7","14","0","0","0","0","0","0","174","0","0","0","0","19","0","0","1","59","1","0","1","0","0","0","0","0","0","0","0","89","0","0","0","0","100","0","3","0","0","0","0","0","0","0","0","5","0","1","156","2","0","0","5","11","11","184","0","0","0","20","0","0","0","4","0","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"196.31",NA,NA,"33.5","2","0","0","0","0","0","0","0","1","1","1","0","0","16","0","1","0","2","1","0","0","0","2","7","0","0","1","0","0","0","4","23","0","3","0","0","0","0","142","0","0","0","0","9","0","0","0","57","1","0","0","0","0","0","0","0","0","0","0","95","0","0","1","0","89","0","1","0","0","0","0","0","0","0","0","5","0","0","88","3","0","1","2","12","6","172","0","1","0","15","0","0","0","2","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"199.76",NA,NA,"34.0","2","0","0","2","1","0","0","0","0","0","0","0","0","9","0","0","0","0","1","0","0","0","1","1","0","0","2","0","0","0","4","14","0","0","0","0","0","0","142","0","0","0","0","6","0","0","0","34","1","0","3","0","0","0","0","0","0","0","0","139","0","0","0","0","68","1","1","0","0","0","0","0","0","0","0","8","0","0","84","2","0","0","2","20","9","92","0","0","0","14","1","0","0","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"203.21",NA,NA,"34.5","2","0","0","3","0","0","0","0","1","0","0","0","0","17","0","0","0","0","2","0","0","0","0","3","0","0","0","0","0","0","0","17","0","6","0","0","1","0","99","0","0","0","0","5","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","73","0","0","0","0","54","0","1","0","0","0","0","0","0","0","0","3","0","0","64","1","0","1","0","16","11","31","0","0","0","10","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"206.67",NA,NA,"35.0","2","0","0","1","1","0","0","0","1","0","2","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","1","15","0","3","0","0","1","0","102","0","0","0","0","5","0","0","0","5","1","0","1","0","0","0","0","0","0","0","0","74","0","0","0","0","80","0","0","0","0","0","0","0","0","0","0","7","0","0","98","0","0","0","2","27","6","28","0","0","0","17","1","0","1","1","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"210.12",NA,NA,"35.5","2","0","0","3","2","0","0","0","2","0","1","0","0","10","0","2","0","2","0","0","0","0","1","2","0","0","1","0","0","1","5","42","0","6","0","0","0","0","145","0","0","0","0","14","0","0","0","2","1","0","2","0","0","0","0","0","0","0","0","101","0","0","0","0","88","0","0","0","0","1","0","0","0","0","0","6","0","0","108","2","0","1","2","23","15","34","0","0","0","13","0","0","0","4","0","0","12","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1"
"213.57",NA,NA,"36.0","2","0","0","5","0","0","0","0","5","0","3","0","0","12","0","2","0","4","0","0","0","0","1","6","0","0","2","0","0","0","4","50","0","2","0","0","2","0","219","0","0","0","0","11","0","0","0","4","1","0","5","0","0","0","0","0","0","0","0","144","0","0","1","0","121","0","1","2","0","0","0","0","0","0","1","10","0","0","174","2","0","1","1","35","25","53","0","0","0","18","0","0","0","3","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"217.02",NA,NA,"36.5","2","0","0","2","1","0","0","0","4","1","3","0","0","13","0","0","0","0","0","0","0","0","1","6","0","0","3","0","0","0","3","43","0","10","0","0","0","1","187","0","0","0","0","13","0","0","0","5","0","0","0","0","0","0","1","0","0","1","0","117","0","0","0","0","127","0","2","0","1","2","0","0","0","0","0","10","0","0","146","2","1","0","1","39","41","43","0","0","0","23","0","0","1","2","0","0","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"220.48",NA,NA,"37.0","2","0","0","2","2","1","0","1","1","3","4","0","1","9","0","0","0","2","0","0","0","0","1","5","0","0","6","0","0","0","9","75","0","9","0","0","0","0","229","0","0","0","0","18","0","0","0","5","1","0","3","0","0","0","0","0","0","0","0","155","0","0","1","0","137","0","9","0","1","2","0","0","0","0","0","11","0","0","330","5","0","0","2","56","33","35","0","0","0","30","1","1","0","6","1","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2"
"223.93",NA,NA,"37.5","2","0","0","2","1","0","0","0","3","1","2","0","0","6","0","0","0","3","1","0","0","0","1","6","0","0","2","0","0","1","8","58","0","5","0","0","0","0","174","0","0","0","0","8","0","0","0","5","4","0","2","0","1","0","0","0","0","0","2","95","0","0","0","0","107","0","1","1","0","1","0","0","0","0","0","8","1","0","163","4","0","1","1","39","31","20","0","0","0","24","0","0","0","1","0","0","20","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1"
"227.38",NA,NA,"38.0","2","0","0","0","4","0","0","0","4","0","3","0","0","12","0","0","0","5","0","0","0","0","0","3","0","0","2","0","0","0","11","34","0","6","0","0","0","0","162","0","0","0","0","5","0","0","0","4","3","0","2","0","0","0","0","0","0","1","2","145","0","0","0","0","100","0","2","0","0","3","0","0","0","0","0","7","0","0","168","3","0","0","3","42","28","11","0","0","0","16","0","0","0","2","0","0","23","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1"
"230.83",NA,NA,"38.5","2","0","0","4","0","0","0","0","3","1","1","0","0","11","0","1","0","3","0","0","0","0","0","2","0","0","1","0","0","0","4","23","0","4","0","0","0","0","148","0","0","0","0","11","1","0","0","4","1","0","1","0","0","0","0","0","1","0","0","97","0","0","0","0","99","0","2","1","0","1","0","0","0","0","1","6","0","0","136","1","0","0","0","27","37","14","0","0","0","19","0","0","0","2","1","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"234.29",NA,NA,"39.0","2","0","0","4","2","0","0","0","3","2","5","0","0","14","0","0","0","2","0","0","0","0","1","6","0","0","4","0","0","0","12","30","0","15","0","0","0","0","194","0","0","0","1","11","0","0","1","0","4","0","6","0","0","0","0","0","0","0","0","169","0","0","0","1","116","0","2","0","0","1","0","0","0","0","0","14","0","0","154","1","0","0","2","42","21","19","0","0","0","27","0","0","0","7","0","0","14","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2"
"237.74",NA,NA,"39.5","2","0","1","1","0","0","0","0","4","1","0","0","0","12","0","0","0","3","1","0","0","0","0","2","0","0","1","0","0","0","4","30","0","4","0","0","1","0","122","0","0","0","0","9","0","0","0","0","0","0","2","0","0","0","0","1","1","0","0","174","0","0","1","0","64","0","0","1","0","1","0","0","0","0","0","3","0","0","93","2","0","0","1","19","17","8","0","0","0","8","0","0","1","1","0","0","12","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1"
"241.19",NA,NA,"40.0","2","0","0","0","3","0","0","0","3","2","3","0","0","20","0","2","0","3","0","0","0","0","2","3","0","0","3","0","0","1","9","27","0","4","0","0","1","0","208","0","0","1","1","4","0","0","1","4","1","0","1","0","0","0","1","0","0","0","0","391","0","0","1","0","93","0","1","0","1","3","0","0","0","0","0","10","0","0","163","2","0","0","3","57","23","13","0","0","0","23","0","1","0","0","1","0","16","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"244.64",NA,NA,"40.5","2","0","0","3","0","0","0","0","0","0","0","0","0","3","0","0","0","2","0","0","0","0","0","3","0","0","0","0","0","1","5","47","0","1","0","0","0","1","129","0","0","0","1","6","0","0","0","19","1","0","1","0","0","0","0","0","0","0","0","208","0","0","1","0","84","0","1","0","0","1","0","0","1","121","0","4","0","0","230","1","0","0","12","25","11","40","0","0","0","16","1","1","0","6","1","0","8","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1"
"248.10",NA,NA,"41.0","2","0","0","1","1","0","0","0","1","2","1","0","0","9","0","0","0","3","2","0","0","0","0","6","0","0","6","0","0","1","8","58","0","8","0","0","1","0","157","1","0","0","0","10","0","0","0","17","2","0","6","0","0","0","0","2","1","0","0","423","0","1","2","0","73","0","0","0","1","2","0","0","2","164","0","10","0","0","250","5","0","0","18","31","5","50","0","0","0","21","0","0","0","1","1","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"251.55",NA,NA,"41.5","2","0","0","4","2","0","0","0","1","0","0","0","0","6","0","0","0","4","0","0","0","0","0","4","0","0","2","1","1","0","7","31","0","4","0","0","0","0","127","1","0","2","0","3","0","0","0","19","0","0","3","0","0","0","0","0","0","0","0","210","0","0","0","0","89","0","2","0","0","1","0","0","1","159","0","4","0","0","160","1","0","0","11","23","6","25","0","0","0","11","0","1","0","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1"
"255.00",NA,NA,"42.0","2","0","0","3","0","0","0","1","0","0","2","0","0","7","0","0","0","2","0","0","0","0","1","3","0","0","0","0","0","0","10","32","0","10","0","0","1","0","117","0","0","0","0","6","0","0","0","19","1","0","4","0","0","0","0","1","0","0","0","181","0","0","5","0","85","0","1","0","1","1","0","0","5","141","1","7","0","0","203","0","0","0","10","38","7","29","0","0","0","16","0","0","0","3","1","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","1"
"258.45",NA,NA,"42.5","2","0","0","3","1","0","0","0","2","0","0","0","1","6","0","0","0","3","0","0","0","0","0","6","0","0","0","0","0","1","5","29","0","8","0","2","0","0","172","1","0","0","0","11","0","0","0","19","0","0","5","0","0","0","0","1","0","0","0","171","0","0","2","0","74","0","1","0","0","1","0","0","2","170","2","6","0","0","186","2","0","0","13","25","8","40","0","0","0","10","0","0","0","4","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"261.90",NA,NA,"43.0","2","0","0","4","1","0","0","0","1","2","0","0","0","11","0","0","0","5","0","0","0","0","1","2","0","0","4","0","0","0","7","51","0","4","0","0","0","0","136","0","0","0","0","7","0","0","1","21","2","0","4","0","0","0","0","0","0","0","1","193","0","0","0","0","73","0","0","0","0","2","0","0","3","126","0","8","0","0","153","1","0","0","5","18","2","44","0","0","0","15","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"265.36",NA,NA,"43.5","2","0","0","3","2","0","0","0","1","0","0","0","0","7","0","1","0","1","2","0","0","0","0","7","0","0","4","0","0","1","3","39","0","6","0","1","0","0","145","0","0","0","0","6","0","0","1","11","2","0","4","0","0","0","0","0","0","0","0","192","0","0","0","0","63","0","0","0","0","0","0","0","2","134","0","3","0","0","135","2","0","0","7","28","11","19","0","0","0","16","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"268.81",NA,NA,"44.0","2","0","0","1","0","0","0","0","3","0","0","0","0","10","0","1","0","1","0","0","0","0","0","1","0","0","3","0","0","0","6","48","0","6","0","0","0","0","153","0","0","0","0","14","0","0","0","5","1","0","0","0","0","0","1","0","0","0","0","217","0","0","1","0","68","0","1","0","0","1","0","0","2","123","0","9","0","0","117","3","0","0","3","26","9","29","0","1","0","23","0","0","1","1","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"272.26",NA,NA,"44.5","2","0","0","1","0","0","0","0","3","2","4","0","0","11","0","0","0","3","0","0","0","0","1","8","0","0","2","2","0","1","7","86","0","9","0","0","0","0","143","0","0","0","0","9","0","0","0","9","4","0","7","0","0","0","0","1","0","0","0","330","0","0","2","0","77","0","6","0","0","0","0","0","2","117","0","4","0","0","122","6","0","0","3","47","9","11","0","0","0","21","0","0","0","4","0","0","12","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"275.71",NA,NA,"45.0","2","0","0","2","0","0","0","0","1","1","3","0","0","13","0","0","0","2","0","1","0","0","0","5","1","0","0","0","0","1","8","94","0","2","0","0","0","0","142","0","0","0","0","13","0","0","1","6","0","1","2","0","0","0","0","2","2","0","0","372","0","1","0","0","77","0","1","0","0","0","0","0","1","103","1","7","0","0","114","6","0","0","0","41","12","8","0","0","0","23","0","0","0","1","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"279.17",NA,NA,"45.5","2","0","0","1","2","0","0","0","3","1","5","0","0","20","0","0","0","4","0","1","0","0","1","6","0","0","4","1","0","1","11","109","0","15","0","0","0","1","219","0","0","0","0","10","0","0","0","3","1","0","1","0","0","0","0","0","0","0","0","491","0","0","0","0","91","0","2","0","1","1","0","0","1","151","2","8","0","0","205","4","0","0","1","66","16","7","0","0","0","28","0","0","0","0","1","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"282.62",NA,NA,"46.0","2","0","0","2","2","0","0","0","3","2","4","0","0","20","0","0","0","3","0","0","2","0","0","6","0","0","6","0","0","1","13","91","0","7","0","0","0","0","214","0","0","0","1","14","0","0","1","1","1","0","5","0","0","0","0","0","0","1","0","258","0","0","0","0","81","0","0","0","0","1","0","0","4","110","0","12","0","0","147","4","0","0","3","52","12","0","0","0","0","18","0","0","1","3","1","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"286.07",NA,NA,"46.5","2","0","0","3","0","0","1","0","3","0","5","0","2","12","0","1","0","1","0","0","0","0","0","4","0","0","3","0","0","1","15","115","0","13","0","0","2","0","232","0","0","0","0","21","0","0","0","8","1","0","3","0","0","0","0","0","1","1","1","180","0","0","0","0","88","0","2","0","0","1","0","0","3","131","1","4","0","0","129","5","1","0","1","39","9","5","0","0","0","13","1","0","0","2","1","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"289.52",NA,NA,"47.0","2","0","0","2","1","0","0","0","2","0","1","0","1","4","0","0","0","1","0","0","0","0","0","5","0","0","5","0","0","0","14","107","0","11","0","0","1","0","175","0","0","0","0","8","0","0","0","6","2","0","2","0","0","0","0","0","1","0","0","174","0","0","0","0","72","0","1","0","0","1","0","0","3","122","1","14","0","0","95","1","0","0","0","33","10","3","0","0","0","10","0","0","0","1","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"292.98",NA,NA,"47.5","2","0","0","2","0","0","0","0","5","1","1","0","1","15","0","1","0","4","1","0","0","0","1","3","0","0","2","0","0","0","19","101","0","14","0","1","0","0","221","0","0","0","1","20","0","0","2","14","4","0","1","0","0","0","0","0","1","0","0","225","0","0","2","0","87","0","0","0","0","0","0","0","2","117","1","5","0","0","135","4","0","0","4","54","13","4","0","0","0","18","0","0","0","3","1","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"296.43",NA,NA,"48.0","2","0","0","3","0","0","0","0","0","0","4","0","1","17","0","1","0","5","0","0","0","0","1","5","0","0","2","1","0","0","26","96","0","5","0","0","1","0","176","0","0","0","0","8","0","0","0","23","3","0","1","0","0","0","0","2","0","0","0","189","0","0","0","0","78","0","1","0","0","1","0","0","0","117","0","5","0","0","133","2","0","0","4","49","13","6","0","0","0","12","0","0","1","2","3","0","13","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0"
"299.88",NA,NA,"48.5","2","0","0","3","0","0","0","0","2","0","2","0","0","16","0","0","0","4","0","0","1","0","0","3","0","0","2","1","0","0","30","90","0","10","0","0","0","0","160","0","0","0","0","14","0","0","0","18","4","0","1","0","0","0","0","0","0","0","0","185","0","0","2","0","59","0","0","1","0","1","0","0","1","124","0","8","0","1","124","1","0","0","0","50","11","2","0","0","0","12","1","0","0","0","0","0","8","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0"
"303.33",NA,NA,"49.0","2","0","0","2","1","0","0","0","1","1","3","0","2","10","0","0","0","1","1","0","0","0","3","1","0","0","2","0","0","3","31","85","0","3","0","0","0","1","146","0","0","0","0","9","0","0","1","25","3","0","0","0","1","0","0","1","0","0","0","135","0","0","2","0","53","0","0","0","0","2","0","0","0","95","0","4","0","0","92","1","1","0","0","37","9","7","1","0","0","4","1","0","0","1","2","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"306.79",NA,NA,"49.5","2","0","0","2","1","0","0","0","2","0","4","0","0","29","0","0","0","2","0","0","0","0","1","5","0","0","1","0","0","2","22","103","0","10","0","0","0","0","193","0","0","0","0","16","0","0","1","48","2","0","2","0","0","0","0","0","0","0","0","301","0","0","2","0","76","0","0","0","0","1","0","0","0","92","0","7","0","0","125","2","0","0","2","32","15","1","0","0","0","14","1","1","0","0","2","1","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"310.24",NA,NA,"50.0","2","0","0","2","0","0","0","0","2","0","1","0","0","21","0","0","0","5","1","0","0","0","0","5","0","1","2","0","0","1","57","94","0","14","0","0","0","0","189","0","0","0","0","9","0","0","3","90","2","0","6","0","0","0","0","1","0","0","0","271","0","0","2","0","68","0","0","0","0","0","0","0","1","99","0","8","0","0","162","4","0","0","0","60","8","2","0","0","0","16","1","0","2","0","1","0","10","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0"
"313.69",NA,NA,"50.5","2","0","0","4","1","0","0","0","3","0","1","0","1","16","1","0","0","1","1","0","0","0","0","2","0","0","3","1","0","0","42","84","0","4","0","0","0","0","150","0","0","0","0","6","0","0","0","62","2","0","1","0","0","0","0","0","0","1","0","314","0","0","2","0","88","0","1","0","0","2","0","0","1","87","1","2","0","1","107","2","0","0","1","35","12","0","0","1","0","14","0","0","0","1","1","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"317.14",NA,NA,"51.0","2","0","0","8","1","0","0","0","4","1","3","0","0","12","0","2","0","3","0","2","0","0","0","9","0","0","1","0","0","0","86","171","0","8","0","0","1","0","203","0","0","0","1","15","0","0","0","177","2","0","3","0","0","0","0","0","0","0","0","351","0","0","0","0","103","0","0","0","0","2","0","0","3","74","1","7","0","0","179","2","0","0","0","43","17","8","0","0","1","21","0","1","0","3","3","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"320.60",NA,NA,"51.5","2","0","0","5","1","0","0","0","2","3","2","0","3","10","0","1","0","3","1","1","0","0","1","3","0","0","1","0","1","1","69","47","0","11","0","0","2","0","179","0","0","0","0","11","0","0","2","137","1","0","1","0","0","0","0","0","1","0","2","524","0","0","0","0","87","0","0","0","0","5","0","0","2","71","1","6","0","0","115","1","0","0","1","52","21","5","0","1","0","24","1","0","1","1","2","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"324.05",NA,NA,"52.0","2","0","0","5","2","0","0","0","1","2","3","0","2","7","0","1","0","5","2","0","0","0","0","7","0","0","3","0","0","0","73","45","0","7","0","0","0","0","170","0","0","0","0","9","0","0","0","143","4","0","7","0","0","0","0","0","0","0","0","395","0","0","1","0","95","0","1","0","0","2","0","0","1","80","2","9","0","0","160","2","0","0","4","50","18","2","0","0","0","24","3","1","0","1","3","1","12","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1"
"327.50",NA,NA,"52.5","2","0","0","2","4","0","0","0","2","0","0","0","1","8","0","0","0","5","2","0","0","0","1","8","0","0","4","0","1","0","81","60","0","8","0","0","0","0","198","0","0","0","0","8","0","0","2","90","1","0","5","0","0","0","0","2","1","0","0","398","0","0","1","0","100","0","2","0","0","1","0","0","2","82","0","4","0","0","173","3","0","0","3","53","14","5","0","0","0","20","2","1","0","1","0","0","10","0","0","0","0","0","0","0","0","0","1","0","1","0","0","2","0"
