"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Sample quantity","Abies","Acer","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Anthemideae undif.","Anthoceros t.","Apiaceae undif.","Arbutus","Artemisia","Asteroideae undif.","Berberis t.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Campanulaceae","Cannabis","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Celtis","Centaurea","Ceratonia","Cichorieae","Cistaceae","Corylus","Crassulaceae","Cupressaceae","Cuscuta","Cyperaceae","Dipsacaceae","Echium t.","Ephedra","Erica t.","Erodium","Euphorbia t.","Fabaceae Undif.","Faboideae Undif.","Fern","Fern-Lycopodiaceae","Ficus","Fraxinus","Fungi","Genisteae","Gentiana t.","Heliotropium","Hypericum undif.","Juglans","Lamiaceae undif.","Ligustrum","Lonicera","Lotus t.","Lycopodium spike","Lycopodium tablets","Lythrum","Malva undif.","Matthiola","Mercurialis","Microthyrium","Morus","Myrtus","Olea t.","Ononis t.","Paronychieae","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Potamogeton","Potentilla t.","Prunus t.","Quercus deciduous","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Resedaceae undiff.","Rhamnus","Riccia","Rosa t.","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Salix","Sambucus","Scrophulariaceae undif.","Searsia","Thalictrum","Theligonum","Thymelaeaceae undif.","Trifolium t.","Ulmus t.","Urtica t.","Viola","Vitis"
" 790.6",NA,NA," 708","1","0","0","0","0","0","2","0","0","2","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","38","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","7","0","0","0","1","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","2","0","0","0","0","0"
" 799.7",NA,NA," 716","1","0","0","0","0","0","3","0","2","3","2","3","1","0","0","1","0","4","0","0","1","0","1","0","0","0","0","0","6","6","0","0","0","0","0","0","0","0","25","0","0","0","0","10","3","0","0","14","1","0","0","0","0","0","0","0","0","1673","0","0","0","0","0","0","0","0","0","0","1","0","0","1","19","5","1","0","0","2","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","71","0","0","0","0","0","0","3","0","0","0","0","0"
" 808.9",NA,NA," 724","1","0","0","0","0","1","0","1","1","0","0","9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","35","0","0","0","0","1","3","0","1","2","0","0","0","0","0","0","0","0","0","369","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","10","1","0","1","2","3","0","0","0","0","0","16","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
" 818.0",NA,NA," 732","1","0","0","0","0","0","3","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2226","0","0","0","0","0","0","0","0","3","0","0","0","0","0","24","15","0","0","0","3","2","0","0","0","0","0","45","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
" 827.1",NA,NA," 740","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","1","0","0","0","0","0","0","9","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","358","0","0","0","0","0","0","0","0","3","0","0","0","0","0","40","11","0","0","0","4","0","1","0","0","0","0","12","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","1","0","0","0","0","0"
" 836.2",NA,NA," 748","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","1","0","0","0","0","0","40","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1226","0","0","0","0","0","1","0","0","0","0","0","0","0","0","32","0","2","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 845.3",NA,NA," 756","1","0","0","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","46","0","1","0","0","6","3","0","0","7","0","0","0","0","0","0","0","0","0","580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
" 854.4",NA,NA," 764","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","45","0","0","0","0","1","1","0","0","9","0","0","0","0","0","0","0","0","0","557","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","1","0","0","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 863.6",NA,NA," 772","1","0","0","0","0","0","1","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","40","0","0","0","0","1","9","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","98","10","1","0","0","1","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
" 872.7",NA,NA," 780","1","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","16","0","0","3","0","1","0","0","0","43","0","0","0","0","0","25","0","2","12","0","0","0","0","0","0","0","0","0","989","0","0","0","0","0","0","0","0","4","0","0","0","0","0","46","8","1","0","0","5","3","0","0","0","0","0","11","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","7","0","0"
" 881.8",NA,NA," 788","1","0","0","0","0","0","0","2","2","2","0","4","4","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","7","16","0","0","1","0","0","0","0","2","79","0","0","0","0","2","0","0","0","39","0","1","0","0","0","0","0","0","1","474","0","0","0","0","0","1","0","1","3","0","4","1","0","0","0","14","3","0","0","8","2","0","0","0","0","0","6","0","0","0","0","0","0","0","0","115","1","0","0","0","0","0","5","2","0","2","0","0"
" 890.9",NA,NA," 796","1","0","0","0","0","0","2","5","7","0","1","4","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","8","11","0","0","2","0","0","0","0","0","110","0","0","1","0","9","1","1","0","20","0","0","0","0","0","1","0","0","0","312","0","0","0","0","1","1","0","1","7","0","5","1","0","0","0","13","4","0","0","8","2","0","0","2","0","1","9","2","0","0","0","1","0","2","0","67","0","0","0","0","0","0","4","1","0","0","0","0"
" 900.0",NA,NA," 804","1","0","0","1","0","0","6","6","8","2","1","6","4","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","14","31","0","0","4","1","2","0","0","1","103","0","1","1","1","12","6","0","0","92","1","0","1","0","0","0","0","0","0","632","0","0","1","0","0","0","0","1","7","0","5","0","0","0","0","24","4","0","0","10","2","0","0","2","0","0","10","0","0","0","0","1","0","0","0","84","0","0","0","1","0","2","5","0","0","3","0","0"
" 909.1",NA,NA," 812","1","0","0","0","0","2","6","1","1","0","2","13","0","0","0","1","0","2","0","0","0","0","1","0","0","1","0","0","11","7","0","0","7","0","0","0","0","1","75","0","1","0","0","2","1","0","2","17","0","0","0","0","0","1","0","0","0","1079","0","0","0","0","0","0","0","0","19","0","7","1","2","0","42","43","7","0","0","18","3","0","0","0","0","2","28","1","0","0","0","0","0","0","0","53","0","0","0","0","0","1","1","0","0","6","0","0"
" 918.3",NA,NA," 820","1","0","0","2","0","0","1","1","4","2","0","9","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","8","12","0","0","1","0","0","0","0","0","77","0","0","0","0","8","0","0","0","51","0","0","0","0","0","0","0","0","0","565","0","0","0","0","0","0","0","1","0","0","2","0","5","0","0","10","2","0","0","6","1","0","0","0","0","1","20","1","0","0","0","0","0","0","0","52","0","0","0","0","0","0","0","0","0","0","0","1"
" 927.4",NA,NA," 828","1","0","0","1","0","0","1","0","3","2","1","5","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","7","7","0","0","0","0","0","0","0","0","91","0","0","0","0","6","0","0","0","18","0","0","0","0","0","0","0","0","0","859","0","0","0","0","0","0","0","4","6","0","1","1","1","0","0","291","1","0","0","3","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","11","0","0","0","1","0","0","1","0","0","0","0","0"
" 936.5",NA,NA," 836","1","0","0","1","0","2","7","2","6","0","3","10","2","0","0","0","1","3","0","0","0","0","1","0","0","0","0","0","11","14","1","0","7","0","1","0","0","2","87","0","0","0","0","4","3","0","0","30","0","1","0","0","0","0","0","0","0","499","0","0","0","0","0","0","0","4","15","0","4","1","1","0","0","25","1","0","0","17","1","0","0","0","0","3","45","2","0","0","1","0","2","0","0","39","0","0","0","0","0","0","0","0","0","4","0","0"
" 945.6",NA,NA," 844","1","0","0","0","0","0","5","0","8","0","0","9","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","8","18","0","0","1","0","1","0","1","0","58","0","0","0","0","3","1","0","0","10","0","1","0","0","0","0","0","0","0","1003","0","0","0","0","0","0","0","2","10","0","3","1","1","0","0","8","1","0","0","11","2","0","0","0","0","0","26","0","2","0","0","0","0","0","0","35","0","0","0","0","0","0","2","0","0","1","0","0"
" 954.7",NA,NA," 852","1","0","0","0","0","0","2","1","4","0","6","4","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","6","11","0","0","2","0","0","0","0","0","95","0","0","0","0","9","3","0","0","43","0","0","0","0","0","0","0","0","0","807","0","0","0","0","0","0","0","0","5","0","0","0","1","0","0","3","1","0","0","1","0","0","0","0","0","0","12","0","0","0","0","0","1","0","0","13","0","0","0","0","0","0","1","0","0","0","0","0"
" 963.8",NA,NA," 860","1","0","0","0","0","0","1","1","1","1","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","5","2","0","0","2","0","0","0","0","0","23","0","0","0","0","3","0","0","0","1","0","0","0","0","0","1","0","0","0","774","0","0","0","0","0","0","0","1","12","0","2","0","2","0","0","16","5","0","0","4","0","0","0","0","0","1","16","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0"
" 973.0",NA,NA," 868","1","0","0","0","0","0","0","3","2","0","1","11","1","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","5","3","0","0","1","0","0","0","0","0","58","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","877","0","0","1","0","0","0","0","0","10","0","3","0","4","0","0","17","5","0","0","10","3","0","0","0","0","4","21","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","4","0","0","0","0","0"
" 982.1",NA,NA," 876","1","0","0","0","0","0","6","7","2","2","0","22","3","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","12","27","0","2","2","0","0","0","0","1","45","0","1","0","0","8","0","0","1","15","1","0","0","0","0","0","0","0","0","1500","0","0","0","0","0","0","0","1","33","0","1","0","5","0","46","53","7","0","0","30","1","0","0","0","0","2","60","2","0","0","0","0","0","0","0","33","0","0","1","0","0","0","0","0","0","2","0","0"
" 986.6",NA,NA," 880","1","0","0","0","0","0","3","1","8","0","3","6","2","0","0","1","0","3","1","0","0","0","2","0","0","0","0","0","8","9","0","0","5","0","1","0","0","2","61","1","0","1","0","10","0","0","0","39","0","0","0","0","0","0","0","0","0","613","0","2","0","0","0","0","0","1","3","0","1","1","5","0","41","17","2","0","0","4","0","0","0","0","0","1","27","0","1","0","0","0","2","0","0","32","0","0","0","0","0","0","1","1","0","0","0","0"
" 991.2",NA,NA," 884","1","0","0","1","0","0","3","0","4","1","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","9","0","0","1","0","0","0","0","0","80","0","0","0","0","6","1","0","1","24","1","0","0","0","0","1","0","0","0","334","0","0","0","0","0","0","0","4","10","0","2","0","1","0","0","7","1","0","0","1","1","0","0","0","0","1","29","0","0","0","0","0","1","0","0","5","0","0","0","0","0","0","1","1","0","0","0","0"
"1000.3",NA,NA," 892","1","0","0","0","0","2","4","4","0","0","1","24","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","1","0","5","0","1","0","0","1","54","0","0","0","0","6","1","0","1","5","0","0","0","0","0","1","0","0","0","775","0","0","0","0","1","0","0","0","47","0","1","0","4","0","84","40","2","0","0","7","0","0","0","0","0","2","66","0","1","0","0","0","0","0","0","7","0","1","1","0","0","0","0","0","0","0","0","0"
"1009.4",NA,NA," 900","1","0","0","4","2","1","5","5","0","0","1","22","3","0","3","0","0","7","0","0","0","0","0","0","0","0","1","0","6","4","1","0","7","0","5","0","0","1","31","0","0","0","1","2","0","0","3","3","0","0","0","0","0","0","0","0","0","1463","0","0","0","1","3","0","0","1","77","0","9","0","20","0","33","103","16","0","0","33","3","0","77","0","0","6","86","1","1","0","0","0","0","0","1","5","0","0","0","0","0","0","1","0","0","3","0","1"
"1018.5",NA,NA," 908","1","0","0","0","0","0","1","0","7","0","2","7","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","11","0","0","0","0","0","0","0","0","8","0","0","0","0","25","2","0","1","7","0","0","0","0","0","0","0","0","0","241","0","0","0","0","0","0","0","0","7","0","0","1","4","0","0","14","0","0","0","2","0","0","0","0","0","1","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1027.7",NA,NA," 916","1","0","0","0","0","0","5","1","0","3","0","10","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","3","0","0","10","0","1","0","0","1","20","0","0","0","0","8","0","0","8","1","0","0","0","0","0","0","0","0","0","355","0","0","0","0","0","0","0","0","55","0","2","0","1","0","72","28","3","0","0","19","0","0","0","0","0","4","87","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1"
"1036.8",NA,NA," 924","1","0","0","0","1","0","1","2","0","1","1","18","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","3","3","1","0","7","0","6","0","0","0","36","0","0","0","0","4","1","0","0","1","1","0","0","0","0","0","0","0","0","623","0","0","0","0","4","0","0","0","99","0","4","0","9","0","0","34","8","0","0","13","3","0","0","0","0","3","103","1","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","8","0","0"
"1045.9",NA,NA," 932","1","0","0","0","2","1","6","2","1","2","1","13","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","4","4","0","0","22","0","4","0","0","0","52","0","0","0","0","8","1","0","7","1","1","0","0","2","0","1","0","0","0","498","0","0","0","0","4","0","0","0","62","0","7","0","3","0","0","22","9","0","0","18","0","0","0","0","0","0","131","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","2","8","0","0"
"1055.0",NA,NA," 940","1","0","0","0","0","1","0","2","0","2","0","11","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","3","1","0","18","0","0","0","0","1","29","0","0","0","0","5","0","0","5","2","0","0","0","0","0","0","0","0","0","329","0","0","0","0","0","0","0","0","90","0","6","0","1","0","134","30","2","0","0","5","0","0","0","0","0","2","68","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","5","0","0"
"1064.1",NA,NA," 948","1","0","0","2","1","1","6","5","4","0","0","19","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","70","0","0","0","0","0","40","0","0","0","0","2","0","0","0","5","0","0","0","0","0","0","0","0","0","390","0","0","0","0","1","0","0","0","107","0","4","0","11","0","0","22","5","0","0","7","0","0","0","0","0","0","91","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1073.3",NA,NA," 956","1","0","0","1","0","3","3","2","0","0","2","15","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70","0","0","0","0","1","24","0","0","0","0","3","1","0","7","1","1","0","0","0","0","0","0","0","0","276","0","0","0","0","1","0","0","0","222","0","2","0","3","0","361","66","3","0","0","3","0","0","0","0","0","0","162","1","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","1","0","0","0"
"1082.4",NA,NA," 964","1","0","0","0","0","1","1","1","0","0","0","12","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","47","0","0","0","0","1","12","0","0","1","0","0","0","0","18","11","0","0","0","0","0","0","0","0","0","235","0","0","0","0","0","0","0","0","105","0","1","0","5","0","0","25","2","0","0","4","0","0","0","0","0","0","18","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"1091.5",NA,NA," 972","1","0","0","1","0","1","2","7","1","0","0","11","1","0","1","0","0","2","0","0","0","0","0","0","1","0","0","0","3","7","0","0","31","0","0","0","1","1","39","0","0","0","0","14","3","0","0","9","0","0","0","0","0","0","0","0","1","331","0","0","0","0","0","0","0","2","50","0","6","0","10","0","0","16","1","0","0","4","0","0","0","0","0","1","25","2","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0"
"1100.6",NA,NA," 980","1","0","0","0","0","2","5","1","2","1","1","5","3","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","2","0","0","16","0","2","0","0","1","34","0","0","0","0","6","0","0","0","2","0","0","0","0","0","0","0","0","0","494","0","0","0","0","0","0","0","0","45","0","3","0","6","0","0","39","2","0","0","5","0","0","0","0","0","1","91","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1109.7",NA,NA," 988","1","1","0","0","0","1","4","2","1","2","0","14","0","0","0","0","0","1","0","0","4","0","0","1","0","0","0","0","1","7","1","0","7","0","0","0","0","2","92","0","1","0","0","8","6","0","0","12","0","0","0","0","0","0","0","1","0","558","0","0","0","0","3","0","0","0","64","0","4","0","9","0","0","58","7","0","0","9","0","0","0","0","0","1","85","3","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0"
"1118.8",NA,NA," 996","1","0","0","0","0","3","5","2","1","0","0","12","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4","7","0","0","12","0","1","0","3","0","46","0","2","0","0","4","2","0","0","6","2","0","0","0","0","0","0","0","0","523","0","0","0","0","3","0","0","0","52","0","5","2","4","0","51","56","2","0","0","7","1","0","0","0","0","0","91","3","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0"
"1128.0",NA,NA,"1004","1","0","0","2","0","2","1","0","0","1","0","12","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","2","2","0","0","26","0","0","0","0","0","35","0","0","0","0","4","0","0","0","4","0","0","0","0","0","0","0","0","0","496","0","0","0","0","0","0","0","0","66","0","0","0","5","0","0","42","3","0","0","10","0","0","0","1","0","1","78","2","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"1137.1",NA,NA,"1012","1","0","0","1","0","1","3","1","1","0","0","12","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","2","1","0","18","0","2","0","1","2","27","0","0","0","0","2","1","0","2","11","2","0","0","0","0","0","0","0","0","400","0","0","0","0","1","0","0","0","140","0","4","0","7","0","75","50","7","0","0","7","0","0","0","0","0","2","66","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","1","0","2","0","0"
"1146.2",NA,NA,"1020","1","0","0","1","2","0","2","3","0","0","0","11","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","6","1","0","0","28","0","1","0","0","0","20","0","1","0","1","2","2","0","0","21","0","0","0","0","0","0","0","0","0","470","0","0","0","0","1","0","0","0","118","0","1","0","8","0","0","57","13","0","0","10","1","0","0","0","0","2","31","0","0","0","0","0","3","0","0","11","0","1","0","0","0","2","0","0","0","0","0","0"
"1155.3",NA,NA,"1028","1","0","0","0","0","0","4","4","3","1","0","1","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","24","2","1","0","16","0","3","0","0","1","10","0","0","0","2","3","3","0","1","22","0","0","0","0","0","0","0","0","0","149","0","0","0","0","1","0","0","0","94","0","1","0","2","0","0","30","26","0","0","8","0","0","0","0","0","0","88","0","0","0","0","0","0","0","0","5","0","0","0","0","0","3","0","0","1","0","0","0"
