"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Sample quantity","Abies","Acer","Alismataceae","Alnus","Amaranthaceae undif.","Anthemideae undif.","Apiaceae undif.","Apium t.","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Calligonum","Callitriche","Cannabis","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Centaurea","Ceratonia","Ceratophyllum","Cichorieae","Cistaceae","Corylus","Crassulaceae","Cupressaceae","Cuscuta","Cyclamen","Cyperaceae","Dipsacaceae","Echium t.","Ephedra","Erica t.","Eucalyptus","Euphorbia t.","Fabaceae Undif.","Faboideae Undif.","Fagus","Fern","Filipendula t.","Fraxinus","Fungi","Genisteae","Gentiana t.","Geranium","Hedera","Heliotropium","Humulus","Hypericum undif.","Ilex","IsoÃ«tes","Juglans","Juncaceae","Lamiaceae undif.","Lemnaceae","Linum t.","Loranthus","Lotus t.","Lycopodium spike","Lycopodium tablets","Lysimachia","Lythrum","Matthiola","Mercurialis","Morus","Musci","Myriophyllum alterniflorum t.","Nymphaea","Olea t.","Onagraceae","Papaver t.","Paronychieae","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Platanus","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Potamogeton","Potentilla t.","Prunus t.","Quercus deciduous","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Rosa t.","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Saxifragaceae","Scrophulariaceae undif.","Solanum","Sparganium","Spergularia t.","Taxus","Thalictrum","Theligonum","Thymelaeaceae undif.","Tilia","Trifolium t.","Typha","Ulmus t.","Urtica t.","Utricularia","Valerianaceae undif.","Viburnum","Viola","Vitis"
" 9035.08",NA,NA,"636","1","0","1","0","1","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","48","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","30","14","0","22","0","0","0","0","4","0","0","0","1","0","0","0","0","8","0","0","0","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","42","0","0","0","2","0","0","80","99","117","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
" 9152.52",NA,NA,"652","1","1","1","0","0","1","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","1","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","8","8","0","38","0","0","0","0","3","0","0","0","8","0","0","0","0","0","0","0","0","162","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","53","1","0","0","8","2","0","92","115","110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0"
" 9269.97",NA,NA,"668","1","0","0","0","0","0","1","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","31","1","0","3","0","0","0","0","4","0","0","0","1","0","0","0","0","9","15","0","31","0","0","0","0","1","0","0","0","1","0","0","0","0","4","0","0","0","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","3","0","0","130","100","83","0","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","0","0","0","0","0"
" 9358.05",NA,NA,"680","1","1","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","1","0","4","0","0","0","0","2","0","0","0","1","0","0","0","0","6","8","0","23","0","0","0","0","3","0","0","0","1","0","0","0","0","2","0","0","0","104","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","2","0","49","0","0","0","3","0","0","129","66","164","0","2","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0"
" 9387.41",NA,NA,"684","1","2","1","0","0","0","1","4","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","28","0","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","13","8","0","11","0","0","0","0","4","0","0","0","1","0","0","0","1","0","0","0","0","92","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","94","94","170","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
" 9504.86",NA,NA,"700","1","0","0","0","0","2","1","2","0","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","19","1","0","4","0","0","0","0","15","0","1","0","0","0","0","0","0","9","137","0","10","0","0","0","0","4","0","0","0","1","0","0","0","0","1","0","0","0","113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100","0","0","0","0","0","0","103","85","77","2","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","1","0","5","1","0","0","0","0","0","0"
" 9622.30",NA,NA,"716","1","0","0","1","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","71","0","0","2","0","0","0","0","6","0","0","0","1","0","0","0","0","8","13","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","85","1","0","0","0","0","0","108","154","59","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0"
" 9769.11",NA,NA,"736","1","0","0","0","0","1","0","9","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","8","0","0","0","0","0","0","0","0","5","29","0","10","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","92","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","155","0","0","0","1","0","0","62","49","112","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0"
" 9886.55",NA,NA,"752","1","1","0","0","0","3","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","2","13","0","3","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","195","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","1","0","0","1","0","0","65","65","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","3","0","0","0","0","0","0"
"10004.00",NA,NA,"768","1","0","3","0","1","1","1","7","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","29","0","0","1","0","0","0","0","11","0","0","0","2","0","0","0","0","0","6","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","1","0","164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","125","0","0","0","1","0","0","88","85","85","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10019.91",NA,NA,"796","1","2","0","0","0","1","2","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","2","0","2","0","0","0","0","10","0","0","0","3","0","0","0","0","3","1","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","59","0","1","0","204","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","103","1","0","0","0","0","0","86","83","114","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10029.00",NA,NA,"812","1","0","1","0","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","2","1","0","1","0","0","0","0","6","0","0","0","0","0","0","0","0","9","17","0","9","0","0","0","0","1","0","0","0","0","0","0","0","0","41","0","0","0","169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","89","0","0","0","0","0","0","119","40","124","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"10071.88",NA,NA,"828","1","0","1","0","0","1","0","2","0","3","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","2","0","2","0","0","0","0","5","0","0","0","0","0","0","0","0","21","11","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","274","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","78","0","0","0","0","0","0","82","73","127","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10216.60",NA,NA,"882","1","1","6","0","0","3","0","12","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","2","0","0","0","0","6","0","0","0","0","0","0","0","0","6","12","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","116","0","0","0","1","5","0","103","45","108","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10238.04",NA,NA,"890","1","17","2","0","0","0","0","55","0","1","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","13","0","0","0","4","0","0","0","0","34","12","0","8","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0","126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","99","0","0","0","2","0","0","200","0","0","26","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
