"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Alchemilla t.","Alnus","Amaranthaceae undif.","Anagallis t.","Angiospermae undiff. (herbs)","Anthemideae undif.","Apiaceae undif.","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Bryophyta undiff.","Buxus","Calligonum","Callitriche","Campanulaceae","Cannabaceae undif.","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Celastraceae undif.","Celtis","Centaurea","Ceratophyllum","Cichorieae","Cistaceae","Cornus","Corylus","Crassulaceae","Cupressaceae","Cyperaceae","Dipsacaceae","Echium t.","Elatine","Ephedra","Erica t.","Euphorbia t.","Fabaceae Undif.","Fagus","Fern","Fern-Equisetophyta","Filipendula t.","Fraxinus","Galium t.","Gentiana t.","Geranium","Hedera","HippophaÃ«","Hypericum undif.","Ilex","Indeterminable","Indeterminable (concealed)","Indeterminable (crumpled)","Juglans","Lamiaceae undif.","Larix","Lemnaceae","Linum t.","Lonicera","Lotus t.","Malva undif.","Menyanthes","Mercurialis","Morella","Musci","Myriophyllum alterniflorum t.","Myriophyllum spicatum/verticillatum t.","Myriophyllum undif.","Nuphar","Nymphaea","Olea t.","Onagraceae","Ononis t.","Ostrya","Oxyria","Papaver t.","Pedicularis","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus subg. Strobus","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Polypodiophyta undiff.","Populus","Potamogeton","Potentilla t.","Primulaceae undif.","Prunus t.","Pterocarya","Quercus evergreen","Quercus undif.","Ranunculaceae undif.","Resedaceae undiff.","Rhamnaceae undif.","Rosa t.","Rosaceae undif.","Rumex t.","Rutaceae undif.","Salix","Sambucus","Samolus","Sanguisorba t.","Saxifraga t.","Saxifragaceae","Scrophulariaceae undif.","Spermatophyta undiff. (trees/shrubs)","Tamarix","Taxus","Thalictrum","Thymelaeaceae undif.","Tilia","Trifolium t.","Typha","Ulmus t.","Unknown","Unknown undiff.","Urtica t.","Valeriana t.","Viburnum","Viola","Viscum","Vitis","cf. Frangula/Bruckenthalia","cf. Larix","cf. Trichomanes"
"112152.0",NA,NA," 8068.50","75","2","0","72","1","0","0","3","2","4","0","0","56","0","0","0","1","0","0","0","0","0","14","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","28","0","0","0","0","3","0","0","0","0","0","0","8","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","10","0","0","0","0","28","0","0","0","0","3","0","0","0","0","7","132","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","3","0","2","17","4","0","0","0","0","0","1","0","0","0","0"
"112324.0",NA,NA," 8071.50","85","1","0","133","3","0","0","0","4","8","0","0","33","1","0","0","1","0","0","0","0","0","13","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","2","1","0","0","19","1","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","3","0","13","0","0","0","0","11","0","0","0","0","4","0","0","0","0","3","127","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4","0","1","25","0","0","0","0","0","0","0","0","0","0","0"
"112613.0",NA,NA," 8081.20","104","1","0","71","2","0","0","0","2","12","0","1","37","0","0","0","0","0","1","0","0","0","20","1","2","0","0","0","0","0","1","0","0","2","0","0","2","0","0","0","1","1","0","0","15","0","0","0","1","2","0","0","1","0","0","0","8","4","3","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","18","0","0","0","0","28","0","0","0","0","0","0","0","0","0","4","192","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","3","1","3","17","2","1","2","0","0","0","0","0","0","0","0"
"112613.1",NA,NA," 8087.40","140","1","0","60","1","0","0","0","1","11","0","1","19","0","3","0","2","0","0","0","1","1","11","1","0","0","0","0","1","0","1","0","0","2","0","4","3","0","0","0","0","1","0","0","28","0","0","0","3","1","0","0","1","0","0","0","8","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","12","0","0","0","0","0","0","2","0","38","0","0","0","0","21","0","0","0","0","1","0","0","0","0","3","102","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","4","23","0","1","0","0","0","0","0","0","0","0","0"
"112697.0",NA,NA," 8091.80","77","0","0","38","3","0","0","0","1","6","0","0","25","0","1","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","1","1","0","18","0","0","0","0","8","0","0","0","0","0","0","0","0","0","6","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","7","0","0","0","0","0","0","0","0","0","0","0"
"112967.0",NA,NA," 8096.50","95","1","0","95","0","1","0","1","5","11","0","1","78","0","3","0","2","0","0","0","0","0","13","0","0","0","0","0","0","0","1","0","0","1","0","0","3","0","0","0","1","1","0","0","16","0","1","0","0","0","0","0","0","0","0","0","9","2","8","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","12","0","0","0","0","0","0","1","0","21","0","2","0","0","20","0","0","0","0","3","0","0","0","0","11","123","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","3","25","0","0","0","0","0","0","0","0","0","0","0"
"113086.0",NA,NA," 8100.50","73","0","0","126","1","0","0","2","4","18","0","3","69","0","0","0","1","0","0","0","0","0","22","2","0","0","0","0","0","0","1","0","0","1","0","1","1","0","0","0","3","0","0","0","10","2","1","1","5","1","0","0","3","0","0","2","7","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","28","0","0","0","0","0","0","0","0","19","0","0","0","0","37","0","0","0","0","0","0","0","0","0","1","274","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","5","14","4","2","0","0","0","0","0","0","0","0","0"
"113411.0",NA,NA," 8105.50","55","3","0","62","1","0","0","0","1","10","0","0","67","0","5","0","1","0","0","0","0","1","21","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","2","0","0","0","19","0","0","0","0","0","0","0","1","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","2","0","25","0","1","0","0","25","0","0","0","0","3","0","0","0","0","6","194","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0"
"113431.0",NA,NA," 8106.50","94","0","0","92","2","0","0","0","0","6","0","0","75","0","1","0","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","1","0","1","2","0","0","0","1","0","0","0","12","0","5","0","1","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","1","0","1","0","26","0","1","0","0","24","0","0","0","0","1","0","0","0","0","4","164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","2","12","3","0","0","0","0","0","0","0","0","0","0"
"113652.0",NA,NA," 8114.50","85","2","0","90","0","0","0","0","0","3","0","1","21","0","0","0","1","0","0","0","0","0","21","0","0","0","0","0","1","0","1","1","0","3","0","0","1","0","0","0","0","1","0","0","5","1","0","0","0","0","0","0","3","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","14","0","1","0","0","5","0","0","0","0","1","0","0","0","0","9","188","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","20","0","0","0","0","0","0","0","0","0","0","0"
"113704.0",NA,NA," 8119.50","37","1","0","72","3","0","0","0","1","0","0","0","3","0","2","0","2","0","0","0","0","0","28","3","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","2","0","0","7","7","0","0","1","1","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","34","0","0","0","0","0","0","0","0","26","1","2","0","0","33","0","0","0","0","2","0","0","0","0","26","289","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","2","1","6","23","1","0","1","0","0","0","0","0","0","0","0"
"113937.0",NA,NA," 8147.00","109","1","0","85","1","0","0","0","2","8","0","0","29","0","1","0","0","0","0","0","0","0","24","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","1","1","0","0","9","0","0","0","0","1","0","2","4","0","0","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","3","0","22","1","1","0","0","22","0","0","0","0","1","0","0","0","0","5","156","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","2","34","2","0","0","0","0","0","0","0","0","0","0"
"114225.0",NA,NA," 8160.00","126","4","0","75","0","0","0","0","0","10","0","0","28","0","0","0","0","0","0","0","0","0","10","1","0","0","0","0","1","0","0","0","0","1","0","0","3","0","0","0","1","2","0","0","7","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","14","0","0","0","0","1","0","0","0","0","2","0","0","0","0","5","118","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","1","18","0","0","0","0","0","0","0","0","0","0","0"
"114923.0",NA,NA," 8169.00","89","1","0","79","0","0","0","0","1","3","0","3","22","0","0","0","0","0","0","0","1","0","16","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","3","0","0","7","5","0","0","3","1","0","0","4","0","0","2","5","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","11","0","1","0","0","19","0","0","0","0","4","0","0","0","0","2","208","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","5","0","1","25","0","0","1","0","0","0","0","0","0","0","0"
"115803.0",NA,NA," 8182.50","50","0","0","126","3","0","0","0","4","1","0","1","0","0","2","0","0","1","0","0","1","0","28","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","1","0","0","0","6","0","0","0","1","2","0","0","0","0","0","0","7","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","30","0","0","0","0","0","0","0","0","18","0","0","0","0","15","0","0","0","0","1","0","0","0","0","60","233","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","2","0","1","23","5","0","0","0","0","0","0","0","0","0","0"
"115803.1",NA,NA," 8187.30","61","0","0","131","0","0","0","0","2","4","0","0","2","0","3","0","0","0","0","0","0","0","33","4","0","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","3","0","0","7","0","0","0","0","2","0","0","3","0","0","1","8","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","40","0","0","0","0","0","0","1","0","17","0","0","0","0","16","0","0","0","0","1","0","0","0","0","28","323","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","2","1","1","21","6","0","2","0","0","0","0","1","0","0","0"
"116150.0",NA,NA," 8197.50","30","0","0","66","1","0","0","0","1","2","0","0","0","0","0","0","1","0","0","0","0","0","36","0","0","0","0","0","0","0","0","0","0","8","0","2","0","0","0","0","3","1","0","0","9","0","0","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","1","0","0","22","0","0","0","0","25","0","0","0","0","2","0","0","0","0","14","256","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","24","1","0","2","0","0","0","0","0","0","0","0"
"116510.0",NA,NA," 8201.60","25","1","0","80","0","0","0","0","1","4","0","0","1","0","1","0","1","0","0","0","0","0","28","0","0","0","0","0","0","0","2","2","0","5","0","0","0","0","0","0","0","1","0","0","3","3","3","0","0","0","0","0","2","0","0","1","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","34","0","0","0","0","0","0","0","0","22","0","1","0","0","39","0","0","0","0","5","0","0","0","0","12","250","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","23","3","0","3","0","0","0","0","0","0","0","0"
"116724.0",NA,NA," 8204.70","47","1","0","71","1","0","0","0","0","4","0","0","1","0","1","0","0","0","0","0","0","0","31","1","0","0","0","0","0","0","1","1","0","3","0","0","0","0","0","0","0","2","0","0","5","1","7","0","1","0","0","0","0","0","0","0","3","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","26","0","0","0","0","0","0","0","0","15","0","2","0","0","43","0","0","0","0","2","0","0","0","0","29","239","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","3","28","3","0","5","0","0","0","0","0","0","0","0"
"117072.0",NA,NA," 8213.90","40","2","0","54","2","0","0","0","0","4","0","1","1","0","1","0","0","0","0","0","2","0","34","0","0","0","0","0","0","0","0","1","0","3","0","0","2","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","3","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","25","0","0","0","0","0","0","0","0","9","0","2","0","0","12","0","0","0","0","5","0","0","0","0","40","207","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","18","1","0","3","0","0","0","0","0","0","0","0"
"117530.0",NA,NA," 8219.90","36","1","0","34","0","0","0","1","1","2","0","0","0","0","2","0","3","0","0","0","10","0","38","1","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0","0","3","0","0","7","1","0","0","1","0","0","0","1","0","0","0","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","0","0","0","0","0","1","0","0","14","0","2","0","0","31","0","0","0","0","2","0","0","0","0","15","232","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","3","36","1","0","0","0","0","0","0","0","0","0","0"
"117788.0",NA,NA," 8224.90","40","3","0","88","1","0","0","1","1","3","1","2","1","0","0","0","3","0","0","0","4","0","27","1","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","1","0","0","8","1","0","0","1","1","0","0","1","0","0","0","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","48","0","0","0","0","0","0","0","0","28","0","0","0","0","54","0","0","0","0","2","0","0","0","0","29","217","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","25","2","0","3","0","0","0","0","0","0","0","0"
"118474.0",NA,NA," 8236.00","16","0","0","54","4","0","0","0","4","2","0","2","1","0","0","0","0","0","0","0","0","0","24","1","0","0","0","0","0","0","3","0","0","1","0","1","1","0","0","0","0","1","0","0","9","9","0","0","9","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","41","0","0","0","0","0","1","1","0","24","0","10","0","0","57","0","0","0","0","5","0","0","0","0","27","269","0","0","0","0","1","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","3","7","15","1","0","1","0","0","0","0","0","0","0","0"
"119203.0",NA,NA," 8249.00","9","0","0","59","2","0","0","1","3","2","0","0","1","0","1","0","1","0","0","0","0","0","33","0","0","0","0","0","0","0","1","0","0","3","0","0","2","0","0","0","1","4","0","0","7","0","0","0","2","1","0","0","1","0","0","0","4","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","1","0","0","26","0","1","0","0","31","0","0","0","0","4","0","0","0","0","32","280","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","1","0","4","27","4","0","1","0","0","0","0","0","0","0","0"
"119404.0",NA,NA," 8256.00","12","0","0","54","2","0","0","0","0","1","0","0","0","0","2","0","1","0","0","0","2","0","21","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","3","0","0","8","19","0","0","4","0","0","0","1","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","31","0","0","0","0","0","1","0","0","34","0","4","0","0","24","0","0","0","0","3","0","0","0","0","14","212","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","10","10","3","0","0","0","0","0","0","0","0","0","0"
"119417.0",NA,NA," 8263.00","9","0","0","55","1","0","0","0","1","0","0","1","0","0","3","0","3","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","4","0","0","3","5","0","0","4","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","23","0","0","0","0","0","1","1","0","37","0","3","0","0","50","0","0","0","0","2","0","0","0","0","36","242","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","17","4","0","0","0","0","0","0","0","0","0","0"
"119490.0",NA,NA," 8267.20","12","0","0","53","1","0","0","1","3","2","0","2","1","0","1","0","2","0","0","0","0","0","29","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","2","0","0","10","12","0","0","0","0","0","0","1","0","0","0","10","2","3","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0","0","0","1","0","0","27","0","0","0","0","0","0","0","0","39","0","0","0","0","31","0","0","0","0","3","0","0","0","0","25","280","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","5","19","6","1","3","0","0","0","0","0","0","0","0"
"119749.0",NA,NA," 8275.50","8","0","0","75","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","29","0","1","0","0","0","0","0","2","0","0","3","0","0","2","0","0","0","0","1","0","0","6","10","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","32","0","0","0","0","0","0","2","0","24","0","3","0","0","33","0","0","0","1","0","0","0","0","0","38","323","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","5","19","14","0","0","0","0","0","0","0","0","0","2"
"119825.0",NA,NA," 8280.30","12","1","0","148","0","0","0","0","1","1","0","0","1","0","0","0","3","0","0","0","0","0","25","0","0","0","0","0","1","0","0","0","0","3","0","1","1","0","0","0","0","2","0","0","10","15","0","0","1","0","0","0","5","0","0","0","16","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","0","0","0","0","0","0","0","0","46","1","6","0","0","20","0","0","0","0","4","1","0","0","0","31","304","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","3","15","2","0","0","0","0","0","0","0","0","0","0"
"120055.0",NA,NA," 8286.50","17","1","0","69","1","0","0","0","4","2","0","1","0","0","1","0","1","0","0","0","0","1","32","0","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","0","4","0","0","6","8","0","0","2","0","0","0","3","0","0","0","9","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","39","0","0","0","0","0","1","0","0","42","1","4","0","0","36","0","0","0","0","1","0","0","0","0","19","339","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","11","1","0","0","0","0","0","0","0","0","0","0"
"120454.0",NA,NA," 8295.00","13","1","0","58","0","0","0","0","0","0","0","0","1","0","1","0","2","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","4","0","1","1","0","0","0","0","2","0","0","5","11","0","0","0","0","0","0","2","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","50","0","0","0","0","0","2","0","0","16","0","3","0","0","29","0","0","0","0","3","0","0","0","0","23","236","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","23","4","0","0","0","0","0","0","1","0","0","0"
"120760.0",NA,NA," 8303.00","41","2","0","17","0","0","0","0","1","0","0","1","1","0","0","0","2","0","0","0","0","1","38","1","0","0","0","0","0","0","2","0","0","6","0","1","2","0","0","0","0","2","0","0","8","11","0","0","2","0","0","0","3","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","0","0","0","0","0","0","4","0","20","0","3","0","0","16","0","0","0","0","2","0","0","0","0","20","234","0","0","0","0","1","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","20","3","0","1","0","0","0","0","1","0","0","0"
"120897.0",NA,NA," 8306.00","31","1","0","3","1","0","0","0","1","1","1","1","3","0","1","0","2","0","0","0","0","1","48","0","0","0","0","0","0","0","1","0","0","11","0","1","3","0","0","0","1","4","0","0","3","16","0","0","5","0","0","0","2","0","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","0","0","0","0","0","1","2","0","9","2","1","0","0","29","0","0","0","0","6","0","0","0","0","40","235","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","26","10","0","1","0","0","0","0","1","0","0","0"
"121524.0",NA,NA," 8323.50","15","0","0","1","0","0","0","0","2","1","0","3","3","0","2","0","1","0","0","0","0","0","22","0","0","0","0","0","0","0","2","0","0","1","0","0","2","0","0","0","1","5","1","0","5","5","0","0","3","0","0","0","1","0","0","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","4","0","0","42","0","0","0","0","0","3","1","0","10","1","3","0","0","35","0","0","0","0","3","0","0","0","0","10","235","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","13","0","0","2","0","0","0","0","0","0","0","0"
"121524.1",NA,NA," 8335.50","10","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","33","0","0","0","0","0","0","0","1","0","0","6","0","1","3","0","0","0","0","2","0","0","6","13","1","0","1","0","0","0","0","0","0","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","2","0","0","46","0","0","0","0","0","1","0","0","6","0","2","0","0","43","0","0","0","0","3","0","0","0","0","24","223","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","1","0","0","1","0","2","8","7","0","0","0","0","0","0","0","0","0","0"
"121524.2",NA,NA," 8343.50","11","1","0","2","0","0","0","0","5","2","0","1","0","0","5","0","1","0","0","0","0","0","47","0","0","0","0","0","0","0","0","0","0","2","0","2","2","0","0","0","1","3","0","0","10","4","0","0","5","0","0","0","3","0","0","0","8","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","4","0","0","64","0","0","0","0","0","0","0","0","13","1","3","0","0","32","0","0","0","0","5","0","0","0","0","33","222","1","0","0","0","0","0","0","0","1","0","1","0","1","1","0","0","0","0","0","0","2","0","12","1","0","1","0","0","0","0","0","0","0","0"
"121621.0",NA,NA," 8355.50","16","1","0","1","0","0","0","0","2","0","0","0","1","0","2","0","0","0","0","0","6","0","56","0","0","0","0","0","0","0","3","0","0","6","0","0","5","0","0","0","0","3","0","0","10","1","0","0","2","0","0","0","2","0","0","0","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","4","0","0","49","0","0","0","0","0","0","0","0","15","3","2","0","0","21","0","0","0","0","4","0","0","0","0","23","253","0","0","0","0","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","4","0","0","12","0","0","3","0","0","0","0","1","0","0","0"
"121906.0",NA,NA," 8368.00","6","0","0","1","0","0","0","0","1","1","0","1","1","0","3","0","1","0","0","0","8","1","33","0","0","0","0","0","0","0","2","0","0","2","0","0","2","0","0","0","1","0","0","0","6","0","0","0","2","0","0","0","0","0","0","0","3","10","9","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","4","0","0","0","0","13","0","0","0","0","5","0","0","0","0","48","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","1","0","0","0","0","0","0","0","0","0","0"
"122043.0",NA,NA," 8373.90","0","1","0","2","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","3","0","39","0","0","0","0","0","0","0","3","0","0","6","0","3","2","0","0","0","0","2","0","0","5","1","0","0","9","0","0","0","4","0","0","0","9","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","1","0","0","50","0","0","0","0","1","0","0","0","9","1","2","0","0","42","0","0","0","0","1","0","0","0","0","20","311","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","3","0","1","0","0","0","0","1","0","0","0"
"122562.0",NA,NA," 8394.50","1","1","0","3","0","0","0","1","5","0","0","1","0","0","3","0","1","0","0","0","18","0","35","0","0","0","0","0","0","0","1","1","0","5","0","3","3","0","0","0","0","5","0","0","8","7","0","0","0","1","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","27","0","0","0","0","0","4","0","0","6","4","3","0","0","51","0","0","0","0","9","0","0","0","0","26","300","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","12","5","0","0","0","0","0","0","0","0","0","0"
"122894.0",NA,NA," 8404.60","1","0","0","2","1","0","0","0","5","1","0","2","3","0","1","0","0","0","0","0","0","1","38","1","0","0","0","0","0","0","0","0","0","14","0","0","4","0","0","0","0","1","0","0","6","0","0","0","1","0","0","0","0","0","0","0","4","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","9","0","0","79","0","0","0","0","0","9","0","0","11","0","0","0","0","44","0","0","0","0","12","0","0","0","0","26","319","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","17","3","1","3","0","0","0","0","0","0","0","0"
"123066.0",NA,NA," 8412.00","0","0","0","1","0","0","0","0","4","0","0","1","0","0","3","0","1","0","0","0","1","0","20","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","3","0","0","3","1","0","0","3","0","0","0","1","0","0","0","11","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0","0","74","0","0","0","0","0","0","0","0","5","0","0","0","0","40","0","0","0","0","5","0","0","0","0","18","248","0","0","0","0","0","3","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","12","3","0","0","0","0","0","0","0","0","0","0"
"123231.0",NA,NA," 8416.50","1","1","0","4","1","0","0","0","3","0","0","2","0","0","1","0","2","0","0","0","7","0","24","1","0","0","0","0","0","0","1","0","0","9","0","1","2","0","0","0","1","5","0","0","5","1","0","0","2","0","0","0","0","0","0","0","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","33","0","0","0","0","0","3","0","0","3","0","1","0","0","57","0","0","0","0","3","0","0","0","0","21","253","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","7","0","2","1","0","0","0","0","0","0","0","0"
