"Depth","Age (ky BP)","Abies","Acacia t.","Acanthaceae undif.","Acer","Acritarcha","Aellenia type","Algae","Alnus","Amaranthaceae undif.","Apiaceae undif.","Aristolochiaceae","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Campanulaceae","Caprifoliaceae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Centaurea","Ceratonia","Cercis","Cichorieae","Cistaceae","Combretaceae","Conncentricystes rubinus","Corylus","Crassulaceae","Cryptomeria","Cupressaceae","Cycas","Cyperaceae","Dacrydium","Dipsacaceae","Echinops","Elatinaceae","Encephalartos","Ephedra","Equisetaceae","Erica t.","Euphorbiaceae undif.","Fabaceae Undif.","Faidherbia albida","Fern","Fern-Lycopodiaceae","Fraxinus","Fungi","Gentianaceae undif.","Geraniaceae undif.","Hypolepidaceae","Hystrichosphaeridium","Hystrichosphaeridium israelianum","Icacinaceae","Lamiaceae undif.","Lemnaceae","Loranthus","Malva undif.","Musci","Myriophyllum undif.","Myrtus","Nymphaea","Olea t.","Onagraceae","Operculodinium","Ostrya","Papaver t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Poaceae","Poaceae (Cerealia-type)","Podocarpus","Polygonum t.","Polysphaeridium zohary","Populus","Potamogeton","Primulaceae undif.","Protist","Pterospermopsis van campo","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rhamnus","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Rutaceae undif.","Salix","Salvadora","Saxifragaceae","Scrophulariaceae t.","Scrophulariaceae undif.","Searsia","Selaginellaceae","Sium (apium) type","Solanaceae undif.","Sparganium","Tamarix","Thymelaeaceae undif.","Tilia","Tsuga","Typha","Ulmus t.","Valerianaceae undif.","Vitis","Ziziphus/Paliurus","Zygophyllaceae undif.","sequoiadendron"
"341.00"," 19.69","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00"," 31.00","  3.00","  0.00"," 73.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  5.00","  0.00","  9.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 14.00","  0.00","  0.00","  1.00","  0.00","  0.00"," 30.00","  0.00","  1.00","  0.00","  0.00","  0.00"," 26.00","  0.00","  0.00","  0.00","  6.00","  0.00"," 13.00","  1.00","  0.00"," 18.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 31.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  1.00","  1.00","  1.00"," 26.00","  0.00","  0.00","  2.00","  1.00","  0.00","  0.00","  0.00","  0.00","  5.00","  0.00","  0.00","  0.00","  0.00","  8.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
"361.00"," 21.03"," 15.00","  0.00","  0.00","  0.00","  0.00","  0.00","  6.00","  0.00"," 80.00","  0.00","  0.00"," 42.00","  0.00"," 12.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  1.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00"," 13.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 10.00","  0.00","  0.00","  0.00","  1.00","  0.00","  6.00","  3.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  5.00","  6.00","  0.00","  0.00"," 21.00","  0.00","  1.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  1.00","  2.00","  0.00"," 16.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  4.00","  0.00","  0.00","  1.00","  2.00","  8.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00"
"381.0"," 22.4","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0"," 79.0","  1.0","  0.0"," 41.0","  0.0","  9.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  1.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 10.0","  0.0","  2.0","  7.0","  0.0","  0.0"," 38.0","  0.0","  1.0","  0.0","  0.0","  0.0"," 22.0","  0.0","  0.0","  0.0","  2.0","  1.0","  8.0","  0.0","  0.0"," 21.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0"," 44.0","  1.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0"," 22.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"401.00"," 23.69","  1.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 64.00","  4.00","  0.00"," 63.00","  3.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00"," 10.00","  0.00","  0.00","  2.00","  2.00","  0.00"," 31.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 16.00","  0.00","  0.00","  0.00","  6.00","  0.00","  5.00","  3.00","  0.00"," 20.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  5.00","  0.00","  0.00"," 21.00","  0.00","  0.00","  3.00","  1.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00"," 18.00","  0.00","  0.00","  7.00","  2.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  1.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
"411.00"," 24.27","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 59.00","  0.00","  0.00"," 66.00","  0.00","  6.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  6.00","  0.00","  0.00","  0.00","  1.00","  1.00","  0.00","  7.00","  0.00","  1.00","  1.00","  0.00","  0.00"," 31.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 12.00","  0.00","  0.00","  0.00","  0.00","  0.00","  7.00","  1.00","  0.00"," 84.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  1.00","  0.00","  0.00"," 30.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  1.00"," 56.00","  0.00","  0.00","  0.00","  0.00","  1.00","  3.00","  0.00","  0.00","  7.00","  0.00","  1.00","  0.00","  1.00","  6.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
"421.00"," 24.73","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00"," 67.00","  2.00","  0.00"," 51.00","  0.00","  4.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  2.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00"," 10.00","  0.00","  0.00","  7.00","  0.00","  0.00"," 28.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 19.00","  0.00","  0.00","  0.00","  2.00","  0.00","  8.00","  0.00","  0.00"," 21.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00"," 44.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 39.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  1.00"," 12.00","  0.00","  0.00","  0.00","  3.00","  2.00","  1.00","  0.00","  1.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  1.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00"
"431.00"," 25.24","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00"," 39.00","  1.00","  0.00"," 51.00","  0.00","  6.00","  1.00","  0.00","  1.00","  0.00","  0.00","  0.00","  3.00","  0.00"," 19.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00"," 10.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 38.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 17.00","  0.00","  0.00","  0.00","  3.00","  0.00"," 10.00","  1.00","  0.00","116.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  1.00","  0.00","  0.00"," 31.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 53.00","  0.00","  0.00","  3.00","  0.00","  0.00","  1.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  1.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
"441.00"," 25.64","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 46.00","  2.00","  0.00"," 77.00","  0.00","  3.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  2.00","  0.00","  4.00","  1.00","  0.00","  0.00","  0.00","  2.00","  0.00","  7.00","  0.00","  1.00","  3.00","  0.00","  0.00"," 32.00","  0.00","  1.00","  0.00","  0.00","  0.00"," 13.00","  0.00","  0.00","  0.00","  0.00","  0.00","  8.00","  5.00","  0.00"," 22.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  2.00","  5.00","  0.00","  0.00"," 23.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  1.00","  1.00","  0.00"," 40.00","  0.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  1.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
"452.00"," 26.12","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 56.00","  0.00","  0.00"," 38.00","  0.00","  2.00","  0.00","  0.00","  2.00","  0.00","  2.00","  2.00","  2.00","  0.00","  8.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00"," 14.00","  2.00","  0.00","  0.00","  0.00","  0.00"," 24.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 14.00","  0.00","  0.00","  0.00","  4.00","  0.00","  7.00","  3.00","  0.00","108.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00"," 17.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00"," 40.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 14.00","  0.00","  2.00","  0.00","  0.00","  6.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
"463.0"," 26.6","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0"," 62.0","  0.0","  0.0"," 66.0","  0.0"," 12.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  1.0","  0.0","  2.0","  8.0","  0.0","  0.0","  4.0","  0.0","  0.0"," 32.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 14.0","  0.0","  0.0","  0.0","  2.0","  0.0"," 20.0","  8.0","  0.0","102.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  2.0","  4.0","  0.0","  0.0"," 38.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 28.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  1.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0"
"473"," 27","  2","  0","  0","  0","  0","  0","  2","  0"," 56","  2","  0"," 36","  0","  8","  1","  0","  0","  0","  0","  0","  2","  0","  4","  2","  0","  0","  4","  2","  0","  8","  1","  2","  2","  0","  0","  8","  0","  0","  0","  0","  0"," 12","  0","  0","  0","  2","  0","  4","  2","  0"," 31","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0"," 32","  0","  2","  0","  0","  0","  0","  0","  0","  2","  0","  0"," 44","  0","  0","  0","  2","  0","  2","  0","  0","  6","  0","  0","  0","  0","  6","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  4","  0","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0"
"483.0"," 27.4","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  1.0"," 60.0","  3.0","  0.0"," 62.0","  0.0","  7.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  1.0","  4.0","  1.0","  2.0","  0.0","  2.0","  0.0"," 12.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 11.0","  0.0","  0.0","  0.0","  0.0","  0.0","  7.0","  8.0","  2.0"," 27.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  2.0","  3.0","  0.0","  0.0"," 28.0","  1.0","  0.0","  0.0","  2.0","  0.0","  2.0","  0.0","  0.0","  0.0","  7.0","  0.0"," 26.0","  0.0","  1.0","  2.0","  2.0","  0.0","  1.0","  0.0","  0.0","  5.0","  0.0","  0.0","  0.0","  1.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"501.0"," 28.8","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0"," 66.0","  0.0","  0.0"," 51.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  7.0","  0.0","  0.0","  2.0","  0.0","  0.0"," 26.0","  0.0","  0.0","  1.0","  0.0","  1.0"," 12.0","  0.0","  0.0","  0.0","  4.0","  0.0"," 11.0","  1.0","  0.0"," 76.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 10.0","  0.0","  0.0","  0.0"," 23.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  4.0","  2.0","  0.0"," 41.0","  0.0","  0.0","  1.0","  1.0","  1.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  1.0","  7.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0"
"535.00"," 30.14","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00"," 78.00","  1.00","  0.00"," 53.00","  0.00","  3.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  2.00","  1.00","  0.00","  4.00","  0.00","  1.00"," 11.00","  0.00","  0.00"," 51.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 13.00","  0.00","  0.00","  0.00","  1.00","  0.00"," 20.00","  7.00","  0.00"," 51.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  3.00","  0.00","  0.00"," 24.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00"," 31.00","  0.00","  0.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00"," 11.00","  1.00","  0.00","  0.00","  1.00","  3.00","  2.00","  0.00","  2.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
"560.00"," 31.22","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 30.00","  0.00","  0.00"," 32.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  8.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00"," 18.00","  0.00","  0.00","  0.00","  0.00","  0.00","  8.00","  0.00","  0.00","  0.00","  4.00","  0.00"," 24.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00"," 54.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00"," 64.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  6.00","  0.00","  0.00","  0.00","  6.00","  2.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
"581.00"," 32.17","  2.00","  0.00","  0.00","  0.00","  1.00","  0.00","  4.00","  0.00"," 56.00","  0.00","  0.00"," 28.00","  0.00","  6.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  4.00","  0.00","  3.00","  2.00","  0.00","  0.00","  0.00","  0.00","  2.00"," 10.00","  0.00","  8.00","  0.00","  0.00","  0.00"," 78.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 14.00","  0.00","  0.00","  0.00","  2.00","  2.00"," 18.00"," 14.00","  0.00"," 40.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","  6.00","  0.00","  0.00"," 56.00","  0.00","  0.00","  0.00","  8.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 22.00","  0.00","  0.00","  0.00","  0.00","  2.00","  4.00","  0.00","  0.00","  4.00","  2.00","  0.00","  0.00","  0.00","  2.00","  4.00","  0.00","  0.00","  0.00","  0.00","  2.00","  2.00","  2.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","  2.00"
"601.00"," 33.55","  1.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  3.00"," 40.00","  1.00","  0.00"," 48.00","  0.00","  5.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  6.00","  0.00","  2.00","  4.00","  1.00","  0.00","105.00","  0.00","  0.00","  0.00","  0.00","  1.00"," 19.00","  0.00","  1.00","  0.00","  5.00","  0.00"," 23.00","  0.00","  0.00","130.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  7.00","  0.00","  0.00","  0.00"," 28.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00"," 31.00","  0.00","  2.00","  6.00","  1.00","  1.00","  3.00","  0.00","  0.00","  5.00","  1.00","  0.00","  0.00","  2.00","  6.00","  0.00","  0.00","  0.00","  1.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00"
"621.00"," 33.94","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00"," 62.00","  3.00","  0.00"," 54.00","  0.00","  7.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  4.00","  1.00","  0.00","  0.00","  0.00","  0.00","  1.00"," 15.00","  0.00","  0.00","  5.00","  0.00","  0.00"," 43.00","  0.00","  0.00","  0.00","  0.00","  1.00"," 18.00","  0.00","  0.00","  0.00","  4.00","  0.00"," 24.00","  2.00","  0.00"," 22.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00"," 46.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  1.00","  1.00"," 30.00","  0.00","  0.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  7.00","  4.00","  0.00","  0.00","  3.00","  1.00","  1.00","  1.00","  1.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
"641.00"," 34.46","  2.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 52.00","  0.00","  0.00"," 33.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  8.00","  0.00","  4.00","  0.00","  0.00","  0.00"," 54.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  6.00","  2.00","  0.00"," 22.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  4.00","  0.00","  0.00","  0.00"," 41.00","  0.00","  2.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  6.00","  0.00"," 50.00","  0.00","  0.00","  1.00","  1.00","  4.00","  2.00","  0.00","  0.00"," 20.00","  2.00","  0.00","  0.00","  4.00","  2.00","  1.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
"653.00"," 34.78","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  1.00","  0.00"," 49.00","  2.00","  0.00"," 46.00","  0.00","  1.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  2.00","  0.00","  7.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  9.00","  0.00","  0.00","  2.00","  0.00","  0.00"," 41.00","  0.00","  1.00","  0.00","  0.00","  0.00"," 22.00","  0.00","  0.00","  0.00","  2.00","  0.00","  4.00","  5.00","  0.00"," 29.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  2.00","  0.00","  0.00","  0.00"," 58.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00"," 52.00","  0.00","  0.00","  3.00","  2.00","  3.00","  1.00","  0.00","  0.00"," 13.00","  0.00","  0.00","  0.00","  1.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00"
"662.00"," 35.18","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  1.00","  1.00"," 76.00","  1.00","  0.00"," 53.00","  0.00","  5.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  1.00","  1.00","  1.00","  0.00","  1.00","  0.00","  0.00","  0.00"," 24.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 30.00","  0.00","  0.00","  0.00","  1.00","  0.00"," 16.00","  1.00","  0.00","  8.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  1.00","  0.00","  0.00"," 29.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  6.00","  0.00","  0.00","  0.00","  0.00","  1.00","  2.00","  0.00","  0.00","  4.00","  2.00","  0.00","  0.00","  0.00","  1.00","  2.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00"
"685.0"," 35.9","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0"," 38.0","  1.0","  0.0"," 49.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  8.0","  1.0","  0.0","  0.0","  1.0","  0.0","  1.0","  5.0","  0.0","  0.0","  2.0","  1.0","  1.0"," 58.0","  0.0","  0.0","  1.0","  0.0","  0.0"," 18.0","  0.0","  0.0","  1.0","  4.0","  0.0"," 10.0","  1.0","  0.0"," 10.0","  0.0","  0.0","  0.0","  0.0","  1.0","  4.0","  2.0","  2.0","  0.0","  0.0"," 22.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  3.0","  1.0","  1.0"," 33.0","  0.0","  0.0","  3.0","  2.0","  3.0","  4.0","  0.0","  0.0","  7.0","  0.0","  0.0","  0.0","  1.0","  4.0","  2.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0"
