"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Apiaceae undif.","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Buxus","Calluna","Campanulaceae","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Centaurea","Cichorieae","Cistaceae","Corylus","Cupressaceae","Cyperaceae","Dipsacaceae","Ephedra","Erica t.","Euphorbiaceae undif.","Fabaceae Undif.","Fagopyrum","Fagus","Filipendula t.","Fraxinus","Gentianaceae undif.","Hedera","HippophaÃ«","Hydrocotyle","Juglans","Lamiaceae undif.","Lotus t.","Lysimachia","Lythrum","Mercurialis","Myriophyllum alterniflorum t.","Nuphar","Nymphaea","Olea t.","Persicaria t.","Petaloid monocot","Picea","Pinus undif.","Pistacia","Plantago","Platanus","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Potentilla t.","Primulaceae undif.","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rhamnus","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Saxifragaceae","Scrophulariaceae undif.","Secale","Solanaceae undif.","Sparganium","Thalictrum","Tilia","Typha","Ulmus t.","Unknown","Urtica t.","Utricularia","Valerianaceae undif.","Vitis"
"4896",NA,NA," 365","  23","   0","  42","   0","   3","   1","   1","   0","   0","   1","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   1"," 183","   0","   1","   1","   0","   0","   0","  10","   0","   1","   0","   0","   0","   0","   0","   0","   0","   1","   3","   0","   0","   0","   0","   0","   0","   1","   0","  51","   0","   0","   0","   3","   0","   0","   0","   0","  62","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   4","   0","   2"," 235","   0","   0","   0","   0"
"4913",NA,NA," 370","  39","   0","  10","   0","   0","   2","   1","   1","   0","   0","   0","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1"," 134","   0","   0","   0","   0","   0","   0","   8","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","  95","   0","   0","   0","   4","   0","   0","   0","   0","  37","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   1"," 555","   0","   0","   0","   1"
"4931",NA,NA," 375","  65","   1","  26","   0","   3","   3","   3","   1","   0","   1","   1","   1","   0","   2","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   1","   0"," 209","   0","   1","   1","   0","   0","   0","   6","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0"," 159","   0","   0","   0","   1","   0","   0","   0","   0","  52","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   1","1165","   0","   0","   0","   0"
"4948",NA,NA," 380","  30","   0","  26","   0","   3","   2","   0","   2","   0","   0","   0","   1","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   1","   0"," 115","   0","   1","   0","   0","   0","   0","   3","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 112","   0","   0","   0","   2","   0","   0","   0","   0","  51","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   4","   0","   2"," 896","   0","   0","   0","   0"
"4966",NA,NA," 385","  23","   0","  16","   0","   7","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   1","   1"," 424","   0","   2","   0","   0","   1","   0","   9","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0"," 150","   0","   2","   0","   5","   0","   0","   0","   0","  76","   1","   1","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   4","   1","   1","   0","   2"," 230","   0","   0","   0","   0"
"4976",NA,NA," 388","  36","   0","  44","   0","   1","   1","   0","   2","   0","   1","   0","   1","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   1","   0","   1"," 164","   0","   0","   0","   0","   0","   0","   2","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0"," 106","   0","   0","   0","   1","   0","   0","   0","   0","  48","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0"," 461","   0","   0","   0","   0"
"5001",NA,NA," 395","  27","   0"," 286","   0","   0","   1","   0","   1","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 225","   0","   0","   1","   0","   1","   0","   7","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","  87","   0","   0","   0","   1","   0","   0","   0","   0","  36","   1","   0","   0","   0","   3","   0","   1","   0","   1","   0","   0","   0","   0","   0","   0","   7","   0","   0"," 245","   0","   0","   0","   0"
"5018",NA,NA," 400","  32","   0"," 154","   0","   1","   1","   0","   1","   0","   0","   0","   5","   0","   7","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   1","   0"," 225","   0","   0","   0","   0","   1","   0","   5","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 114","   0","   0","   0","   3","   0","   0","   0","   0","  58","   1","   0","   0","   0","   1","   0","   1","   0","   0","   0","   0","   0","   0","   2","   0","   3","   0","   0"," 416","   0","   0","   0","   0"
"5035",NA,NA," 405","  41","   0"," 162","   0","   1","   0","   1","   1","   0","   0","   0","   8","   0","   6","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   1","  89","   0","   0","   0","   0","   2","   0","   2","   0","   3","   0","   0","   0","   0","   0","   0","   0","   1","   2","   0","   0","   0","   0","   0","   0","   0","   0"," 131","   0","   0","   0","   6","   0","   0","   0","   0","  50","   0","   0","   0","   1","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0"," 159","   0","   0","   0","   0"
"5053",NA,NA," 410","  49","   0"," 244","   0","   3","   1","   0","   0","   0","   0","   1","   0","   0","  20","   0","   0","   0","   0","   0","   0","   0","   1","   0","   1","   1","   1","  62","   0","   0","   0","   0","   2","   0","   0","   0","   1","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","  92","   0","   0","   0","   1","   0","   0","   0","   0","  32","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0"," 557","   0","   0","   0","   0"
"5167",NA,NA," 415","  25","   0","  46","   0","   1","   0","   0","   0","   0","   0","   0","   1","   0","   3","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   1","   0","  37","   0","   0","   0","   0","   2","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1"," 122","   1","   0","   0","   5","   0","   0","   0","   0","  84","   0","   0","   0","   0","   5","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   7","   0","   3","1022","   0","   0","   0","   0"
"5379",NA,NA," 420","  36","   0","  88","   0","   4","   4","   0","   1","   0","   0","   1","   1","   0","   7","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   1","  44","   0","   0","   1","   0","   0","   0","   6","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0"," 121","   1","   1","   0","   4","   0","   0","   0","   0","  70","   0","   0","   0","   0","   2","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   5","   0","   1"," 499","   0","   0","   0","   0"
"5591",NA,NA," 425","  21","   1","  16","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","  10","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   1","   0"," 217","   0","   1","   0","   0","   0","   0","   4","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","  65","   1","   1","   0","   5","   0","   0","   0","   0","  49","   1","   0","   0","   0","   6","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   3","   1","   1","  73","   0","   0","   0","   0"
"5803",NA,NA," 430","  35","   0"," 162","   0","   1","   1","   1","   0","   0","   1","   1","   0","   0","   3","   0","   0","   0","   2","   0","   0","   0","   0","   1","   0","   0","   0"," 356","   0","   0","   0","   0","   0","   0","   4","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0"," 190","   1","   0","   0","   2","   0","   0","   0","   0","  57","   0","   1","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0"," 120","   0","   0","   0","   0"
"6015",NA,NA," 435","  36","   0"," 100","   0","   1","   0","   0","   5","   0","   3","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1"," 240","   0","   0","   1","   0","   0","   0","   1","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 184","   0","   0","   0","   2","   0","   0","   0","   0","  34","   0","   0","   0","   0","   1","   1","   2","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","  87","   0","   0","   0","   0"
"6227",NA,NA," 440","   9","   0","  28","   0","   2","   0","   0","   1","   0","   1","   0","   0","   0","   6","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   1","   0"," 792","   0","   0","   0","   0","   0","   0","   7","   1","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 143","   0","   0","   0","   3","   0","   0","   0","   0","  44","   0","   1","   0","   0","   2","   1","   2","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   2","  75","   0","   0","   0","   0"
"6283",NA,NA," 445","  18","   1"," 132","   0","   1","   0","   0","   2","   0","   2","   0","   4","   1","  30","   0","   0","   0","   2","   1","   0","   0","   0","   2","   0","   1","   1","  89","   0","   1","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 116","   0","   0","   0","   2","   0","   0","   0","   0","  33","   0","   0","   0","   0","   7","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   1"," 134","   0","   0","   0","   0"
"6339",NA,NA," 450","  34","   0"," 230","   0","   1","   0","   0","   1","   0","   1","   0","   1","   0","  10","   0","   0","   0","   2","   0","   0","   0","   0","   1","   0","   0","   2"," 194","   0","   0","   1","   0","   1","   0","   1","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 220","   3","   0","   0","   7","   0","   0","   0","   0","  35","   0","   0","   0","   0","   1","   0","   2","   1","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0"," 200","   0","   0","   0","   0"
"6395",NA,NA," 455","  10","   0","  28","   0","  12","   1","   0","   2","   0","   1","   3","  24","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   3","   2"," 128","   0","   0","   0","   0","   0","   0","  10","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","  18","   0","   0","   0","   0","  67","   0","   1","   0","  24","   0","   0","   0","   0","  65","   0","   0","   1","   0","   1","   0","  13","   0","   0","   0","   0","   0","   0","  40","   0","   0","   1","   0"," 132","   0","   0","   0","   0"
"6451",NA,NA," 460","  14","   0","  28","   0","   4","   1","   0","   3","   0","   0","   0","   5","   0","   6","   0","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","   1"," 142","   0","   0","   0","   0","   0","   0","   2","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   3","   0","   0","   0","   0","  63","   0","   0","   0","  11","   0","   0","   0","   0","  48","   0","   0","   0","   0","   3","   0","   6","   0","   0","   0","   0","   0","   0","   7","   0","   1","   0","   3"," 103","   0","   0","   0","   0"
"6507",NA,NA," 465","  43","   0"," 282","   0","   1","   1","   1","   2","   0","   0","   1","   5","   0","  27","   0","   0","   0","   4","   0","   0","   0","   0","   1","   1","   1","   2"," 328","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   3","   0","   1","   0","   0","   0","   0"," 129","   0","   0","   0","   2","   0","   2","   0","   0","  49","   0","   1","   0","   0","   1","   0","   2","   0","   1","   0","   0","   0","   0","   0","   0","   6","   1","   0"," 191","   0","   0","   0","   0"
"6563",NA,NA," 470","  20","   0","1362","  12","   0","   1","   1","   1","   0","   0","   0","   1","   0","  63","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   1","   3"," 170","   0","   0","   0","   0","   0","   0","   5","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","  84","   1","   0","   0","   2","   0","   0","   0","   0","  36","   0","   2","   0","   0","   0","   3","   3","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0"," 431","   0","   0","   0","   0"
"6619",NA,NA," 475","  22","   1","  82","   1","   3","   4","   0","   0","   0","   1","   0","   3","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0"," 177","   0","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   1","   0","   0","   0","   0","  94","   0","   0","   0","   3","   0","   1","   0","   0","  45","   0","   0","   0","   0","   4","   0","   2","   0","   0","   0","   0","   0","   0","   2","   0","   2","   0","   2"," 401","   0","   0","   0","   0"
"6675",NA,NA," 480","  10","   0"," 266","   5","   1","   3","   5","   3","   0","   1","   1","   4","   0","  33","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   2","   4"," 799","   0","   0","   0","   0","   0","   0","  12","   0","   5","   0","   1","   0","   0","   0","   2","   0","   0","   2","   0","  68","   0","   1","   0","   0","   0","   0"," 105","   0","   1","   0","   4","   0","   0","   0","   0","  49","   0","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   2","   0","   2","   0","   1","  25","   0","   1","   0","   0"
"6731",NA,NA," 485","  19","   0"," 272","   1","   2","   1","   6","   2","   0","   1","   0","   3","   0","  21","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   2","   1"," 331","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   1","   0","   0","   1","   0","  31","   0","   0","   0","   0","   0","   0","  84","   0","   0","   0","   4","   0","   1","   0","   0","  28","   0","   0","   0","   0","   0","   1","   1","   0","   1","   0","   0","   0","   0","   1","   0","   0","   0","   3"," 107","   0","   0","   0","   0"
"6787",NA,NA," 490","  20","   0"," 656","   1","   1","   3","   1","   1","   0","   0","   0","   1","   0","  25","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   2","   3"," 241","   0","   0","   0","   0","   0","   0","   2","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   8","   0","   2","   0","   0","   0","   0"," 119","   1","   0","   0","   8","   0","   0","   0","   0","  44","   0","   1","   0","   0","   4","   1","   0","   0","   0","   0","   0","   0","   0","   5","   0","   1","   0","   0"," 178","   0","   0","   0","   0"
"6843",NA,NA," 495","  10","   0","  86","   0","   3","   2","   0","   4","   0","   0","   0","   2","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   1","  40","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","  64","   0","   1","   0","  11","   0","   0","   0","   0","  26","   0","   0","   0","   0","   2","   2","   2","   1","   0","   0","   0","   0","   1","   1","   0","   2","   0","   0"," 330","   0","   0","   0","   0"
"6899",NA,NA," 500","  30","   1"," 228","   0","   2","   3","   2","   2","   0","   3","   0","   1","   0","   9","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","  78","   0","   1","   0","   0","   4","   0","   2","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","  83","   0","   0","   0","  13","   0","   0","   0","   0","  20","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   4","   1","   0"," 340","   0","   0","   0","   0"
"6955",NA,NA," 505","  22","   1"," 110","   0","   0","   2","   2","   5","   0","   1","   0","   1","   0","   0","   0","   0","   0","   0","   1","   0","   0","   2","   0","   0","   0","   5"," 128","   0","   0","   0","   0","   0","   0","   1","   2","   1","   0","   1","   0","   0","   0","   0","   0","   0","   1","   0","   2","   0","   0","   0","   0","   0","   1","  71","   0","   0","   0","  10","   0","   1","   0","   0","  43","   0","   1","   0","   0","   1","   1","   3","   0","   0","   0","   1","   0","   0","   2","   0","   4","   0","   0"," 168","   0","   0","   0","   0"
"7011",NA,NA," 510","  37","   0","1144","   2","   1","   1","   1","   4","   0","   0","   1","   1","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   1"," 424","   0","   0","   0","   0","   0","   0","   1","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","  18","   0","   1","   0","   0","   0","   0"," 141","   0","   1","   0","   9","   0","   0","   0","   0","  57","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   3","   0","   1"," 129","   0","   0","   0","   1"
"7067",NA,NA," 515","  20","   0","1238","   1","   2","   0","   7","   0","   0","   0","   0","   6","   0","   8","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   5","   0"," 545","   0","   0","   0","   1","   1","   0","   9","   0","   7","   0","   1","   0","   0","   0","   0","   0","   0","   1","   0","  27","   0","   1","   0","   0","   0","   1"," 100","   0","   0","   0","  17","   0","   0","   0","   0","  57","   0","   1","   0","   1","   4","   0","   0","   0","   0","   0","   0","   0","   0","   8","   0","   4","   1","   0"," 131","   0","   0","   0","   0"
"7169",NA,NA," 520","  32","   0"," 258","   2","   0","   2","   1","   2","   0","   1","   1","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0"," 165","   0","   0","   0","   0","   0","   0","   1","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   1","   0","   0","   0","   0"," 104","   0","   0","   0","   4","   0","   0","   0","   0","  32","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   2","   1","   0"," 376","   0","   0","   0","   0"
"7272",NA,NA," 525","  11","   1","  72","   0","   3","   1","   0","   9","   0","   2","   0","   2","   0","   1","   0","   0","   0","   0","   0","   0","   0","   1","   0","   1","   3","   3","  35","   0","   0","   0","   0","   1","   0","   1","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  87","   0","   0","   0","  10","   0","   1","   0","   0","  44","   0","   0","   0","   0","   4","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","  10","   0","   0"," 379","   0","   0","   0","   0"
"7375",NA,NA," 530","  19","   0","  48","   1","   3","   2","   2","   2","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   1"," 129","   0","   0","   0","   0","   0","   0","   2","   0","   4","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   1","   0","   0","   0","   0"," 123","   0","   0","   0","  29","   0","   1","   0","   0","  62","   0","   0","   0","   0","   4","   0","   2","   0","   0","   0","   0","   0","   0","   7","   0","   4","   1","   3","  44","   0","   0","   0","   0"
"7478",NA,NA," 535","  26","   0","  40","   0","   5","   6","   0","   2","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   7"," 111","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","  83","   2","   0","   0","  40","   0","   1","   0","   0","  32","   0","   0","   0","   1","   8","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   7","   0","   1","  72","   0","   0","   0","   0"
"7580",NA,NA," 540","  83","   0"," 388","   0","   0","   1","   0","   0","   0","   0","   0","   3","   0","   3","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   1","   1","  73","   0","   1","   1","   0","   0","   0","   2","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 149","   3","   0","   0","  13","   0","   0","   0","   0","  78","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","  68","   0","   0","   0","   0"
"7683",NA,NA," 545","  61","   0","  86","   0","   1","   1","   0","   1","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   1","   1"," 254","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   0","   0","   0","   0"," 103","   0","   0","   0","  14","   0","   0","   0","   0","  30","   0","   2","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   4","   0","   0","   0","   0"
"7786",NA,NA," 550","  51","   0"," 158","   0","   1","   0","   1","   4","   0","   0","   0","   0","   0","   8","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   1"," 288","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   1","   0","   0","   1","   0","   4","   0","  11","   0","   0","   0","   0","  81","   0","   0","   0","  16","   0","   1","   0","   0","  31","   0","   0","   0","   0","   0","   1","   2","   1","   0","   0","   0","   0","   0","  17","   0","   1","   0","   0","  12","   0","   0","   0","   0"
"7888",NA,NA," 555","  49","   0","  78","   2","   1","   2","   3","   0","   0","   0","   0","   0","   0","  40","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0"," 369","   0","   0","   0","   0","   0","   0","   1","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   4","   1","   0","   0","   0","   0"," 124","   0","   0","   0","  57","   0","   3","   0","   0","  29","   0","   0","   0","   2","   1","   0","   0","   0","   0","   0","   0","   0","   0","  24","   0","   7","   0","   0","  21","   0","   0","   0","   0"
"7991",NA,NA," 560","  80","   0","  54","   0","   0","   0","   0","   2","   0","   0","   2","   1","   0","  16","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   2","   0","  76","   0","   2","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   2","  83","   0","   0","   0","  10","   0","   6","   0","   0","  17","   0","   0","   0","   0","   1","   0","   1","   2","   1","   0","   0","   0","   0","   4","   0","   6","   0","   0","  17","   0","   0","   0","   0"
"8103",NA,NA," 565","  42","   0","   4","   0","   0","   3","   0","   7","   0","   1","   1","   2","   0","  17","   0","   0","   0","   1","   0","   0","   0","   0","   1","   0","   1","   2"," 535","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   9","   0","   0","   0","   0","  88","   1","   1","   0","  83","   0","   0","   0","   1","  21","   0","   3","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","  12","   0","   3","   0","   3","  10","   0","   0","   0","   0"
"8225",NA,NA," 570","  28","   0","   4","   0","   4","   0","   2","   3","   0","   2","   0","   3","   0","  12","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","  14","   1"," 220","   0","   1","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","  32","   0","   0","   0","   0","  56","   0","   0","   0"," 180","   0","   0","   0","   0","  46","   0","   3","   0","   0","   3","   1","   0","   0","   1","   0","   0","   0","   0","  13","   0","   5","   1","   3","  10","   0","   0","   0","   0"
"8347",NA,NA," 575","   8","   0"," 152","   4","   5","   3","   6","   5","   0","   0","   0","   9","   0","  15","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   5","   1"," 181","   0","   0","   1","   0","   0","   0","   2","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   9","   0","   5","   0","   0","   0","   0","  99","   0","   0","   0"," 137","   0","   0","   0","   0","  39","   1","   0","   0","   0","   3","   1","   4","   0","   0","   0","   0","   0","   0","  16","   0","   3","   0","   1"," 107","   0","   0","   0","   0"
"8469",NA,NA," 580","  24","   1"," 122","   0","   2","   0","   4","   0","   0","   0","   0","   2","   0","  15","   0","   0","   0","   0","   0","   0","   0","   0","   1","   1","   1","   0"," 109","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","  97","   0","   0","   0","   5","   0","   1","   0","   0","  47","   0","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","   0","   3","   0","   5","   0","   2"," 160","   0","   0","   0","   0"
"8591",NA,NA," 585","  40","   0"," 440","   0","  10","   0","  27","   3","   0","   0","   1","   1","   0","  46","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   1"," 108","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   7","   0","   0","   0","   0","  96","   0","   0","   0","   5","   0","   0","   0","   0","  48","   0","   4","   0","   0","   0","   1","  24","   0","   0","   0","   0","   0","   0","   9","   0","   4","   0","   1"," 143","   0","   0","   0","   0"
"8713",NA,NA," 590","  27","   0"," 836","   1","   6","   2","  13","   0","   0","   0","   1","   1","   1","  17","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   4","   0"," 109","   0","   0","   0","   0","   0","   0","   2","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   3","   0","   1","   0","   0","   0","   0","  85","   0","   0","   0","   8","   0","   0","   0","   0","  23","   0","   6","   0","   0","   0","   0","   9","   1","   0","   0","   0","   0","   0","  13","   0","   3","   0","   2"," 194","   0","   0","   0","   0"
"8835",NA,NA," 595","  10","   0"," 214","   2","  17","   0","  30","   2","   0","   1","   2","   3","   0","  17","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   6","   1"," 151","   0","   0","   0","   0","   1","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","   0","   2","   0","   0","   0","   0","  66","   0","   1","   0","   9","   0","   1","   0","   0","  37","   0","   4","   0","   0","   0","   1","  15","   0","   0","   0","   0","   0","   0","  15","   1","   1","   1","   0"," 447","   0","   0","   0","   0"
"8957",NA,NA," 600","  27","   1"," 386","   0","   7","   0","   6","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","   1","  87","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   2","   0","   4","   0","   0","   0","   0","   0","   0"," 107","   0","   0","   0","   4","   0","   0","   0","   0","  52","   0","   1","   0","   0","   2","   1","   4","   1","   0","   0","   0","   0","   0","  16","   0","   5","   2","   0"," 589","   0","   0","   0","   1"
