"Sample age (cal yr BP) [cal yr BP]","Depth (cm) [cm]","Acacia t.","Acalypha","Acanthaceae undif.","Adansonia digitata","Adenia","Adina","Afraegle","Afzelia","Alchornea","Allophylus t.","Amaranthaceae undif.","Anacardiaceae undiff.","Annonaceae","Antidesma t.","Apiaceae undif.","Apocynaceae undif.","Araliaceae undif.","Arecaceae undif.","Artemisia","Asteraceae","Balanites","Blepharis","Blighia","Bombax","Boraginaceae undif.","Borreria t.","Boswellia","Brassicaceae","Bridelia","Burkea","Caesalpinioideae","Capparaceae undif.","Caryophyllaceae undif.","Cassia","Celastraceae undif.","Celtis","Centaurea","Chrozophora","Cichorieae","Cissampelos","Cissus t.","Clematis-type","Cleome","Cochlospermum","Cola","Combretaceae","Commelina","Commiphora","Convolvulaceae","Cordia","Crossopteryx","Cucumis","Cucurbitaceae undif.","Cussonia","Cyperaceae","Detarium","Dialium","Diospyros/Euclea t.","Dombeya","Elaeis","Entada","Ephedra","Erica t.","Erythrina","Euphorbiaceae undif.","Faboideae Undif.","Fern","Ficus","Grewioideae","Heliotropium","Hygrophila","Hymenocardia","Hyphaene t.","Indeterminable","Indigofera","Ipomoea","Irvingia","Isoberlinia","Ixora","Jatropha/Croton","Justicia t.","Kohautia","Lamiaceae undif.","Lannea","Lobelia","Lophira","Lythraceae undif.","Macaranga","Maerua","Mallotus","Malva undif.","Manilkara","Meliaceae undif.","Menispermaceae undif.","Mitracarpus","Mitragyna/Hallea","Monotes","Moraceae undif.","Morelia","Mussaenda","Nauclea","Nymphaea","Olea t.","Parkia","Petaloid monocot","Phoenix t.","Phyllanthus undif.","Piliostigma","Pinus undif.","Poaceae","Podocarpus","Polygonum t.","Portulacaceae t.","Prosopis t.","Raphia","Rubiaceae undif.","Rutaceae undif.","Salix","Salvadora","Sapindaceae undif.","Scrophulariaceae undif.","Searsia","Securinega  t.","Sideroxylon t.","Solanum","Spergularia t.","Sterculia","Strychnos","Syzygium t.","Tacazzea","Tapinanthus","Thunbergia","Thymelaeaceae undif.","Trema","Typha","Uapaca","Urtica t.","Vernonieae","Vitaceae undif.","Vitex","Ximenia","Ziziphus/Paliurus"
"2151.557"," 284.500","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  14.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   2.000","   0.000","   0.000","   1.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   9.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  41.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   8.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 728.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000"
"2197.053"," 295.500","   1.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   9.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   6.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  34.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   3.000","   0.000","   0.000","   0.000","   0.000","   3.000","   1.000","  14.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 730.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"2242.548"," 306.500","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  48.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   1.000","   1.000","   3.000","   0.000","   0.000","   0.000","   1.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 673.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000"
"2323.68"," 317.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   6.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   8.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","  13.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   1.00","  42.00","   1.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   3.00","   1.00","   3.00","   0.00","   0.00","   0.00","   2.00","   0.00","   9.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   1.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00"," 741.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   1.00","   2.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   1.00","   3.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"2487.673"," 328.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","  11.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  13.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  10.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","  38.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   2.000","   2.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 786.000","   0.000","   2.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"2644.212"," 338.500","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  10.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  15.000","   0.000","   0.000","   0.000","   1.000","   0.000","   3.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","  20.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","  77.000","   1.000","   1.000","   2.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   2.000","   6.000","   0.000","   0.000","   0.000","   3.000","   0.000","   4.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","  12.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   2.000","   0.000","   1.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 552.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   1.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"2770.935"," 347.000","   0.000","   4.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   1.000","   1.000","   1.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","  10.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  10.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","  52.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","  12.000","   0.000","   0.000","   0.000","   2.000","   1.000","   0.000","   0.000","   0.000","   0.000","  16.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   1.000","   1.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   1.000","   0.000"," 695.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   1.000","   2.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"2964.745"," 360.000","   1.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   9.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","  13.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  19.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  56.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   4.000","   7.000","   1.000","   0.000","   0.000","   1.000","   0.000","  13.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   2.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 678.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   3.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   1.000","   0.000","   0.000","   1.000","   0.000"
"3098.922"," 369.000","   0.000","   5.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","  10.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   1.000","   1.000","   0.000","   0.000","   3.000","   0.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  23.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","  62.000","   0.000","   1.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   4.000","   3.000","   8.000","   0.000","   0.000","   0.000","   2.000","   0.000","   9.000","   5.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   2.000","   3.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 561.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"3218.189"," 377.000","   2.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","  16.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","  14.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","  59.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   5.000","   3.000","   0.000","   0.000","   0.000","   4.000","   1.000","   7.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","  12.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   7.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000"," 660.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   3.000","   2.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"3412"," 390","   2","   8","   0","   0","   0","   0","   0","   0","   2","   1","  12","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   2","   3","   0","   0","   1","   0","   0","   0","   6","   0","  25","   0","   0","   0","   0","   0","   0","   0","   0","   0","  19","   0","   0","   0","   0","   0","   0","   0","   0","  91","   1","   0","   0","   0","   0","   0","   0","   0","   0","   1","   3","   2","   0","   0","   0","   0","   3","   0","  10","   0","   0","   0","   5","   0","   0","   0","   0","   0","   8","   0","   0","   0","   2","   0","   0","   0","   0","   2","   0","   0","   0","   3","   0","   0","   0","   2","   1","   1","   0","   3","   1","   0","   0","   0"," 728","   0","   0","   0","   0","   0","   1","   0","   0","   1","   0","   4","   0","   2","   3","   0","   0","   0","   0","   1","   0","   0","   0","   0","   2","   2","   1","   0","   0","   0","   0","   0","   0"
"3641.561"," 403.000","   0.000","   8.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   7.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   1.000","   6.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  23.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  15.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","  61.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   3.000","   2.000","   0.000","   0.000","   0.000","   3.000","   0.000","   8.000","   2.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   1.000","   1.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000"," 541.000","   1.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   2.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000"
"3800.488"," 412.000","   0.000","   6.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   1.000","   0.000","   2.000","   0.000","   2.000","   0.000","   0.000","   2.000","   0.000","  39.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  10.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  49.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","  11.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000"," 704.000","   2.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   9.000","   0.000","   0.000","   6.000","   1.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   2.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000"
"4030.049"," 425.000","   0.000","   6.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","  10.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   2.000","   0.000","  21.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","  15.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  63.000","   0.000","   2.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   2.000","   4.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   1.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 677.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   2.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"4224.292"," 436.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   1.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   3.000","   0.000","   0.000","   0.000","   2.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  13.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  99.000","   0.000","   3.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   2.000","   2.000","   0.000","   1.000","   0.000","   0.000","   9.000","   0.000","   8.000","   1.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   2.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   3.000","   6.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000"," 502.000","   1.000","   0.000","   0.000","   1.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000","  15.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000"
"4427.366"," 447.500","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   5.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   2.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   2.000","   0.000","   9.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","  23.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  88.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   3.000","   2.000","   2.000","   1.000","   0.000","   0.000","   0.000","   6.000","   0.000","  12.000","   1.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   5.000","   0.000","   0.000","   0.000","   2.000","   6.000","   2.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000"," 655.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   3.000","   1.000","   0.000","   1.000","   0.000","   3.000","   1.000","   0.000","   0.000","   0.000","   0.000","   3.000","  19.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"4633.3"," 459.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","  18.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","  90.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   8.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 682.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   3.0","  49.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"4831.74"," 470.00","   0.00","   4.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   3.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   1.00","   0.00","   0.00","   1.00","   1.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","  18.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   1.00","  70.00","   0.00","   2.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   2.00","   8.00","   0.00","   0.00","   0.00","   0.00","   6.00","   0.00","   8.00","   0.00","   0.00","   0.00","   3.00","   1.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   2.00","   0.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00"," 501.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","  58.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
