"age_NA","ageolder_BP","ageyounger_BP","depth","Alnus","Amaranthaceae undif.","Anthemideae undif.","Apiaceae undif.","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Brassicaceae","Calluna","Cardueae undif.","Caryophyllaceae undif.","Centaurea","Cichorieae","Cistaceae","Corylus","Cupressaceae","Cyperaceae","Ephedra","Erica t.","Erodium","Fabaceae Undif.","Fern","Galium t.","Genisteae","Gentiana t.","Hydrocotyle","IsoÃ«tes","Lamiaceae undif.","Lotus t.","Lythrum","Mercurialis","Myriophyllum alterniflorum t.","Ononis t.","Petaloid monocot","Picea","Pinus undif.","Plantago","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Potamogeton","Potentilla t.","Quercus undif.","Ranunculaceae undif.","Rosa t.","Rumex t.","Salix","Sambucus","Scrophulariaceae undif.","Sparganium","Thymelaeaceae undif.","Trifolium t.","Typha"
NA,NA,NA," 80.5","  0.0","  9.0","  7.0","  2.0"," 32.0"," 13.0","  9.0","  0.0","  1.0","  0.0","  8.0","  0.0","  3.0"," 30.0","  6.0","  0.0","  1.0"," 60.0","  0.0"," 12.0","  0.0","  0.0","  0.0","  3.0","  0.0","  2.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","155.0","  1.0","  0.0","230.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA," 22.5","  0.0","  5.0"," 10.0"," 18.0"," 62.0","  0.0","  2.0","  0.0","  0.0","  0.0"," 14.0","  0.0","  0.0"," 15.0","  2.0","  0.0","  1.0"," 92.0","  0.0"," 37.0","  0.0","  3.0","  0.0","  2.0","  0.0","  7.0","  0.0","  0.0","  1.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","165.0","  0.0","  0.0","165.0","  3.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0"
NA,NA,NA," 90.5","  0.0","  2.0","  8.0","  1.0"," 22.0","  6.0","  3.0","  0.0","  4.0","  0.0","  5.0","  0.0"," 12.0"," 35.0","  7.0","  0.0","  0.0"," 40.0","  1.0"," 24.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","111.0","  1.0","  0.0","240.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA," 40.5","  1.0","  7.0"," 13.0","  5.0"," 34.0","  0.0","  2.0","  0.0","  0.0","  0.0","  3.0","  0.0","  1.0","  6.0","  0.0","  0.0","  3.0","404.0","  1.0"," 21.0","  0.0","  0.0","  0.0","  7.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  7.0","  0.0","  0.0","  0.0","193.0","  1.0","  0.0","187.0","  0.0","  0.0","  0.0","  1.0"," 13.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  1.0","  0.0","  0.0"
NA,NA,NA," 88.5","  1.0","  3.0"," 11.0","  3.0"," 36.0","  5.0","  2.0","  0.0","  0.0","  0.0","  6.0","  0.0"," 13.0"," 39.0","  6.0","  0.0","  0.0"," 80.0","  1.0"," 13.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","121.0","  2.0","  0.0","246.0","  1.0","  0.0","  0.0","  0.0","  5.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA," 34.5","  0.0","  3.0","  5.0"," 15.0"," 37.0","  0.0","  3.0","  0.0","  3.0","  0.0","  5.0","  0.0","  0.0"," 15.0"," 40.0","  0.0","  2.0","172.0","  0.0"," 47.0","  0.0","  0.0","  0.0","  7.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","145.0","  0.0","  1.0","150.0","  1.0","  1.0","  2.0","  4.0"," 22.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0"
NA,NA,NA," 16.5","  0.0","  8.0","  6.0"," 19.0"," 61.0","  0.0","  0.0","  1.0","  1.0","  0.0","  8.0","  0.0","  0.0","  9.0","  2.0","  0.0","  1.0"," 32.0","  0.0"," 17.0","  0.0","  0.0","  0.0","  4.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","188.0","  1.0","  0.0","180.0","  3.0","  0.0","  1.0","  0.0","  3.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0"
NA,NA,NA," 66.5","  1.0","  2.0","  3.0","  9.0"," 30.0","  4.0","  5.0","  0.0","  2.0","  0.0"," 12.0","  0.0","  2.0"," 36.0","  2.0","  0.0","  0.0","120.0","  6.0","  9.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  2.0","  0.0","137.0","  1.0","  0.0","254.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA," 26.5","  1.0","  3.0","  6.0"," 18.0"," 36.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 19.0","  0.0","  7.0"," 19.0"," 12.0","  0.0","  1.0"," 10.0","  1.0"," 71.0","  0.0","  0.0","  0.0","  2.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","202.0","  0.0","  0.0","110.0","  1.0","  0.0","  0.0","  6.0","  0.0","  1.0","  0.0","  5.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0"
NA,NA,NA," 82.5","  0.0","  4.0"," 11.0","  9.0"," 28.0","  5.0","  5.0","  1.0","  0.0","  0.0","  7.0","  1.0","  0.0"," 44.0","  5.0","  0.0","  1.0"," 84.0","  3.0"," 15.0","  0.0","  0.0","  0.0","  5.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  1.0","  0.0","139.0","  1.0","  0.0","225.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  5.0","  0.0","  1.0","  0.0"
NA,NA,NA," 30.5","  3.0","  3.0","  6.0"," 27.0"," 32.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 14.0","  0.0","  2.0"," 16.0"," 12.0","  0.0","  0.0"," 16.0","  1.0"," 51.0","  0.0","  0.0","  0.0","  2.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","168.0","  0.0","  0.0","162.0","  0.0","  0.0","  2.0","  4.0","  5.0","  0.0","  1.0","  1.0","  0.0","  2.0","  0.0","  0.0","  1.0","  0.0"
