"Sample age (cal yr BP) [cal yr BP]","Depth (cm) [cm]","Acacia t.","Adansonia digitata","Adenium","Aerva type","Aeschynomene","Alchornea","Allophylus t.","Alternanthera t.","Amaranthaceae undif.","Ambrosia t.","Ammannia t.","Anacardiaceae undiff.","Anthostema","Artemisia","Asteroideae undif.","Asystasia","Balanites","Blighia","Bombax","Bridelia","Caesalpinia","Caesalpinioideae","Caperonia","Capparaceae undif.","Caryophyllaceae undif.","Cassia","Cayratia","Ceiba","Celastraceae undif.","Celtis","Centaurea","Chrysobalanus t.","Cichorieae","Cissus t.","Cleome","Clusiaceae undif.","Combretaceae","Commelina","Cyperaceae","Detarium","Dialium","Dichrostachys","Diospyros/Euclea t.","Elaeis","Erythrococca/Micrococca","Euphorbia t.","Euphorbiaceae undif.","Faboideae Undif.","Fern","Fern-Lycopodiaceae","Ficus","Galium t.","Gardenia","Grewioideae","Harungana","Indeterminable","Ipomoea","Justicia t.","Kedrostis","Kohautia","Lamiaceae undif.","Landolphia","Lannea","Lepisanthes","Lophira","Lotus t.","Macaranga","Mallotus","Malva undif.","Maytenus","Meliaceae undif.","Mitracarpus","Mitragyna/Hallea","Monoletes","Moraceae undif.","Musanga","Myriophyllum alterniflorum t.","Myrtaceae undif.","Nauclea","Nymphaea","Ocimum","Onagraceae","Ormocarpum t.","Pancovia","Parkia","Petaloid monocot","Phoenix t.","Phyllanthus amarus","Phyllanthus undif.","Plantago","Poaceae","Polygala","Polygonum t.","Portulacaceae t.","Potamogeton","Prosopis t.","Pseudospondias microcarpa","Resedaceae undiff.","Rhamnaceae undif.","Rhizophora","Rubiaceae undif.","Rutaceae undif.","Salix","Salvadora","Sapindaceae undif.","Sapotaceae undif.","Scrophulariaceae undif.","Searsia","Securinega  t.","Sesbania","Sorindeia juglandifolia","Spergularia t.","Spermacoce","Spores","Syzygium t.","Tabernaemontana","Tamarix","Tapinanthus","Teclea","Tetracera alnifolia","Thickness (cm) [cm]","Tilia","Treculia","Trema","Trifolium t.","Triletes","Typha","Uapaca","Urtica t.","Verbena t.","Verbenaceae undif.","Vitaceae undif.","Ximenia","Zanthoxylum","Zygophyllaceae undif.","Zygophyllum t."
"8371.18"," 316.00","   0.00","   0.00","   0.00","   0.00","   0.00"," 159.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   2.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   7.00","   5.00"," 134.00","   1.00","   0.00","   0.00","   0.00","   3.00","   0.00","   4.00","   0.00","   0.00","  57.00","   0.00","   7.00","   0.00","   0.00","   0.00","   0.00","  76.00","   3.00","   0.00","   0.00","   1.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","  66.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00"," 136.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00"," 157.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   8.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00"," 252.00","   0.00","  13.00","   0.00","   0.00","  26.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   1.00","   0.00"
"8690.332"," 330.000","   0.000","   0.000","   0.000","   0.000","   0.000","  78.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","  49.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  54.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","  22.000","   2.000","   0.000","   0.000","   1.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000"," 173.000","   0.000","   0.000","   0.000","   0.000","   2.000","   4.000"," 156.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","  71.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000"," 263.000","   0.000","  23.000","   0.000","   0.000","  13.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000"
"9055.077"," 346.000","   0.000","   0.000","   0.000","   0.000","   0.000","  11.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   1.000"," 150.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","  22.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","  73.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000"," 223.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   1.000","   0.000","   0.000","   0.000"," 115.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   8.000"," 164.000","   0.000","   6.000","   0.000","   0.000","   7.000","   2.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"9305.84"," 357.00","   0.00","   0.00","   0.00","   0.00","   0.00","  70.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   7.00","   1.00"," 113.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   2.00","   0.00","  75.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  60.00","   3.00","   0.00","   0.00","   2.00","   0.00","   0.00","   5.00","   0.00","   0.00","   0.00","  20.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","  78.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"," 123.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   5.00","   0.00","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"," 135.00","   0.00","  25.00","   0.00","   0.00","  10.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"9351.433"," 359.000","   0.000","   0.000","   0.000","   0.000","   0.000","  92.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   2.000","   1.000","  82.000","   2.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","  67.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","  58.000","   2.000","   0.000","   0.000","   2.000","   4.000","   0.000","   5.000","   0.000","   0.000","   0.000","  20.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000"," 106.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000"," 109.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","  10.000","   0.000","   9.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  49.000","   0.000","   7.000","   0.000","   0.000","  12.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"9488.212"," 365.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 229.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000"," 101.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000"," 128.000","   0.000","   3.000","   1.000","   0.000","   0.000","   0.000","  91.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","  53.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000"," 223.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000"," 137.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   6.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  47.000","   0.000","  20.000","   0.000","   0.000","   8.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"9624.991"," 371.000","   1.000","   0.000","   0.000","   0.000","   0.000","  11.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  10.000","   0.000","  85.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   1.000","   0.000","   0.000","   7.000","   0.000","   5.000","   3.000","   0.000","   0.000","   0.000","  88.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   9.000","   0.000","   0.000","   0.000","  18.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  43.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","  71.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  13.000","   0.000","  10.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  21.000","   0.000","   8.000","   0.000","   0.000","  51.000","   2.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"9761.771"," 377.000","   0.000","   0.000","   0.000","   0.000","   0.000","  18.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","  55.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","  39.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","  11.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  51.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   2.000","   0.000","   0.000","   0.000","  49.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   3.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   5.000","   0.000","   0.000","  14.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"9966.94"," 386.00","   1.00","   0.00","   0.00","   0.00","   0.00","  32.00","   0.00","   0.00","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  21.00","   0.00"," 159.00","   0.00","   0.00","   0.00","   0.00","  25.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   4.00","   0.00","   0.00","   0.00","  48.00","   0.00","   0.00","   2.00","   1.00","   0.00","   0.00","  10.00","   0.00","   0.00","   0.00","  18.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","  55.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  84.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","  18.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","  15.00","   0.00","   0.00","  14.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"10308.89","  401.00","    0.00","    0.00","    0.00","    0.00","    0.00","  118.00","    0.00","    0.00","    1.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    5.00","    0.00","  139.00","    0.00","    0.00","    0.00","    0.00","   22.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","   59.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","  101.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   17.00","    0.00","    0.00","    0.00","   36.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    1.00","    0.00","    0.00","    2.00","    2.00","    0.00","    0.00","    0.00","    0.00","    1.00","   17.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00"
