"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acacia t.","Acanthus","Acer","Aesculus","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Apiaceae undif.","Apium t.","Artemisia","Asphodelus t.","Asteroideae undif.","Boraginaceae undif.","Brassicaceae","Campanulaceae","Cannabis","Cardueae undif.","Carpinus","Carya","Caryophyllaceae undif.","Casuarina","Cedrus","Celtis","Centaurea","Ceratonia","Cichorieae","Cistaceae","Convolvulaceae","Corylus","Cupressaceae","Cyperaceae","Dipsacaceae","Echinops","Echium t.","Elaeagnus","Ephedra","Erica t.","Erodium","Eucalyptus","Euphorbiaceae undif.","Fabaceae Undif.","Fagus","Fern","Fern-Equisetophyta","Fraxinus","Galium t.","Geranium","Hypericum undif.","Indeterminable","Juglans","Lamiaceae undif.","Lemnaceae","Linum t.","Lycopodium spike","Lythrum","Mercurialis","Myriophyllum undif.","Olea t.","Onagraceae","Ononis t.","Papaver t.","Paronychieae","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Polypodiophyta (trilete)","Populus","Potamogeton","Potentilla t.","Prunus t.","Quercus deciduous","Quercus evergreen","Quercus undif.","Ranunculaceae undif.","Rhamnus","Rosa t.","Rosaceae undif.","Rumex t.","Salix","Sambucus","Sarcopoterium","Scrophulariaceae undif.","Searsia","Secale","Solanum","Tamarix","Thalictrum","Theligonum","Thymelaeaceae undif.","Tilia","Trifolium t.","Typha","Ulmus t.","Urtica t.","Vitis","Zea","Ziziphus/Paliurus"
"390.0",NA,NA," 71.5","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 14.0","  0.0","  5.0","  0.0"," 19.0","  0.0","  9.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  9.0","  0.0","  0.0","  0.0","  3.0","  9.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  5.0","  0.0","  2.0","  0.0","  0.0","234.0","  0.0","  0.0","624.0"," 10.0","  0.0","  0.0","  0.0","  9.0","  0.0","  0.0","  0.0","  0.0"," 11.0"," 18.0"," 10.0","  2.0","  0.0","193.0","  2.0","  0.0","  1.0","  0.0"," 16.0","  0.0","  0.0"," 61.0","530.0","  3.0","  7.0","  0.0","  2.0","  1.0","  3.0","  0.0","  0.0"," 13.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0"
"404.1",NA,NA," 73.5","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0"," 33.0","  0.0","  7.0","  0.0","  1.0","  0.0","  0.0","  1.0","  1.0","  0.0","  3.0","  0.0","  0.0","  0.0","  1.0","  1.0","  4.0","  0.0","  0.0","  1.0","  0.0","  7.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  2.0","  1.0","  0.0","  0.0","  0.0","224.0","  0.0","  0.0","580.0"," 20.0","  0.0","  0.0","  0.0","  7.0","  0.0","  0.0","  1.0","  0.0","  7.0"," 21.0"," 15.0","  3.0","  0.0","184.0","  4.0","  2.0","  1.0","  0.0"," 16.0","  0.0","  0.0"," 63.0","530.0","  1.0","  6.0","  0.0","  1.0","  6.0","  3.0","  0.0","  0.0"," 19.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  1.0","  0.0","  4.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0"
"439.7",NA,NA," 78.5","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0"," 22.0","  0.0","  4.0","  0.0"," 29.0","  0.0","  8.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  1.0","  0.0"," 10.0","  0.0","  0.0","  1.0","  2.0","  6.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  1.0","  0.0","  0.0","  0.0","194.0","  0.0","  0.0","450.0"," 18.0","  0.0","  0.0","  1.0"," 12.0","  0.0","  0.0","  0.0","  0.0","  7.0"," 14.0"," 15.0","  1.0","  0.0","180.0","  3.0","  0.0","  0.0","  0.0"," 21.0","  0.0","  0.0"," 45.0","524.0","  0.0","  9.0","  0.0","  1.0","  0.0","  5.0","  0.0","  0.0"," 21.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  2.0","  0.0","  0.0"
"446.9",NA,NA," 79.5","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0"," 43.0","  0.0","  4.0","  0.0"," 39.0","  0.0"," 10.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  4.0","  0.0","  1.0","  0.0","  5.0","  0.0"," 10.0","  0.0","  0.0","  0.0","  1.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0"," 12.0","  6.0","  0.0","  0.0","  0.0","432.0","  0.0","  0.0","591.0"," 23.0","  0.0","  0.0","  0.0"," 11.0","  0.0","  0.0","  2.0","  1.0"," 18.0"," 19.0"," 11.0","  1.0","  0.0","173.0","  5.0","  2.0","  0.0","  0.0"," 10.0","  0.0","  0.0"," 45.0","521.0","  3.0","  5.0","  0.0","  1.0","  1.0","  2.0","  1.0","  0.0"," 34.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"489.6",NA,NA," 85.5","  0.0","  0.0","  0.0","  0.0","  0.0","  5.0","  0.0","  1.0"," 41.0","  0.0","  5.0","  0.0"," 48.0","  1.0"," 17.0","  0.0","  2.0","  0.0","  0.0","  4.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  9.0","  0.0"," 29.0","  0.0","  0.0","  0.0","  2.0"," 14.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  1.0","  0.0","  0.0","  2.0","  0.0","  0.0"," 12.0","  4.0","  1.0","  0.0","  0.0","408.0","  1.0","  0.0","519.0"," 22.0","  0.0","  0.0","  2.0"," 15.0","  0.0","  0.0","  0.0","  0.0"," 17.0"," 29.0"," 15.0","  3.0","  0.0","278.0","  4.0","  1.0","  3.0","  0.0"," 48.0","  0.0","  0.0"," 38.0","352.0","  0.0"," 17.0","  0.0","  3.0","  2.0","  8.0","  0.0","  0.0"," 31.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0"
"519.0",NA,NA," 89.5","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  3.0"," 52.0","  0.0","  7.0","  0.0"," 55.0","  0.0"," 23.0","  0.0","  1.0","  0.0","  0.0","  1.0","  3.0","  0.0","  4.0","  0.0","  0.0","  0.0","  4.0","  0.0"," 14.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  7.0","  6.0","  1.0","  0.0","  0.0","446.0","  0.0","  0.0","599.0"," 45.0","  0.0","  0.0","  0.0"," 12.0","  1.0","  0.0","  1.0","  0.0"," 17.0"," 26.0"," 20.0","  0.0","  1.0","242.0","  7.0","  3.0","  3.0","  0.0"," 16.0","  0.0","  0.0"," 70.0","374.0","  6.0"," 17.0","  0.0","  5.0","  3.0","  2.0","  1.0","  0.0"," 27.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0"
"546.8",NA,NA," 93.5","  0.0","  0.0","  0.0","  0.0","  0.0","  6.0","  1.0","  0.0"," 89.0","  0.0","  7.0","  0.0"," 45.0","  0.0"," 18.0","  0.0","  5.0","  0.0","  0.0","  2.0","  1.0","  0.0","  4.0","  0.0","  0.0","  0.0","  4.0","  0.0"," 11.0","  2.0","  0.0","  0.0","  4.0","  6.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  3.0","  0.0","  0.0","  7.0","  3.0","  0.0","  0.0","  0.0","288.0","  0.0","  0.0","683.0"," 25.0","  0.0","  0.0","  1.0"," 11.0","  0.0","  0.0","  1.0","  0.0"," 17.0","  9.0","  6.0","  0.0","  0.0","191.0","  3.0","  1.0","  1.0","  0.0"," 22.0","  0.0","  0.0"," 79.0","385.0","  1.0"," 21.0","  0.0","  0.0","  0.0","  6.0","  1.0","  0.0"," 21.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  3.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"560.7",NA,NA," 95.5","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  1.0"," 91.0","  0.0","  3.0","  0.0"," 52.0","  0.0"," 19.0","  0.0","  2.0","  1.0","  0.0","  1.0","  1.0","  0.0","  2.0","  0.0","  0.0","  0.0","  2.0","  0.0"," 15.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  9.0","  3.0","  3.0","  0.0","  0.0","377.0","  0.0","  0.0","736.0"," 38.0","  0.0","  0.0","  0.0"," 13.0","  0.0","  1.0","  0.0","  0.0"," 22.0"," 20.0"," 14.0","  0.0","  0.0","179.0","  8.0","  1.0","  3.0","  0.0"," 10.0","  0.0","  0.0","138.0","358.0","  9.0"," 30.0","  0.0","  0.0","  0.0","  4.0","  1.0","  0.0"," 18.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"589.4",NA,NA," 99.5","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  3.0"," 92.0","  0.0","  2.0","  0.0"," 18.0","  0.0"," 18.0","  0.0","  3.0","  0.0","  0.0","  1.0","  0.0","  0.0","  5.0","  0.0","  0.0","  0.0","  0.0","  1.0"," 17.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  2.0","  0.0","  0.0","  1.0","  1.0","  1.0","  9.0","  1.0","  1.0","  0.0","  0.0","159.0","  0.0","  0.0","359.0"," 43.0","  1.0","  0.0","  0.0","  5.0","  2.0","  1.0","  0.0","  0.0"," 11.0"," 16.0"," 12.0","  0.0","  0.0","101.0"," 14.0","  3.0","  3.0","  0.0","  7.0","  0.0","  0.0","123.0","490.0","  8.0"," 84.0","  0.0","  1.0","  3.0","  1.0","  2.0","  0.0"," 19.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0"
"607.8",NA,NA,"102.5","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  3.0","164.0","  0.0","  7.0","  0.0"," 25.0","  1.0"," 13.0","  0.0","  6.0","  0.0","  0.0","  1.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0"," 12.0","  1.0","  0.0","  0.0","  0.0"," 10.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  2.0","  0.0","  0.0"," 13.0","  1.0","  2.0","  0.0","  0.0","186.0","  0.0","  0.0","396.0"," 18.0","  0.0","  0.0","  1.0","  2.0","  1.0","  0.0","  2.0","  0.0","  7.0","  8.0","  6.0","  0.0","  0.0"," 99.0","  3.0","  2.0","  1.0","  0.0","  7.0","  0.0","  0.0","120.0","591.0","  3.0"," 47.0","  0.0","  2.0","  2.0","  1.0","  0.0","  0.0"," 20.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  2.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"627.1",NA,NA,"105.5","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","126.0","  0.0","  1.0","  0.0"," 23.0","  0.0"," 10.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0"," 10.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 12.0","  0.0","  1.0","  0.0","  0.0","217.0","  0.0","  0.0","276.0"," 46.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0"," 17.0","  9.0","  4.0","  0.0","  0.0"," 81.0","  2.0","  4.0","  2.0","  0.0","  3.0","  0.0","  0.0","189.0","424.0"," 12.0"," 69.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0"," 14.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"646.9",NA,NA,"107.5","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","104.0","  0.0","  3.0","  0.0"," 26.0","  0.0","  9.0","  0.0","  3.0","  0.0","  0.0","  1.0","  1.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 13.0","  0.0","  0.0","  0.0","  0.0"," 14.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  5.0","  3.0","  1.0","  0.0","  0.0","161.0","  0.0","  0.0","310.0"," 38.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0"," 18.0"," 13.0","  9.0","  0.0","  0.0"," 96.0","  4.0","  6.0","  1.0","  0.0","  4.0","  0.0","  0.0","110.0","480.0","  8.0"," 76.0","  0.0","  0.0","  2.0","  0.0","  1.0","  0.0"," 13.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"677.2",NA,NA,"110.5","  0.0","  0.0","  0.0","  0.0","  0.0"," 10.0","  0.0","  1.0"," 21.0","  0.0","  7.0","  0.0"," 25.0","  0.0"," 15.0","  0.0","  3.0","  0.0","  0.0","  1.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  1.0","  0.0"," 19.0","  1.0","  0.0","  0.0","  0.0","  5.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  6.0","  4.0","  1.0","  0.0","  0.0"," 97.0","  0.0","  0.0","426.0"," 22.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 14.0","  4.0","  6.0","  0.0","  0.0","135.0","  2.0","  3.0","  2.0","  0.0"," 11.0","  0.0","  0.0","116.0","505.0","  1.0"," 55.0","  0.0","  1.0","  2.0","  2.0","  0.0","  0.0"," 18.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"727.6",NA,NA,"114.5","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","116.0","  0.0","  3.0","  0.0"," 23.0","  0.0"," 14.0","  0.0","  4.0","  0.0","  0.0","  4.0","  1.0","  0.0","  3.0","  0.0","  0.0","  0.0","  1.0","  0.0"," 17.0","  0.0","  0.0","  0.0","  0.0","  8.0","  2.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 13.0","  3.0","  0.0","  0.0","  0.0","143.0","  0.0","  0.0","270.0"," 40.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0"," 11.0"," 11.0","  3.0","  0.0","  0.0"," 56.0","  3.0","  0.0","  2.0","  0.0","  4.0","  0.0","  0.0"," 71.0","571.0"," 15.0"," 85.0","  0.0","  0.0","  1.0","  1.0","  1.0","  0.0"," 18.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0"
"789.9",NA,NA,"119.5","  0.0","  0.0","  0.0","  0.0","  0.0"," 25.0","  0.0","  0.0"," 62.0","  0.0","  4.0","  0.0"," 24.0","  0.0","  9.0","  0.0","  3.0","  0.0","  0.0","  2.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  2.0","  0.0"," 15.0","  3.0","  0.0","  0.0","  0.0"," 10.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 23.0","  0.0","  1.0","  0.0","  0.0","106.0","  0.0","  0.0","225.0"," 30.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0"," 13.0","  5.0","  5.0","  0.0","  0.0","104.0","  0.0","  2.0","  3.0","  0.0","  6.0","  0.0","  0.0"," 74.0","547.0","  3.0"," 27.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  9.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"854.9",NA,NA,"124.5","  0.0","  0.0","  0.0","  0.0","  0.0"," 48.0","  0.0","  1.0"," 55.0","  0.0","  1.0","  0.0"," 24.0","  0.0"," 11.0","  0.0","  0.0","  1.0","  0.0","  2.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 13.0","  0.0","  0.0","  1.0","  0.0"," 10.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  2.0","  0.0","  0.0","  1.0","  0.0","  0.0"," 23.0","  2.0","  0.0","  0.0","  0.0","213.0","  0.0","  0.0","307.0"," 39.0","  0.0","  2.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0"," 18.0","  8.0","  5.0","  0.0","  0.0"," 97.0","  9.0","  3.0","  1.0","  0.0"," 10.0","  0.0","  0.0"," 64.0","491.0"," 12.0"," 77.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0"," 18.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  1.0"
"918.8",NA,NA,"129.5","  0.0","  0.0","  0.0","  0.0","  0.0","110.0","  0.0","  1.0"," 15.0","  0.0","  0.0","  0.0"," 21.0","  0.0"," 10.0","  0.0","  2.0","  0.0","  0.0","  1.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  1.0","  1.0"," 14.0","  0.0","  0.0","  1.0","  1.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  2.0","  0.0","  0.0","  1.0","  0.0","  0.0","  8.0","  3.0","  0.0","  0.0","  0.0","214.0","  0.0","  0.0","327.0"," 73.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 16.0"," 19.0"," 15.0","  0.0","  0.0","142.0"," 12.0","  6.0","  1.0","  0.0"," 31.0","  0.0","  0.0"," 42.0","461.0","  8.0","129.0","  0.0","  0.0","  0.0","  2.0","  1.0","  0.0"," 22.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  1.0","  1.0","  0.0","  1.0","  3.0","  0.0","  0.0"
"983.9",NA,NA,"134.5","  0.0","  0.0","  0.0","  0.0","  0.0"," 87.0","  0.0","  0.0","  8.0","  0.0","  3.0","  0.0"," 16.0","  0.0","  6.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  1.0","  0.0","  8.0","  0.0","  0.0","  0.0","  3.0","  7.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0"," 12.0","  2.0","  0.0","  0.0","  0.0","132.0","  0.0","  0.0","276.0"," 65.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0"," 23.0"," 10.0"," 11.0","  1.0","  0.0","153.0","  6.0","  2.0","  1.0","  0.0"," 16.0","  0.0","  0.0"," 41.0","452.0","  4.0"," 95.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0"," 31.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"1046.9",NA,NA," 139.5","   0.0","   0.0","   0.0","   0.0","   0.0"," 159.0","   0.0","   0.0","   2.0","   0.0","   3.0","   0.0","  10.0","   0.0","   7.0","   0.0","   1.0","   1.0","   1.0","   1.0","   1.0","   0.0","   1.0","   0.0","   2.0","   0.0","   1.0","   0.0","  15.0","   1.0","   0.0","   0.0","   8.0","  13.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   7.0","   7.0","   0.0","   0.0","   1.0"," 200.0","   0.0","   0.0"," 306.0","  67.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","  29.0","  19.0","  17.0","   1.0","   0.0"," 131.0","   7.0","   8.0","   1.0","   0.0","  12.0","   0.0","   0.0","  45.0"," 448.0","  10.0"," 134.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","  24.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"1072.4",NA,NA," 141.5","   0.0","   0.0","   0.0","   0.0","   0.0"," 128.0","   0.0","   0.0","  16.0","   0.0","   3.0","   0.0","  29.0","   0.0","   6.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   3.0","   0.0","  11.0","   0.0","   0.0","   0.0","  13.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   2.0","   1.0","   0.0","   0.0","   0.0","   9.0","   1.0","   0.0","   0.0","   0.0"," 129.0","   0.0","   0.0"," 222.0"," 113.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   2.0","   0.0","  24.0","  11.0","  16.0","   1.0","   0.0"," 163.0","   1.0","   4.0","   0.0","   0.0","  21.0","   0.0","   0.0","  26.0"," 445.0","   2.0","  98.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","  27.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0"
"1098.2",NA,NA," 143.5","   0.0","   0.0","   0.0","   0.0","   0.0"," 245.0","   0.0","   1.0","  12.0","   0.0","   4.0","   0.0","  25.0","   0.0","  16.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","  23.0","   0.0","   0.0","   0.0","  32.0","  11.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   1.0","   4.0","   3.0","   1.0","   0.0","   0.0"," 277.0","   0.0","   0.0"," 255.0"," 172.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","  42.0","  10.0","   7.0","   4.0","   0.0"," 229.0","   3.0","   6.0","   0.0","   0.0","  38.0","   0.0","   0.0","  20.0"," 266.0","   0.0"," 102.0","   0.0","   1.0","   2.0","   2.0","   0.0","   0.0","  41.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"1124.9",NA,NA," 145.5","   0.0","   0.0","   0.0","   0.0","   0.0","  37.0","   0.0","   1.0","  12.0","   0.0","  10.0","   0.0","  28.0","   0.0","  34.0","   1.0","   2.0","   2.0","   1.0","   2.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   5.0","   0.0","  42.0","   1.0","   0.0","   0.0","  44.0","  13.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","  12.0","  16.0","   7.0","   2.0","   0.0","   0.0"," 329.0","   0.0","   0.0"," 259.0"," 270.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","  49.0","  10.0","  12.0","   1.0","   0.0"," 220.0","   6.0","   9.0","   2.0","   0.0","  85.0","   0.0","   0.0","  11.0","  71.0","   1.0"," 102.0","   0.0","   0.0","   7.0","   2.0","   1.0","   0.0","  48.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   3.0","   0.0","   0.0","   4.0","   1.0","   0.0","   1.0","   3.0","   0.0","   1.0"
"1153.2",NA,NA," 147.5","   0.0","   0.0","   0.0","   0.0","   0.0","  20.0","   0.0","   1.0","  20.0","   1.0","   8.0","   0.0","  32.0","   0.0","  21.0","   0.0","   3.0","   0.0","   2.0","   6.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   5.0","   0.0","  66.0","   1.0","   0.0","   0.0","  30.0","  16.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   7.0","  10.0","  17.0","   1.0","   0.0","   0.0"," 352.0","   0.0","   0.0"," 221.0"," 278.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  32.0","   8.0","  15.0","   2.0","   0.0"," 209.0","   2.0","  10.0","   2.0","   0.0","  79.0","   0.0","   0.0","  14.0","  50.0","   1.0"," 109.0","   0.0","   0.0","   1.0","   5.0","   0.0","   0.0","  28.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   4.0","   0.0","   0.0","   3.0","   4.0","   0.0","   0.0"
