"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acacia t.","Acanthus","Acer","Aesculus","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Apiaceae undif.","Apium t.","Artemisia","Asphodelus t.","Asteroideae undif.","Boraginaceae undif.","Brassicaceae","Campanulaceae","Cannabis","Cardueae undif.","Carpinus","Carya","Caryophyllaceae undif.","Casuarina","Cedrus","Celtis","Centaurea","Ceratonia","Cichorieae","Cistaceae","Convolvulaceae","Corylus","Cupressaceae","Cyperaceae","Dipsacaceae","Echinops","Echium t.","Elaeagnus","Ephedra","Erica t.","Erodium","Eucalyptus","Euphorbiaceae undif.","Fabaceae Undif.","Fagus","Fern","Fern-Equisetophyta","Fraxinus","Galium t.","Geranium","Hypericum undif.","Indeterminable","Juglans","Lamiaceae undif.","Lemnaceae","Linum t.","Lycopodium spike","Lythrum","Mercurialis","Myriophyllum undif.","Olea t.","Onagraceae","Ononis t.","Papaver t.","Paronychieae","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Polypodiophyta (trilete)","Populus","Potamogeton","Potentilla t.","Prunus t.","Quercus deciduous","Quercus evergreen","Quercus undif.","Ranunculaceae undif.","Rhamnus","Rosa t.","Rosaceae undif.","Rumex t.","Salix","Sambucus","Sarcopoterium","Scrophulariaceae undif.","Searsia","Secale","Solanum","Tamarix","Thalictrum","Theligonum","Thymelaeaceae undif.","Tilia","Trifolium t.","Typha","Ulmus t.","Urtica t.","Vitis","Zea","Ziziphus/Paliurus"
"2807.9",NA,NA," 321.5","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  10.0","   0.0","   2.0","   0.0","  10.0","   2.0","   5.0","   0.0","   2.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","  11.0","   3.0","   0.0","   0.0","   0.0","   6.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   1.0","   0.0","   0.0","  89.0","   0.0","   0.0","  73.0","  11.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","   1.0","   4.0","   2.0","   0.0","   0.0","  75.0","   8.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0"," 922.0","  51.0","   0.0","   1.0","   0.0","   2.0","   1.0","   4.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0"
"2836.8",NA,NA," 326.5","   0.0","   0.0","   0.0","   0.0","   0.0","  24.0","   0.0","   0.0","  15.0","   0.0","   3.0","   0.0","  14.0","   0.0","   9.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","  14.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","  81.0","   0.0","   0.0","  39.0","  14.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   4.0","   4.0","   3.0","   0.0","   0.0","  75.0","   3.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0"," 850.0","  54.0","   1.0","   5.0","   0.0","   2.0","   3.0","   3.0","   1.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   3.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0"
"2884.3",NA,NA," 331.5","   0.0","   0.0","   0.0","   0.0","   0.0","  15.0","   0.0","   0.0","   8.0","   0.0","   8.0","   0.0","   8.0","   0.0","  16.0","   0.0","   2.0","   0.0","   0.0","   2.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  23.0","   1.0","   0.0","   0.0","   1.0","  16.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   2.0","   0.0","   0.0"," 133.0","   0.0","   0.0","  49.0","   9.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   7.0","   2.0","   3.0","   0.0","   0.0","  61.0","   9.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0"," 798.0","  44.0","   0.0","   1.0","   0.0","   3.0","   3.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"2934.5",NA,NA," 336.5","   0.0","   0.0","   0.0","   0.0","   0.0","  22.0","   0.0","   0.0","  14.0","   1.0","   7.0","   0.0","  13.0","   1.0","  14.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   1.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","  87.0","   0.0","   0.0","  53.0","  17.0","   0.0","   0.0","   0.0","   5.0","   0.0","   1.0","   0.0","   0.0","   3.0","  10.0","   2.0","   0.0","   0.0","  70.0","   4.0","   1.0","   0.0","   1.0","   1.0","   0.0","   0.0"," 774.0","  47.0","   2.0","   4.0","   0.0","   1.0","   2.0","   1.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0"
"2984.6",NA,NA," 341.5","   0.0","   0.0","   0.0","   0.0","   0.0","  20.0","   0.0","   0.0","  14.0","   0.0","   4.0","   0.0","   4.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","   1.0","   2.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   1.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0"," 107.0","   0.0","   0.0","  50.0","  15.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0","   6.0","   2.0","   0.0","   0.0","  68.0","   4.0","   0.0","   1.0","   0.0","   5.0","   0.0","   1.0"," 801.0","  36.0","   0.0","   2.0","   0.0","   3.0","   2.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"3036.1",NA,NA," 346.5","   0.0","   0.0","   0.0","   1.0","   0.0","  60.0","   0.0","   0.0","  24.0","   0.0","  16.0","   0.0","   5.0","   0.0","   9.0","   0.0","   2.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","  15.0","   0.0","   0.0","   1.0","   0.0","   8.0","   1.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   3.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0"," 129.0","   1.0","   0.0","  73.0","  17.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   4.0","  12.0","   4.0","   0.0","   0.0"," 113.0","   4.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0"," 764.0","  67.0","   1.0","   2.0","   0.0","   1.0","   2.0","   1.0","   0.0","   0.0","   1.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0"
"3087.4",NA,NA," 351.5","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  15.0","   0.0","   7.0","   0.0","   8.0","   0.0","   7.0","   0.0","   3.0","   0.0","   0.0","   2.0","   0.0","   0.0","   5.0","   0.0","   1.0","   0.0","   1.0","   0.0","   8.0","   1.0","   0.0","   1.0","   1.0","  16.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0"," 143.0","   0.0","   0.0","   4.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   4.0","   6.0","   0.0","   0.0","   0.0"," 105.0","   9.0","   1.0","   0.0","   0.0","   5.0","   0.0","   0.0"," 782.0","  87.0","   1.0","   0.0","   0.0","   1.0","   1.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"3141.0",NA,NA," 356.5","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","  19.0","   0.0","   7.0","   0.0","  13.0","   0.0","   9.0","   0.0","   3.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   5.0","   0.0","   0.0","   0.0","   2.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0"," 130.0","   0.0","   0.0","  18.0","   7.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","   2.0","  10.0","   3.0","   0.0","   0.0"," 112.0","   2.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0"," 693.0","  84.0","   6.0","   3.0","   0.0","   0.0","   1.0","   4.0","   2.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"3207.0",NA,NA," 361.5","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   1.0","   0.0","  32.0","   0.0","  12.0","   0.0","  20.0","   0.0","   7.0","   0.0","   4.0","   0.0","   0.0","   4.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   2.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","  13.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   4.0","   0.0","   4.0","   0.0","   0.0"," 166.0","   0.0","   1.0","  10.0","   9.0","   1.0","   0.0","   0.0","   3.0","   0.0","   1.0","   0.0","   0.0","   4.0","   6.0","   2.0","   0.0","   0.0"," 115.0","  14.0","   1.0","   0.0","   0.0","   9.0","   0.0","   0.0"," 620.0"," 115.0","   0.0","   0.0","   0.0","   1.0","   3.0","   1.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0"
"3256.0",NA,NA," 364.5","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","  25.0","   1.0","   5.0","   0.0","  17.0","   0.0","  16.0","   0.0","   2.0","   0.0","   0.0","   4.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  12.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   1.0","   0.0","   0.0"," 180.0","   0.0","   0.0","   5.0","  13.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   7.0","  10.0","   2.0","   0.0","   0.0"," 128.0","  11.0","   1.0","   1.0","   0.0","   3.0","   0.0","   0.0"," 670.0"," 115.0","   2.0","   2.0","   0.0","   0.0","   3.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0"
"3272.5",NA,NA," 365.5","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   1.0","   2.0","  26.0","   0.0","   8.0","   0.0","  15.0","   0.0","  13.0","   0.0","   1.0","   1.0","   0.0","   3.0","   0.0","   0.0","   4.0","   0.0","   1.0","   0.0","   1.0","   0.0","  10.0","   0.0","   0.0","   0.0","   1.0","  12.0","   1.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   2.0","   0.0","   0.0"," 181.0","   0.0","   1.0","   6.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   6.0","  13.0","   3.0","   0.0","   0.0"," 144.0","  10.0","   1.0","   0.0","   0.0","   4.0","   0.0","   0.0"," 777.0","  85.0","   4.0","   0.0","   0.0","   0.0","   4.0","   5.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0"
"3305.3",NA,NA," 367.5","   0.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   1.0","  30.0","   0.0","   5.0","   0.0","   6.0","   0.0","  16.0","   0.0","   2.0","   1.0","   0.0","   2.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   1.0","   0.0","  25.0","   1.0","   0.0","   0.0","   1.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   2.0","   0.0","   2.0","   0.0","   1.0","   2.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0","   0.0"," 143.0","   0.0","   0.0","   7.0","  12.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   6.0","   9.0","   5.0","   1.0","   0.0"," 117.0","   3.0","   4.0","   1.0","   0.0","   3.0","   0.0","   0.0"," 642.0"," 103.0","   8.0","   5.0","   0.0","   1.0","   7.0","   0.0","   2.0","   1.0","   1.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0"
"3354.0",NA,NA," 370.5","   1.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","  44.0","   1.0","   8.0","   0.0","  11.0","   0.0","  11.0","   0.0","   8.0","   0.0","   0.0","   1.0","   2.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","  21.0","   0.0","   0.0","   0.0","   1.0","   7.0","   2.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   3.0","   1.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0"," 138.0","   0.0","   0.0","  13.0","  13.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   1.0","   8.0","  15.0","   2.0","   0.0","   0.0"," 158.0","   5.0","   2.0","   0.0","   0.0","   4.0","   0.0","   0.0"," 710.0","  91.0","   4.0","   2.0","   0.0","   3.0","   3.0","   3.0","   5.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0"
"3433.0",NA,NA," 375.5","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   1.0","  28.0","   0.0","   3.0","   0.0","   9.0","   0.0","  20.0","   0.0","   4.0","   0.0","   0.0","   2.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  17.0","   0.0","   0.0","   0.0","   0.0","  13.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0"," 200.0","   0.0","   0.0","  12.0","   6.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","   8.0","   7.0","   1.0","   0.0","   0.0","  92.0","   7.0","   0.0","   1.0","   0.0","   4.0","   0.0","   0.0"," 767.0","  64.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   3.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"3515.9",NA,NA," 380.5","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","  35.0","   0.0","   6.0","   0.0","   4.0","   0.0","  10.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","  11.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0"," 106.0","   0.0","   0.0","  24.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   6.0","   7.0","   0.0","   0.0","   0.0","  73.0","   8.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0"," 865.0","  51.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"3593.2",NA,NA," 385.5","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","  37.0","   0.0","   2.0","   0.0","   6.0","   1.0","   6.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","   3.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0"," 113.0","   0.0","   0.0","  32.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   5.0","   2.0","   2.0","   0.0","   0.0","  64.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 920.0","  58.0","   1.0","   0.0","   0.0","   1.0","   1.0","   2.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0"
"3675.2",NA,NA," 390.5","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","  41.0","   0.0","   8.0","   0.0","   3.0","   0.0","  10.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0"," 121.0","   0.0","   0.0","  21.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   7.0","   7.0","   2.0","   0.0","   0.0","  70.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 832.0","  67.0","   2.0","   4.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0"
"3754.3",NA,NA," 395.5","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","  27.0","   0.0","   4.0","   0.0","  13.0","   1.0","  11.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","  12.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","  87.0","   0.0","   0.0"," 163.0","  14.0","   0.0","   0.0","   0.0","   2.0","   2.0","   1.0","   1.0","   0.0","   8.0","   4.0","   1.0","   0.0","   0.0","  55.0","   7.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0"," 865.0","  52.0","   0.0","   4.0","   0.0","   0.0","   1.0","   1.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"3801.9",NA,NA," 398.5","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","  41.0","   0.0","   4.0","   0.0","   6.0","   1.0","   8.0","   0.0","   4.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  13.0","   0.0","   1.0","   0.0","   0.0","  99.0","   0.0","   0.0"," 127.0","  11.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","  11.0","   4.0","   1.0","   0.0","   0.0","  44.0","   3.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0"," 722.0","  86.0","   6.0","   7.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"3869.8",NA,NA," 402.5","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   1.0","  38.0","   0.0","   2.0","   0.0","  10.0","   1.0","  12.0","   0.0","   0.0","   0.0","   0.0","   2.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","  95.0","   1.0","   0.0"," 247.0","  13.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","  19.0","   2.0","   2.0","   0.0","   0.0","  34.0","   8.0","   0.0","   1.0","   0.0","   3.0","   0.0","   0.0"," 785.0","  58.0","   0.0","   1.0","   0.0","   0.0","   1.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"3927.5",NA,NA," 405.5","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","  17.0","   1.0","   2.0","   0.0","   4.0","   0.0","   9.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","  10.0","   1.0","   0.0","   0.0","   1.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   1.0","   0.0","   0.0"," 108.0","   1.0","   0.0"," 134.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   9.0","   4.0","   1.0","   0.0","   0.0","  86.0","   4.0","   1.0","   0.0","   0.0","  25.0","   0.0","   0.0"," 814.0","  93.0","   0.0","  11.0","   0.0","   0.0","   2.0","   3.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0"
"4066.2",NA,NA," 410.5","   0.0","   0.0","   0.0","   0.0","   0.0","  37.0","   0.0","   0.0","  18.0","   0.0","   2.0","   0.0","  10.0","   0.0","  18.0","   0.0","   2.0","   1.0","   0.0","   1.0","   1.0","   0.0","   2.0","   0.0","   0.0","   0.0","   3.0","   0.0","   8.0","   1.0","   0.0","   0.0","   3.0","   7.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","  72.0","   0.0","   0.0","  13.0","  30.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   6.0","   5.0","   1.0","   3.0","   0.0","  71.0","   3.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0"," 657.0","  97.0","   5.0","  11.0","   0.0","   0.0","   2.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   2.0","   0.0","   0.0"
"4200.8",NA,NA," 415.5","   0.0","   0.0","   0.0","   0.0","   0.0","  40.0","   0.0","   0.0","  23.0","   0.0","   2.0","   0.0","   4.0","   0.0","  18.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","  19.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   5.0","   0.0","   0.0","  94.0","   0.0","   0.0","   6.0","  24.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","  12.0","   6.0","   1.0","   1.0","   0.0","  64.0","   8.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0"," 740.0","  99.0","   2.0","   9.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0"
