"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Algae","Alnus","Amaranthaceae undif.","Apiaceae undif.","Artemisia","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Buxus","Campanulaceae","Cannabaceae undif.","Carpinus","Caryophyllaceae undif.","Cedrus","Centaurea","Chamaerops","Cichorieae","Cistaceae","Convolvulaceae","Coriaria","Corylus","Crassulaceae","Cupressaceae","Cyperaceae","Dipsacaceae","Echium t.","Ephedra","Erica t.","Euphorbia t.","Fabaceae Undif.","Fraxinus","Geraniaceae undif.","Hedera","Lamiaceae undif.","Ligustrum","Lythrum","Malva undif.","Myriophyllum undif.","Myrtaceae undif.","Olea t.","Onagraceae","Papaver t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Pseudoschizaea","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rhamnus","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Salix","Sanguisorba t.","Sparganium","Tamarix","Thalictrum","Thymelaeaceae undif.","Tilia","Typha","Ulmus t.","Unknown","Urtica t.","Viburnum","Vitis"
"12031","12274","11824"," 1710","    0","    0","    0","    0","  102","   19","  106","   23","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","   45","    6","    0","    0","    0","    0","    2","    3","    0","    0","    8","    2","    2","    2","    1","    0","    0","    0","    0","    0","    0","    0","    0","   12","    0","    0","    0","    0","    0","    4","    6","    5","   20","    0","    1","    0","    0","    6","   46","    0","    0","    0","    0","    1","    0","    0","    7","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0"
"12601","12833","12400"," 1720","    0","    0","    0","    0","   35","    5","   34","   16","    1","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","   33","    6","    0","    0","    0","    0","    3","    1","    0","    0","    5","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    3","    7","    0","    0","    0","    1","    0","    5","    0","    7","    9","    1","    0","    0","    2","    7","   30","    1","    0","    0","    0","    2","    0","    0","   10","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0"
"13171","13397","12970"," 1730","    1","    0","    0","    1","   19","    2","   11","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   25","    3","    0","    0","    0","    0","    1","    0","    0","    0","    3","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    5","    0","    0","    0","    0","    0","    9","    0","   11","   16","    2","    0","    0","    1","    8","   32","    1","    0","    0","    0","    1","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1"
"13741","13962","13532"," 1740","    0","    0","    0","    0","    3","    2","   10","    8","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    8","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    2","    0","    2","    0","    0","    0","    0","    1","    3","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    1"
"14311","14528","14087"," 1750","    0","    1","    0","    0","    0","    0","    9","    2","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    6","    3","    0","    0","    1","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    4","    0","    0","    0","    0","    0","   13","    4","    0","    3","    0","    0","    0","    2","    3","    8","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"14881","15097","14642"," 1760","    0","    0","    0","    0","    3","    3","   12","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    4","    0","    2","    6","    0","    0","    0","   16","    3","   13","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0"
"15451","15669","15196"," 1770","    0","    0","    4","    0","    4","    0","    7","    6","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    2","    0","    0","    8","    0","    0","    0","    2","    2","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0"
"16591","16821","16305"," 1790","    0","    0","    0","    0","    3","    1","    2","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    4","    0","    0","    0","    0","    0","    7","    1","    7","    1","    0","    0","    0","    3","    5","    9","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"17730","17980","17405"," 1810","    1","    0","    0","    0","    0","    1","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   10","    0","    0","    1","    1","    0","    0","    0","    1","   10","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"18870","19153","18500"," 1830","    0","    0","    1","    0","    4","    1","    1","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    1","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    6","    1","    5","    5","    0","    0","    0","    1","    4","   13","    0","    1","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"20010","20334","19587"," 1850","    0","    0","    0","    0","   46","    1","    1","    3","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    2","    0","    0","    0","    0","    0","    1","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","   94","    0","    0","    0","    0","    0","   15","    2","   12","   13","    1","    0","    0","    2","   18","   36","    0","    0","    1","    0","    0","    0","    0","   34","    0","    0","    0","    0","    0","    0","    2","    0","    0","    1"
"20580","20927","20129"," 1860","    0","    0","    0","    0","   15","    0","    2","    0","    2","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   13","    0","    0","    0","    0","    0","    3","    1","    3","    6","    0","    0","    0","    2","    1","   16","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    1","    0","    0","    0","    1","    0","    0","    0"
