"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Sample quantity","Petasites","Abies","Acacia t.","Acanthus","Acer","Agrimonia","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anthemideae undif.","Anthoceros t.","Apiaceae undif.","Apium t.","Arbutus","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Buxus","Calligonum","Cannabis","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Celtis","Centaurea","Centranthus t.","Ceratophyllum","Chamaerops","Cichorieae","Cistaceae","Citrus","Clematis-type","Convolvulaceae","Coriaria","Corylus","Crassulaceae","Cupressaceae","Cuscuta","Cyperaceae","Dipsacaceae","Echium t.","Ephedra","Erica t.","Eucalyptus","Euphorbia t.","Fabaceae Undif.","Faboideae Undif.","Fagus","Fern","Fern-Equisetophyta","Ficus","Filipendula t.","Fraxinus","Fungi","Genisteae","Gentiana t.","Geranium","Hedera","Humulus","Hydrocotyle","Hypericum undif.","IsoÃ«tes","Juncaceae","Lamiaceae undif.","Ligustrum","Linum t.","Lotus t.","Lycopodium spike","Lycopodium tablets","Lysimachia","Lythrum","Matthiola","Menyanthes","Mercurialis","Morus","Myriophyllum spicatum/verticillatum t.","Myrtus","Olea t.","Ononis t.","Papaver t.","Paronychieae","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus subg. Pinus","Pinus subg. Strobus","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Potamogeton","Potentilla t.","Protist","Prunus t.","Psoralea","Quercus deciduous","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Resedaceae undiff.","Rhamnus","Riccia","Rosa t.","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Ruppia","Salix","Sambucus","Sanguisorba t.","Saxifragaceae","Scrophulariaceae undif.","Searsia","Solanum","Sparganium","Spergularia t.","Tamarix","Taxus","Thalictrum","Theligonum","Thymelaeaceae undif.","Tilia","Trachycarpus fortunei","Trifolium t.","Typha","Ulmus t.","Urtica t.","Utricularia","Valerianella","Verbena t.","Viburnum","Vitis","Zelkova"
" 3945.1200",NA,NA," 566","1",NA,"0","0","0","0","0","61","2","1","5","0","1","0","2","1","0","3","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","3","0","32","0","0","2","12","0","0","0","0","0","1","0","1","0","14","1","3","0","0","0","0","0","0","1","0","0","0","0","0","106","0","0","0","0","0","16","0","0","0","55","0","1","2","0","2","5","0","0","0","166","4","0","0","39","1","0","0","0","0","68","0","0","12","129","26","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","2","0","0","1","1","0","0","0","0","0","1","0","15","0","0","0","0","1","0"
" 4020.3490",NA,NA," 571","1",NA,"0","0","0","0","0","2","0","0","0","0","2","0","3","1","0","2","0","4","1","3","1","2","0","1","0","3","2","0","0","0","0","0","0","0","0","8","1","0","0","0","0","2","0","3","0","52","0","0","0","8","0","0","1","0","0","0","0","0","0","21","3","0","0","0","4","0","0","0","0","0","1","1","0","0","173","0","0","0","0","0","16","0","0","0","56","0","0","2","0","0","7","0","0","0","176","10","0","0","47","0","0","0","1","0","80","0","0","6","154","21","0","0","0","0","1","0","1","3","0","1","0","0","0","1","0","0","15","0","1","0","1","0","0","1","0","0","0","0","12","0","0","0","0","0","0"
" 4095.5780",NA,NA," 576","1",NA,"0","0","0","0","0","34","2","2","7","0","1","0","12","0","0","5","0","5","1","4","1","3","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0","1","0","22","0","0","1","7","0","0","0","0","1","1","0","0","0","25","0","0","0","0","1","0","0","0","0","0","0","0","0","0","156","0","1","0","0","0","18","0","0","0","52","0","0","2","0","0","6","0","0","0","156","10","0","0","54","0","0","0","1","0","111","0","0","15","120","17","1","0","0","0","2","0","1","4","3","0","0","0","0","0","0","0","2","1","0","0","1","1","0","0","0","0","5","0","28","0","0","0","0","0","0"
" 4185.8540",NA,NA," 582","1",NA,"0","0","0","0","0","44","0","2","9","0","1","0","6","1","0","0","0","5","2","4","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","1","0","16","0","0","0","9","0","0","0","1","3","2","0","0","0","9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","159","0","0","0","0","0","23","0","0","0","17","0","0","0","0","1","9","0","1","0","96","5","0","0","36","0","0","0","1","0","0","0","0","6","75","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","1","0","0","0","0","1","0","18","0","0","0","0","0","0"
" 4351.3580",NA,NA," 593","1",NA,"0","0","0","0","0","81","0","3","7","0","2","0","2","2","0","1","0","2","0","3","0","4","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","38","0","1","1","15","0","1","0","0","0","1","0","0","0","13","0","0","0","0","2","0","1","0","0","2","0","0","0","0","144","0","0","0","0","0","6","0","0","0","27","0","0","1","1","0","14","1","0","0","166","9","0","0","50","0","0","0","0","0","74","0","0","20","153","21","1","0","0","0","1","0","2","2","2","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","1","0","14","0","0","0","0","0","0"
" 4456.6790",NA,NA," 600","1",NA,"0","0","0","0","1","998","0","4","4","0","2","0","3","0","0","3","0","3","0","5","0","2","0","0","0","1","2","0","0","0","1","0","0","0","1","5","0","0","0","0","0","0","0","1","0","45","0","0","1","11","0","0","0","0","1","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","163","0","0","0","0","0","21","0","0","0","61","0","0","3","0","1","5","0","0","0","161","9","0","0","50","0","0","0","0","0","0","0","0","16","206","46","1","0","0","0","2","0","1","2","1","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","16","0","0","0","0","0","0"
" 4546.9550",NA,NA," 606","1",NA,"0","0","0","0","0","20","0","1","3","0","1","0","3","1","0","0","0","2","0","0","0","5","0","0","0","1","0","1","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","1","0","12","0","0","0","8","0","0","0","0","0","3","0","0","0","20","1","0","0","0","1","0","0","0","0","1","0","0","0","0","64","0","0","0","0","0","5","0","0","0","24","0","0","0","0","0","10","0","0","0","111","4","0","0","33","1","0","0","0","0","12","0","0","12","258","19","0","0","0","0","0","0","1","2","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","3","11","0","0","0","0","0","0"
" 4731.1120",NA,NA," 613","1",NA,"0","0","0","0","0","2","0","2","4","0","1","0","2","0","0","0","0","3","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0","5","0","1","0","32","0","0","1","13","0","0","0","0","2","3","0","0","0","33","0","0","1","0","1","0","0","0","0","0","0","0","0","0","80","0","0","1","1","0","13","0","0","0","67","0","0","1","0","2","15","0","0","2","136","5","0","0","52","0","0","0","0","0","17","0","0","16","233","34","2","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0"
" 4928.4080",NA,NA," 620","1",NA,"0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","2","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","30","0","0","0","5","0","0","1","0","1","2","0","0","0","19","1","0","0","0","0","0","0","0","0","0","0","1","0","0","76","0","0","0","0","0","11","0","0","0","33","0","0","2","0","0","6","0","0","1","120","6","0","0","34","1","0","0","0","0","0","0","0","8","234","8","1","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
" 5097.5190",NA,NA," 626","1",NA,"0","0","0","0","0","18","1","3","6","0","1","0","2","0","0","2","0","1","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","3","0","26","0","0","0","13","0","0","0","0","0","1","0","1","0","24","1","0","0","0","0","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","3","0","0","0","30","0","1","2","0","0","8","0","0","1","113","5","0","0","36","1","0","0","0","0","37","0","0","8","278","9","2","0","0","0","0","0","1","5","0","0","0","1","0","1","0","0","6","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0"
" 5294.8150",NA,NA," 633","1",NA,"0","0","0","0","0","1","0","4","6","0","0","0","3","0","0","1","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","20","0","0","3","8","0","0","0","0","0","2","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74","0","0","1","0","0","5","0","0","0","51","0","0","1","0","0","12","0","0","1","129","6","0","0","21","0","0","0","1","0","14","0","0","15","218","2","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","2","1","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
" 5503.3750",NA,NA," 640","1",NA,"1","0","0","0","0","62","0","1","7","0","0","0","6","3","0","2","0","0","2","1","0","3","0","0","0","0","1","0","0","0","0","0","0","4","0","7","0","0","0","0","0","2","0","3","0","41","0","2","0","10","0","0","0","0","1","1","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","116","0","0","0","0","0","10","0","0","0","82","0","0","1","0","0","2","0","0","1","150","6","0","0","41","1","0","0","0","0","0","0","0","10","62","2","1","0","1","0","0","0","1","3","0","1","0","0","0","0","0","0","2","1","0","0","0","1","0","0","0","0","0","1","11","0","0","0","0","0","0"
" 5743.8750",NA,NA," 648","1",NA,"0","0","0","0","0","50","0","3","2","0","0","0","2","1","0","2","0","4","0","3","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","3","0","0","0","43","0","1","3","9","0","0","1","0","0","3","0","2","0","11","0","1","0","0","0","0","0","0","0","0","0","0","0","0","140","0","0","0","1","0","16","0","0","0","76","0","0","0","0","0","2","0","1","2","142","27","0","0","66","2","0","0","1","0","23","0","0","8","84","3","0","0","0","0","0","0","0","7","1","0","0","0","0","0","0","0","4","1","0","3","0","0","0","1","0","0","1","1","14","0","0","0","0","1","0"
" 5924.2500",NA,NA," 654","1",NA,"0","1","0","0","0","17","0","3","4","0","0","0","6","1","0","0","0","2","1","3","0","4","1","0","0","1","1","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","3","0","69","0","0","1","25","0","0","0","0","4","5","0","0","0","7","0","1","0","0","2","0","0","0","0","0","1","0","0","0","183","0","0","0","0","0","14","0","0","0","132","0","0","0","0","1","0","0","0","1","63","18","0","0","95","0","0","0","0","0","0","0","0","14","16","4","0","0","1","0","0","0","0","4","0","0","0","0","1","0","0","1","0","0","0","3","0","0","0","0","0","0","2","0","4","0","0","0","0","15","0"
" 6044.5000",NA,NA," 658","1",NA,"0","0","0","0","0","8","0","2","8","0","1","0","7","1","0","2","0","1","1","1","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","6","0","0","0","0","0","2","0","2","0","58","0","0","2","22","0","0","0","0","2","1","0","0","0","5","0","2","0","0","1","0","0","0","1","0","0","0","0","0","153","0","0","1","0","0","23","0","0","0","37","0","0","1","0","0","1","0","1","2","156","21","0","0","43","0","0","0","0","0","37","0","0","20","231","4","0","0","1","0","1","0","1","5","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","1","1","16","0","0","0","0","1","0"
" 6375.1880",NA,NA," 669","1",NA,"0","0","0","0","0","18","0","2","5","0","0","0","2","0","0","0","0","2","2","4","0","0","0","2","0","1","0","0","0","0","0","0","0","0","3","1","2","0","0","0","0","3","0","1","0","44","0","0","1","12","0","1","0","1","1","2","0","0","0","6","0","1","0","0","0","0","0","0","1","0","0","0","0","0","142","0","0","1","0","0","14","0","0","0","108","0","0","0","0","0","0","0","0","0","90","6","0","0","49","0","0","0","0","0","23","0","0","14","106","10","0","1","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","2","2","0","0","0","1","0","0","3","0","0","0","0","0","0","3","0"
" 6495.4380",NA,NA," 673","1",NA,"0","0","0","0","0","4","0","2","4","0","1","0","5","0","0","0","0","2","0","5","0","1","0","0","0","1","1","0","0","0","0","0","1","0","1","1","5","0","0","0","0","5","0","0","0","59","0","0","2","8","0","1","0","0","0","2","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","110","0","0","0","0","0","19","0","0","0","109","0","1","0","0","1","0","0","1","0","145","12","0","0","87","0","0","0","0","0","16","0","0","20","28","0","1","0","1","0","0","0","0","5","0","1","0","0","0","0","0","0","0","1","0","1","1","2","0","0","0","0","0","1","4","0","0","0","0","5","0"
" 6705.8750",NA,NA," 680","1",NA,"0","0","0","0","0","41","0","1","2","0","1","0","2","1","0","0","0","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","3","0","2","0","27","0","1","1","7","0","1","0","0","0","2","0","0","0","6","0","0","0","0","0","0","0","0","0","1","0","0","0","0","62","0","0","0","0","0","20","0","0","0","34","0","0","0","0","0","0","0","0","0","90","8","0","0","35","0","0","0","2","0","0","0","0","4","112","1","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0"
" 6886.2500",NA,NA," 686","1",NA,"0","0","0","1","0","8","0","7","9","0","1","0","9","0","0","3","0","3","0","9","0","4","0","0","0","4","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","12","0","2","0","60","0","0","0","3","0","0","0","0","1","3","0","13","0","8","0","1","0","0","1","0","0","1","0","0","0","0","0","1","193","0","0","0","0","0","14","0","0","0","17","0","0","1","0","0","1","0","1","0","6","23","0","0","108","1","0","0","2","0","0","0","0","16","18","2","0","0","1","0","0","0","0","11","1","1","1","0","0","0","0","2","3","0","0","2","0","0","0","0","0","0","1","2","26","0","0","0","0","11","0"
" 7066.6250",NA,NA," 692","1",NA,"0","0","0","0","0","109","0","1","5","0","1","1","6","0","0","0","0","7","0","8","0","7","0","0","0","0","1","0","0","0","0","0","0","1","3","14","0","0","0","0","0","3","0","0","0","25","0","0","0","2","0","0","0","0","0","1","0","29","0","5","1","0","0","0","0","0","0","1","3","0","0","0","0","0","167","0","0","0","1","0","28","0","0","0","15","0","0","1","0","3","2","0","0","1","4","39","0","0","129","6","0","0","23","0","0","0","0","3","6","2","0","0","0","0","0","0","0","29","1","0","0","0","0","0","0","1","8","0","0","0","0","2","0","0","0","1","1","3","99","0","0","1","0","4","0"
" 7289.5780",NA,NA," 700","1",NA,"0","0","0","0","0","13","0","3","2","0","0","2","6","1","0","0","0","7","2","2","0","6","0","0","0","1","1","1","0","0","0","0","0","0","0","13","0","0","0","0","0","2","0","2","0","40","0","1","1","4","0","1","0","0","1","3","0","12","0","5","0","1","0","0","0","0","0","0","2","0","0","0","0","0","149","0","0","0","0","0","6","0","0","0","54","0","0","0","1","0","3","0","1","1","4","16","0","1","108","1","0","2","6","0","0","0","0","6","5","3","0","0","0","1","0","0","1","6","0","0","0","0","0","1","0","2","19","0","0","0","0","0","0","0","0","1","0","1","59","0","0","0","0","6","0"
" 7417.3120",NA,NA," 706","1",NA,"0","0","0","0","0","42","1","4","3","0","0","0","24","0","0","1","0","3","0","5","0","6","0","0","0","1","0","0","0","0","1","0","0","0","1","6","0","0","0","0","0","11","0","2","0","100","0","0","1","7","0","1","0","1","2","3","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","223","0","0","0","0","0","1","0","0","0","1","0","0","0","0","4","1","0","1","1","81","14","0","0","200","1","0","2","4","0","0","0","0","9","11","1","0","0","5","0","0","0","1","0","0","0","0","0","0","0","0","3","5","0","0","1","0","2","0","0","0","0","0","6","136","0","0","0","0","16","0"
" 7566.3340",NA,NA," 713","1",NA,"0","0","0","0","0","22","0","7","4","0","2","0","17","0","0","3","0","7","0","5","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","6","0","4","0","83","0","0","1","10","0","1","1","0","0","2","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","148","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","2","0","3","2","73","14","0","0","161","2","0","1","5","0","0","0","0","8","7","11","1","0","0","0","1","0","0","3","0","0","0","0","0","0","0","4","2","0","0","0","1","3","0","0","0","0","1","4","129","0","0","0","0","12","0"
" 7715.3560",NA,NA," 720","1",NA,"0","0","0","0","0","30","0","1","3","0","1","0","8","0","0","0","0","13","0","2","0","5","0","0","0","1","0","0","0","0","2","0","0","0","0","8","0","0","0","0","0","0","0","0","0","91","0","0","3","5","0","1","1","2","0","2","0","0","0","7","0","0","1","0","0","0","0","0","1","0","0","0","0","0","178","0","0","0","0","0","0","0","0","0","4","0","0","0","1","0","0","0","3","4","90","7","0","0","132","2","0","0","6","0","0","0","0","16","8","2","0","0","4","0","0","0","1","3","0","2","0","0","0","0","0","1","21","0","1","0","0","3","0","0","0","0","0","3","131","0","0","0","0","19","0"
" 7843.0890",NA,NA," 726","1",NA,"0","0","0","0","0","34","0","9","6","0","1","1","12","0","0","1","2","5","1","8","1","8","0","0","0","1","1","0","0","0","0","0","0","0","1","4","0","0","0","0","0","15","0","4","1","93","0","2","1","5","0","0","1","0","1","0","0","0","0","10","0","0","0","0","0","0","0","1","0","0","1","0","0","0","165","0","0","1","0","0","1","0","0","0","1","0","0","1","0","2","2","0","1","1","93","9","0","0","149","0","0","2","6","0","0","0","0","19","14","7","1","0","0","0","0","0","1","5","0","0","0","0","0","0","0","2","57","1","0","1","1","4","0","0","0","0","0","1","72","0","0","0","0","24","0"
" 7992.1120",NA,NA," 733","1",NA,"0","0","0","0","0","26","0","4","9","0","2","1","5","0","0","1","0","1","0","3","0","5","1","0","0","1","1","0","0","0","0","0","0","0","0","7","0","0","0","0","0","6","0","1","0","97","0","0","0","13","0","2","1","0","1","1","0","0","1","3","1","0","0","0","0","0","0","0","2","0","0","0","0","0","147","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","94","16","0","0","126","0","0","1","5","0","0","0","0","10","8","2","2","1","2","0","0","0","0","5","1","0","0","0","0","0","0","0","24","0","0","0","0","3","0","1","0","0","1","3","121","0","0","0","0","18","0"
" 8141.1340",NA,NA," 740","1",NA,"0","0","0","0","0","35","0","2","6","0","0","2","5","0","0","0","0","5","0","0","1","4","0","0","0","1","5","0","0","0","0","0","0","0","0","4","0","0","0","0","0","8","1","2","0","90","0","1","1","5","0","0","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","154","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","5","74","11","0","0","111","1","0","0","4","0","0","0","0","5","4","5","0","0","2","0","0","0","2","7","0","0","0","0","1","1","0","0","51","0","0","1","0","1","0","0","0","0","0","1","88","0","0","0","0","16","0"
" 8231.7150",NA,NA," 750","1",NA,"0","0","0","0","0","20","0","2","1","0","1","0","5","0","0","0","0","3","0","1","1","4","0","0","0","0","0","0","0","0","0","1","0","0","0","10","0","0","0","0","0","2","0","3","0","37","0","0","0","8","0","1","0","2","0","2","0","0","0","7","0","0","0","0","0","0","0","0","1","0","2","0","0","1","346","0","0","0","0","0","2","0","0","0","94","0","0","0","0","0","1","0","0","2","20","7","0","0","81","3","0","2","3","0","0","0","0","4","10","4","0","1","3","0","0","0","0","1","0","0","0","0","0","0","0","7","10","0","0","0","0","0","0","0","0","1","0","1","38","0","0","0","0","11","0"
" 8308.0430",NA,NA," 770","1",NA,"1","0","0","0","0","53","0","1","2","0","0","0","9","0","0","1","0","3","0","1","0","7","0","0","0","1","1","0","0","1","1","0","0","0","0","2","0","0","0","0","0","3","1","3","0","42","0","1","3","3","0","1","0","1","0","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","291","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","63","13","0","0","119","0","0","1","1","0","0","0","0","7","12","1","0","0","0","0","0","0","1","3","2","0","0","0","0","0","0","3","22","0","1","0","0","0","0","0","0","0","1","1","39","0","0","0","0","11","0"
" 8346.2070",NA,NA," 780","1",NA,"0","0","0","1","0","2","0","1","7","0","2","0","5","0","0","2","0","6","0","9","0","9","0","0","0","1","0","0","0","0","1","0","0","0","1","6","0","0","0","0","0","4","0","2","0","93","0","0","0","7","0","1","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","464","0","0","1","0","0","0","0","0","0","91","0","0","0","0","1","0","0","3","2","51","12","0","0","111","0","0","0","2","0","0","0","0","17","7","2","0","0","1","0","0","1","0","7","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","31","0","0","0","0","7","0"
" 8422.5350",NA,NA," 800","1",NA,"0","0","0","0","0","23","0","0","7","0","0","1","10","0","0","2","0","6","1","2","0","3","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","4","2","3","0","85","0","0","0","7","0","1","0","0","0","6","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","436","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","1","0","1","0","29","9","0","0","146","0","0","0","1","0","0","0","0","13","11","1","0","0","0","0","0","0","1","3","0","0","0","1","0","1","0","4","20","0","0","1","0","0","0","0","0","0","0","2","45","0","0","0","0","12","0"
" 8498.8630",NA,NA," 820","1",NA,"0","0","0","0","0","125","0","2","5","0","1","1","1","0","0","0","0","15","0","5","0","5","0","0","0","0","2","0","0","0","0","0","0","0","1","5","0","0","0","0","0","6","0","1","0","60","0","0","2","13","0","1","0","1","0","3","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","338","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","4","0","0","3","66","3","0","0","105","0","0","0","1","0","0","0","0","11","6","2","1","0","4","0","0","0","0","5","0","0","0","0","0","0","0","0","45","0","0","1","1","1","0","0","0","0","1","1","91","0","0","0","0","13","0"
" 8575.1920",NA,NA," 840","1",NA,"0","0","0","0","0","18","0","1","3","0","1","1","8","0","0","0","0","8","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","8","0","5","0","73","0","0","1","1","0","2","0","0","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","1","0","0","1","344","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2","2","68","5","0","0","124","0","0","0","6","0","0","0","0","12","5","0","1","0","2","0","0","0","0","3","0","0","0","0","0","0","0","1","10","1","0","1","0","3","0","0","0","0","0","1","40","0","0","0","0","19","0"
" 8651.5200",NA,NA," 860","1",NA,"0","0","0","0","0","78","0","1","1","0","0","0","6","0","0","6","0","6","2","2","0","4","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","4","0","1","0","33","0","0","1","2","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","312","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","3","1","40","4","0","0","68","0","0","0","1","1","0","0","0","9","2","0","0","0","0","0","0","0","0","4","0","0","0","0","1","0","0","1","8","0","0","0","0","0","0","0","0","0","1","1","40","0","0","0","0","6","0"
" 8727.8480",NA,NA," 880","1",NA,"0","0","0","0","0","29","0","1","4","0","1","1","15","0","0","1","1","4","0","6","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","0","0","12","0","1","0","110","0","0","2","8","0","1","0","0","0","2","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","423","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","6","3","85","7","0","0","125","0","0","0","5","0","0","0","0","16","29","0","0","1","0","0","0","0","1","6","0","0","0","0","0","2","0","1","32","0","0","0","0","0","0","0","0","0","0","0","65","0","0","0","0","16","0"
" 8804.1760",NA,NA," 900","1",NA,"0","0","0","0","0","19","2","1","5","0","1","2","9","1","0","2","0","2","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","15","0","7","0","41","0","0","2","10","0","2","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","1","0","2","0","0","0","482","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","2","85","15","0","0","113","0","0","0","18","0","0","0","0","7","3","5","0","0","1","0","0","0","0","7","1","0","0","0","0","1","0","0","2","1","1","1","0","0","0","0","0","0","0","0","32","0","0","0","0","19","0"
" 8880.5050",NA,NA," 920","1",NA,"1","0","0","0","0","53","0","2","4","0","1","1","7","0","0","3","0","12","0","2","2","3","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","5","0","0","0","53","0","3","0","3","0","1","3","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","1","0","1","0","0","0","582","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","2","1","94","7","0","0","131","0","0","0","2","0","0","0","0","4","7","6","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","2","9","1","1","1","0","0","0","1","0","0","0","2","53","0","0","0","0","32","0"
" 8956.8320",NA,NA," 940","1",NA,"0","0","0","0","0","27","0","1","2","0","2","0","9","0","0","0","0","2","0","1","0","2","0","0","0","2","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","5","0","1","0","30","0","0","0","3","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","423","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","2","2","67","3","0","0","91","1","0","2","3","0","0","0","0","9","7","1","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","1","1","0","0","1","0","2","0","0","0","0","0","0","29","0","0","1","0","16","0"
" 9025.5270",NA,NA," 958","1"," 1","0","0","0","0","0","170","0","1","8","0","3","0","18","0","0","0","0","7","0","0","0","6","0","0","0","3","0","1","0","0","0","0","0","0","0","2","1","0","0","0","0","9","0","1","0","43","0","0","0","4","0","2","0","1","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","381","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","2","98","7","0","0","130","0","0","0","5","0","0","0","0","8","5","2","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","6","7","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","8","0"
" 9109.4880",NA,NA," 980","1",NA,"0","0","0","0","0","61","0","1","6","0","0","0","13","1","0","1","0","10","0","3","2","4","0","0","0","1","1","0","0","0","0","0","0","1","0","2","2","0","0","0","0","9","0","2","0","34","0","0","1","1","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","688","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","3","0","3","0","93","5","0","0","122","0","0","0","5","0","0","0","0","3","5","0","1","0","1","0","0","0","2","3","0","0","0","0","0","2","0","4","8","0","0","2","0","1","0","0","0","0","0","2","39","0","0","0","0","1","0"
