"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Acer","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anagallis t.","Anthemideae undif.","Apiaceae undif.","Artemisia","Asteroideae undif.","Betula","Brassicaceae","Buxus","Campanulaceae","Caryophyllaceae undif.","Cedrus","Centaurea","Cichorieae","Cistaceae","Convolvulaceae","Corylus","Cupressaceae","Cyperaceae","Dipsacaceae","Echium t.","Ephedra","Erica t.","Euphorbia t.","Fabaceae Undif.","Faboideae Undif.","Fern","Fern-Equisetophyta","Fern-Lycopodiaceae","Filipendula t.","Fraxinus","Galium t.","Genisteae","Geranium","Hedera","Ilex","Indeterminable","Juglans","Lamiaceae undif.","Linum t.","Lotus t.","Myriophyllum undif.","Olea t.","Ononis t.","Petaloid monocot","Phillyrea","Pinus undif.","Pistacia","Plantago","Poaceae","Poaceae (>50 Âµm)","Potamogeton","Potentilla t.","Primulaceae undif.","Quercus deciduous","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Rhamnus","Rhus coriaria","Rosa t.","Rosaceae undif.","Rumex t.","Salix","Sanguisorba t.","Saxifragaceae","Scrophulariaceae undif.","Thalictrum","Tilia","Trifolium t.","Typha","Urtica t.","Vitis"
"1025.3",NA,NA," 313.5","   0.0","  49.0","   0.0","   0.0","  20.0","   0.0","   0.0","   0.0","   1.0","  14.0","   2.0","   0.0","   7.0","   0.0","   0.0","   2.0","  40.0","   0.0","   3.0","   0.0","   0.0","   0.0","  14.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","  24.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  24.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   3.0","   3.0","   8.0","  35.0","   1.0","   0.0","   0.0","   0.0","  17.0","  63.0","   1.0","  12.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"1073.5",NA,NA," 323.5","   0.0","  67.0","   0.0","   0.0","  11.0","   0.0","   0.0","   2.0","   6.0","  10.0","   2.0","   0.0","   3.0","   0.0","   0.0","   0.0","  25.0","   1.0","   0.0","   4.0","   0.0","   0.0","  23.0","   5.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   1.0","   3.0","  15.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   5.0","   0.0","   0.0","   0.0","   3.0","   1.0","  15.0","  63.0","   3.0","   0.0","   0.0","   0.0","  18.0","  60.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   6.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0"
"1121.8",NA,NA," 333.5","   0.0","  24.0","   0.0","   0.0","  11.0","   0.0","   0.0","   1.0","   7.0","   8.0","   2.0","   0.0","   4.0","   0.0","   0.0","   0.0","  31.0","   0.0","   2.0","   0.0","   0.0","   0.0","  28.0","   3.0","   0.0","   0.0","   5.0","   0.0","   2.0","   2.0","  21.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  17.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   5.0","   3.0","   1.0","  12.0","  39.0","   3.0","   2.0","   0.0","   0.0","  17.0","  56.0","   5.0","  11.0","   0.0","   0.0","   0.0","   4.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0"
"1171.3",NA,NA," 343.5","   0.0","  44.0","   0.0","   0.0","   3.0","   0.0","   0.0","   3.0","   7.0","  15.0","   2.0","   0.0","   2.0","   0.0","   0.0","   0.0","  42.0","   0.0","   0.0","   4.0","   0.0","   0.0","  20.0","   6.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   1.0","   5.0","   2.0","  12.0","  35.0","   2.0","   0.0","   0.0","   0.0","  18.0","  87.0","   0.0","  10.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0"
"1220.3",NA,NA," 353.5","   0.0","  78.0","   0.0","   0.0","  11.0","   0.0","   0.0","   2.0","   7.0","  16.0","   6.0","   0.0","   4.0","   0.0","   0.0","   2.0","  66.0","   1.0","   0.0","   1.0","   0.0","   0.0","  18.0","   4.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","  16.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   4.0","   0.0","   0.0","   3.0","   2.0","   4.0","   9.0","  24.0","   0.0","   1.0","   0.0","   0.0","   8.0","  68.0","   0.0","  15.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0"
"1249.5",NA,NA," 363.5","   0.0"," 107.0","   0.0","   0.0","  12.0","   0.0","   0.0","   2.0","   6.0","  21.0","   2.0","   0.0","   1.0","   0.0","   0.0","   2.0","  49.0","   0.0","   0.0","   2.0","   0.0","   0.0","  15.0","  13.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   3.0","   0.0","   0.0","   0.0","   0.0","   5.0","   4.0","  22.0","   0.0","   1.0","   0.0","   0.0","  19.0"," 100.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0"
"1281.9",NA,NA," 373.5","   0.0","  36.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   2.0","  17.0","   2.0","   0.0","   4.0","   0.0","   0.0","   0.0","  61.0","   1.0","   0.0","   1.0","   0.0","   0.0","  19.0","   7.0","   0.0","   2.0","   3.0","   0.0","   0.0","   0.0","  20.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","  24.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   2.0","   0.0","   0.0","   0.0","   7.0","   3.0","   9.0","  29.0","   0.0","   0.0","   0.0","   0.0","  11.0","  54.0","   0.0","  10.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   2.0","   0.0"
"1311.2",NA,NA," 383.5","   0.0","  60.0","   0.0","   0.0","   8.0","   0.0","   0.0","   4.0","   6.0","  10.0","   2.0","   0.0","   5.0","   0.0","   0.0","   0.0","  81.0","   1.0","   2.0","   0.0","   0.0","   0.0","  15.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   5.0","   0.0","   0.0","   1.0","  23.0","   1.0","   5.0","  24.0","   0.0","   0.0","   0.0","   0.0","   4.0","  59.0","   0.0","  16.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0"
"1356.7",NA,NA," 403.4","   0.0","  70.0","   0.0","   0.0","   9.0","   0.0","   0.0","   1.0","   1.0","  10.0","   1.0","   0.0","   1.0","   0.0","   0.0","   1.0","  85.0","   0.0","   2.0","   0.0","   0.0","   0.0","  24.0","   6.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","  18.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  11.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   4.0","   0.0","   0.0","   0.0","   7.0","   1.0","   4.0","  18.0","   0.0","   1.0","   0.0","   0.0","   7.0","  66.0","   1.0","  14.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0"
"1376.9",NA,NA," 413.3","   0.0","  27.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   3.0","  11.0","   5.0","   0.0","   3.0","   0.0","   0.0","   1.0","  46.0","   0.0","   0.0","   0.0","   0.0","   0.0","  33.0","   0.0","   0.0","   0.0","   3.0","   0.0","   4.0","   0.0","  19.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  18.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  11.0","   2.0","   0.0","   0.0","   0.0","   8.0","   4.0","   6.0","  17.0","   0.0","   0.0","   0.0","   0.0","  16.0","  75.0","   0.0","  22.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   2.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0"
"1396.4",NA,NA," 423.1","   0.0","  56.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   4.0","   9.0","   3.0","   0.0","   1.0","   0.0","   0.0","   0.0","  41.0","   2.0","   1.0","   0.0","   0.0","   0.0","  40.0","   2.0","   0.0","   0.0","   8.0","   0.0","   1.0","   1.0","  21.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","  28.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   3.0","   5.0","  12.0","  22.0","   0.0","   0.0","   0.0","   0.0","  11.0","  61.0","   3.0","   9.0","   0.0","   0.0","   0.0","   0.0","   3.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0"
"1416.1",NA,NA," 433.0","   0.0","  44.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   6.0","   7.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","  93.0","   0.0","   1.0","   0.0","   0.0","   0.0","  33.0","   3.0","   0.0","   0.0","   5.0","   0.0","   1.0","   0.0","  11.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   2.0","   7.0","   3.0","   4.0","  17.0","   0.0","   0.0","   0.0","   0.0","  12.0","  64.0","   0.0","  12.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"1421.9",NA,NA," 435.9","   1.0","  80.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   2.0","   6.0","   2.0","   0.0","   3.0","   0.0","   0.0","   1.0","  84.0","   0.0","   0.0","   1.0","   0.0","   0.0","  20.0","   6.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   1.0","   1.0","   2.0","   5.0","  12.0","   0.0","   0.0","   0.0","   0.0","  23.0","  89.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0"
"1435.7",NA,NA," 442.8","   1.0","  69.0","   0.0","   0.0","  12.0","   0.0","   0.0","   3.0","   1.0","   6.0","   6.0","   0.0","   0.0","   0.0","   0.0","   1.0","  88.0","   0.0","   0.0","   0.0","   0.0","   0.0","  32.0","   7.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  10.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   3.0","   0.0","   0.0","   0.0","   7.0","   3.0","   2.0","  12.0","   1.0","   0.0","   0.0","   0.0","  10.0","  65.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0"
"1455.3",NA,NA," 452.6","   0.0"," 116.0","   0.0","   0.0","   6.0","   0.0","   0.0","   1.0","   2.0","  12.0","   2.0","   0.0","   1.0","   0.0","   0.0","   0.0","  45.0","   2.0","   2.0","   1.0","   0.0","   0.0","  31.0","   2.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","  18.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","  24.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   1.0","   0.0","   0.0","   1.0","   6.0","   2.0","   3.0","  22.0","   2.0","   0.0","   0.0","   0.0","  15.0","  82.0","   3.0","   9.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0"
"1475.1",NA,NA," 462.5","   0.0","  63.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   2.0","  14.0","   2.0","   0.0","   3.0","   0.0","   0.0","   0.0","  42.0","   1.0","   2.0","   0.0","   0.0","   0.0","  36.0","   2.0","   0.0","   0.0","   6.0","   1.0","   1.0","   0.0","  22.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","  14.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   1.0","   3.0","   3.0","  35.0","   0.0","   0.0","   0.0","   0.0","  11.0","  67.0","   0.0","  20.0","   0.0","   0.0","   0.0","   1.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0"
"1494.4",NA,NA," 472.3","   0.0","  31.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   4.0","   6.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","  46.0","   0.0","   0.0","   1.0","   0.0","   0.0","  50.0","   6.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","  11.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","  19.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   3.0","   2.0","  37.0","   0.0","   0.0","   0.0","   0.0","  20.0","  67.0","   7.0","   4.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0"
"1513.9",NA,NA," 482.2","   0.0","  94.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   3.0","   6.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","  77.0","   0.0","   0.0","   0.0","   0.0","   0.0","  45.0","   3.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","  11.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   2.0","   0.0","   0.0","   0.0","   3.0","   2.0","   1.0","  32.0","   4.0","   0.0","   0.0","   0.0","  16.0","  60.0","   0.0","  11.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0"
"1540.5",NA,NA," 492.0","   0.0","  76.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   2.0","   6.0","   1.0","   0.0","   5.0","   0.0","   0.0","   0.0","  87.0","   1.0","   1.0","   1.0","   0.0","   0.0","  29.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  24.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   1.0","   1.0","   4.0","  32.0","   1.0","   0.0","   0.0","   0.0","  10.0","  65.0","   2.0","   6.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"1560.5",NA,NA," 501.8","   0.0","  34.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   3.0","   8.0","   1.0","   0.0","   2.0","   0.0","   0.0","   0.0","  50.0","   0.0","   0.0","   0.0","   0.0","   0.0","  39.0","   9.0","   0.0","   0.0","   4.0","   0.0","   1.0","   0.0","  21.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   2.0","   5.0","   0.0","   0.0","   2.0","   3.0","   3.0","   8.0","  32.0","   1.0","   2.0","   0.0","   0.0","  19.0","  71.0","   1.0","   4.0","   0.0","   0.0","   0.0","   2.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0"
"1583.3",NA,NA," 511.7","   0.0","  87.0","   0.0","   0.0","   7.0","   0.0","   0.0","   1.0","   6.0","   8.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","  50.0","   0.0","   0.0","   7.0","   0.0","   0.0","  27.0","  12.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   8.0","   3.0","   0.0","  23.0","   0.0","   0.0","   0.0","   0.0","  30.0","  93.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0"
"1606.1",NA,NA," 521.5","   0.0","  62.0","   0.0","   0.0","   7.0","   0.0","   0.0","   2.0","   4.0","  12.0","   3.0","   0.0","   2.0","   0.0","   0.0","   0.0","  65.0","   2.0","   0.0","   0.0","   0.0","   0.0","  55.0","   9.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","  11.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   2.0","   0.0","   0.0","   0.0","   3.0","   0.0","   3.0","  26.0","   1.0","   2.0","   0.0","   0.0","  15.0","  64.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0"
"1629.3",NA,NA," 531.4","   0.0","  80.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   4.0","  10.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","  69.0","   1.0","   0.0","   0.0","   0.0","   0.0","  44.0","   3.0","   0.0","   0.0","   3.0","   0.0","   1.0","   1.0","  14.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  21.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   2.0","   0.0","   0.0","   0.0","   4.0","   2.0","   6.0","  26.0","   0.0","   0.0","   0.0","   0.0","  20.0","  61.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   3.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0"
"1652.3",NA,NA," 541.2","   0.0"," 108.0","   0.0","   0.0","   7.0","   0.0","   0.0","   1.0","   2.0","   6.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  75.0","   0.0","   0.0","   2.0","   0.0","   0.0","  42.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  21.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   6.0","   3.0","   6.0","  20.0","   3.0","   0.0","   0.0","   0.0","  18.0","  62.0","   2.0","   1.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0"
"1675.4",NA,NA," 551.1","   0.0"," 135.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   3.0","  13.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","  59.0","   0.0","   0.0","   0.0","   0.0","   0.0","  38.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","  26.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  17.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  10.0","   1.0","   0.0","   0.0","   3.0","   4.0","   5.0","   8.0","  32.0","   1.0","   0.0","   0.0","   0.0","  12.0","  58.0","   4.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   3.0","   0.0","   1.0","   0.0"
"1698.3",NA,NA," 560.9","   1.0","  99.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   4.0","   3.0","   0.0","   2.0","   0.0","   0.0","   0.0"," 163.0","   0.0","   1.0","   0.0","   0.0","   0.0","  17.0","   3.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   4.0","   0.0","   0.0","   1.0","  21.0","   1.0","   1.0","   7.0","   0.0","   0.0","   0.0","   0.0","   6.0","  41.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0"
"1721.1",NA,NA," 570.7","   0.0","  85.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   4.0","   7.0","   0.0","   0.0","   1.0","   0.0","   0.0","   2.0","  93.0","   0.0","   1.0","   1.0","   0.0","   0.0","  29.0","   5.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","  16.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","  18.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  12.0","   2.0","   0.0","   0.0","   3.0","   2.0","   3.0","   8.0","  19.0","   0.0","   0.0","   0.0","   0.0","  14.0","  53.0","   4.0","   3.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0"
"1743.9",NA,NA," 580.6","   0.0","  42.0","   0.0","   0.0","   6.0","   0.0","   0.0","   1.0","   1.0","   8.0","   2.0","   1.0","   2.0","   0.0","   0.0","   0.0","  88.0","   0.0","   0.0","   1.0","   0.0","   0.0","  17.0","   6.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   5.0","   1.0","   0.0","   1.0","   6.0","   1.0","   2.0","  20.0","   0.0","   0.0","   0.0","   0.0","  23.0","  82.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"1845.7",NA,NA," 609.1","   0.0","  95.0","   0.0","   0.0","   3.0","   0.0","   0.0","   1.0","   1.0","   6.0","   3.0","   0.0","   3.0","   0.0","   0.0","   1.0"," 115.0","   0.0","   0.0","   2.0","   0.0","   0.0","  16.0","   5.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","  13.0","   5.0","   5.0","  16.0","   0.0","   0.0","   0.0","   0.0","  13.0","  63.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0"
"1887.6",NA,NA," 618.6","   0.0"," 120.0","   0.0","   0.0","   4.0","   0.0","   0.0","   1.0","   6.0","  11.0","   1.0","   0.0","   3.0","   0.0","   0.0","   0.0","  76.0","   0.0","   0.0","   1.0","   0.0","   0.0","  22.0","   1.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","  20.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","  21.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","  18.0","   0.0","   0.0","   0.0","   1.0","   3.0","   1.0","   3.0","  27.0","   1.0","   0.0","   0.0","   0.0","  15.0","  68.0","   4.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   3.0","   0.0"
"1928.3",NA,NA," 628.1","   0.0"," 106.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   6.0","   7.0","   3.0","   0.0","   3.0","   0.0","   0.0","   0.0","  54.0","   1.0","   0.0","   1.0","   0.0","   0.0","  19.0","   7.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","  21.0","   0.0","   0.0","   0.0","   0.0","   3.0","   1.0","  16.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","  15.0","   0.0","   0.0","   0.0","   0.0","   2.0","   2.0","   5.0","  29.0","   2.0","   0.0","   0.0","   0.0","  24.0","  79.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0"
"1970.1",NA,NA," 637.7","   0.0","  85.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   7.0","   4.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","  77.0","   0.0","   0.0","   0.0","   0.0","   0.0","  32.0","   0.0","   0.0","   0.0","   3.0","   1.0","   0.0","   0.0","  22.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","  10.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   4.0","   1.0","   0.0","   0.0","   0.0","   1.0","   4.0","   7.0","  34.0","   0.0","   1.0","   0.0","   0.0","  12.0","  69.0","   2.0","   2.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0"
