"Sample age (cal yr BP) [cal yr BP]","Depth (cm) [cm]","Acacia t.","Acanthaceae undif.","Alchornea","Amaranthaceae undif.","Annonaceae","Antidesma t.","Apiaceae undif.","Apocynaceae undif.","Araliaceae undif.","Artemisia","Asteraceae","Balanites","Betula","Bombax","Borreria t.","Brassicaceae","Bridelia","Capparis","Caryophyllaceae undif.","Cassia","Celtis","Centaurea","Chrozophora","Chrysobalanus t.","Cissampelos","Clematis-type","Combretaceae","Commiphora","Connaraceae","Cyperaceae","Detarium","Diospyros/Euclea t.","Elaeis","Ephedra","Euphorbiaceae undif.","Faboideae Undif.","Fern-Lycopodiaceae","Ficus","Hymenocardia","Hyphaene t.","Indeterminable","Kohautia","Lamiaceae undif.","Lannea","Macaranga","Menispermaceae undif.","Mitragyna/Hallea","Monoletes","Moraceae undif.","Morelia","Myriophyllum alterniflorum t.","Nyctaginaceae","Nymphaea","Olea t.","Phoenix t.","Phyllanthus undif.","Piliostigma","Poaceae","Podocarpus","Polygala","Polygonum t.","Rubiaceae undif.","Salvadora","Securinega  t.","Sideroxylon t.","Spergularia t.","Syzygium t.","Triletes","Typha","Uapaca","Vernonieae","Vitex","Ximenia","Ziziphus/Paliurus"
"8488.59"," 239.00","   0.00","   0.00","  44.00","   2.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   4.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","   0.00","   9.00","  88.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"," 109.00","   0.00","   0.00","   0.00","   5.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   7.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"," 309.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","  15.00","   1.00","   0.00","  17.00","   0.00","   0.00","   0.00","   0.00"
"8669.929"," 243.000","   0.000","   0.000","  18.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   2.000","   0.000","   7.000","   0.000","  10.000","  62.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","  65.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 383.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   9.000","   1.000","   5.000","   9.000","   0.000","   0.000","   0.000","   0.000"
"8805.933"," 246.000","   0.000","   0.000","  45.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   1.000","   0.000","   0.000","   2.000","   1.000","   6.000","   0.000","   8.000","  75.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  98.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000"," 357.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  11.000","   2.000","   1.000","  11.000","   0.000","   0.000","   0.000","   0.000"
"8987.271"," 250.000","   0.000","   0.000","  30.000","   4.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   2.000","   0.000","   5.000","   0.000","   4.000","  82.000","   0.000","   0.000","   0.000","   0.000","   1.000","   2.000","  80.000","   0.000","   0.000","   0.000","   4.000","   1.000","   0.000","   0.000","   2.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000"," 335.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   9.000","   1.000","   2.000","   8.000","   0.000","   0.000","   0.000","   0.000"
"9123.276"," 253.000","   0.000","   0.000","  23.000","   3.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   8.000","  85.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 118.000","   0.000","   1.000","   0.000","   2.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   1.000","   0.000","   2.000","   0.000","   1.000","   2.000","   0.000"," 379.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  14.000","   0.000","   3.000","   5.000","   0.000","   0.000","   0.000","   0.000"
"9304.615"," 257.000","   0.000","   0.000","  41.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","  47.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 126.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000"," 396.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   2.000","   2.000","   0.000","   0.000","   0.000","   0.000"
"9440.619"," 260.000","   0.000","   0.000","  26.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","  50.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000"," 135.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 418.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   2.000","   0.000","   0.000","   0.000","   0.000"
"9621.958"," 264.000","   0.000","   0.000","  34.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   1.000","   0.000","   2.000","   0.000","   2.000","  57.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  97.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 376.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   4.000","   5.000","   0.000","   0.000","   0.000","   1.000"
"9757.962"," 267.000","   0.000","   0.000","  40.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   1.000","   0.000","   1.000","   0.000","   4.000","  64.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 181.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 355.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   1.000","   7.000","   1.000","   0.000","   0.000","   0.000","   0.000"
"9939.301"," 271.000","   0.000","   0.000","  15.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  15.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   2.000","   0.000","   2.000","   0.000","   5.000","  68.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  94.000","   0.000","   0.000","   4.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 377.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   5.000","   2.000","   0.000","   0.000","   0.000","   0.000"
"10075.31","  274.00","    0.00","    0.00","   13.00","    6.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","   10.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    8.00","    0.00","    0.00","    0.00","    1.00","    0.00","    1.00","    1.00","    2.00","   65.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","  283.00","    0.00","    0.00","    0.00","    5.00","    0.00","    0.00","    1.00","    0.00","    4.00","    0.00","    3.00","    0.00","    0.00","    7.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","  315.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    5.00","    3.00","    0.00","    0.00","    0.00","    0.00"
"10256.64","  278.00","    0.00","    0.00","    4.00","    6.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","   12.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   20.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    4.00","   89.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","  314.00","    0.00","    0.00","    2.00","    2.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    6.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","  376.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    1.00","    6.00","    4.00","    0.00","    0.00","    0.00","    0.00"
"10392.65","  281.00","    0.00","    0.00","    4.00","    8.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    8.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    5.00","    0.00","    0.00","    0.00","    1.00","    0.00","    1.00","    0.00","    1.00","   55.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","  168.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","  410.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    5.00","    6.00","    0.00","    0.00","    0.00","    0.00"
"10573.99","  285.00","    0.00","    0.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    5.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    1.00","   86.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","  101.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","  293.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   12.00","    1.00","    0.00","    0.00","    0.00","    0.00"
"10709.99","  288.00","    0.00","    0.00","    0.00","    6.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    1.00","    0.00","    1.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","   11.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    3.00","   93.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","  134.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    1.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","  398.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","   15.00","    1.00","    0.00","    0.00","    0.00","    0.00"
"10891.33","  292.00","    0.00","    0.00","    0.00","   14.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    9.00","    0.00","    0.00","    0.00","    1.00","    0.00","    1.00","    0.00","    1.00","   81.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","  106.00","    1.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    1.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","  405.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   19.00","    4.00","    0.00","    0.00","    0.00","    0.00"
"11027.33","  295.00","    0.00","    0.00","    0.00","    8.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   14.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    1.00","   83.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","  295.00","    0.00","    0.00","    0.00","    4.00","    1.00","    0.00","    0.00","    0.00","    1.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","  392.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","   17.00","    1.00","    0.00","    0.00","    0.00","    0.00"
