"Depth cm","Meadows chron cal BP (CLAM)","...402","...81","Acanthus","Acer","Aellenia-type1","Agathophora-type1","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Amygdalus-type","Amygdalus-type1","Anagallis t.","Anthemideae undif.","Apiaceae undif.","Apium t.","Arboreal pollen","Arbutus","Artemisia","Asphodelus t.","Asteroideae undif.","Astoma-type","Astoma-type1","Asyneuma-type","Asyneuma-type1","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Butomus","Calligonum","Campanulaceae","Cannabaceae undif.","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Casuarina","Cedrus","Centaurea","Ceratonia","Cichorieae","Cistaceae","Clematis-type","Convolvulaceae","Corylus","Crassulaceae","Crozophora","Crozophora1","Cupressaceae","Cuscuta","Cyclamen","Cyperaceae","Datisca cannabina","Dipsacaceae","Echinops","Echium t.","Elatine","Ephedra","Erica t.","Erodium","Eucalyptus","Euphorbia t.","Faboideae Undif.","Fagus","Fern","Fern-Lycopodiaceae","Filipendula t.","Fraxinus","Genisteae","Geranium","Gymnocarpos-type","Gymnocarpos-type1","Haplophyllum","Hedera","Heliotropium","Hippophae","Hypecoum","Hypericum undif.","Indeterminable","Juglans","Lamiaceae undif.","Leontice","Linum t.","Lonicera","Loranthus","Lycium","Lysimachia","Lythrum","Malva","Matthiola","Mercurialis","Morus","Musci","Myriophyllum spicatum/verticillatum t.","Myrtus","Nitraria","Non-arboreal pollen","Nuphar","Nymphaea","Ochradenus-type1","Olea t.","Onagraceae","Ononis t.","Papaver t.","Periploca","Petaloid monocot","Phillyrea","Phoenix t.","Phyla t.","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Potamogeton","Potentilla t.","Prosopis t.","Psoralea","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Resedaceae undiff.","Rhamnus","Rheum","Rhus coriaria","Rhus tripartita-type","Ricinus","Rosa t.","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Sarcopoterium","Scrophulariaceae undif.","Solanum","Sparganium","Styrax","Synelcosciadium-type","Synelcosciadium-type1","Tamarix","Thalictrum","Theligonum","Thesium","Thymelaeaceae undif.","Trifolium t.","Typha","Ulmus t.","Urtica t.","Valeriana t.","Valerianaceae undif.","Verbena t.","Viburnum","Viola","Vitis","Ziziphus/Paliurus","Zygophyllum t."
" 285","1918","   0","   0","   0","   0","   0","   0","   0","   0","   0","  46","   1","   0","   0","   0","  10","  28","   0"," 347","   0","  36","   0","   4","   0","   0","   0","   0","   0","   1","   0","   4","   0","   0","   0","   0","   2","   0","   1","   1","   0","   1","   7","   0","  14","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  95","   0","   2","   0","   0","   0","   1","   0","   1","   0","   0","   3","   0","  35","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   8","   0","   0","   0","   0","   0","   0","   0","   0","   6","   0","   0","  35","   0","   0","   3","   0","   0"," 478","   0","   0","   0","  30","   0","   0","   2","   0","   0","   1","   0","   0","   7","  11","  16","   2","   0"," 208","  34","   0","   0","   0","   0","   0","   0"," 185"," 105","   7","   1","   0","   0","   0","   0","   0","   0","   0","   4","   5","   1","   0","   0","   3","   0","   0","  10","   0","   0","   0","   0","   0","   3","   0","   0","   0","   2","   0","   2","   0","   0","   0","   0","   0","   2","   0","   0"
" 295","2002","   0","   0","   0","   0","   0","   0","   0","   0","   2","  24","   2","   0","   0","   0","   7","  23","   0"," 351","   0","  24","   0","   4","   0","   0","   0","   0","   0","   0","   1","   5","   0","   0","   0","   0","   3","   0","   0","   0","   0","   3","   5","   0","  18","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  79","   0","   2","   0","   1","   0","   1","   0","   0","   0","   1","   2","   1","  31","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  11","   0","   1","   0","   0","   0","   0","   0","   0","   5","   0","   0","  30","   0","   0","   1","   0","   0"," 438","   0","   0","   0","  25","   0","   0","   2","   0","   0","   0","   0","   0","   3","  11","  14","   1","   0"," 223","  34","   1","   0","   0","   0","   0","   0"," 162"," 142","   4","   0","   0","   0","   0","   0","   0","   0","   0","   2","   2","   1","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   3","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1"
" 305","2086","   0","   0","   0","   0","   0","   0","   0","   0","   0","  43","   1","   0","   0","   0","  15","  33","   0"," 401","   0","  35","   1","   9","   0","   0","   0","   0","   0","   0","   0","   7","   0","   0","   0","   0","  10","   0","   0","   0","   0","   2","  15","   0","  24","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","  80","   0","   1","   0","   1","   0","   1","   0","   0","   0","   0","   3","   0","  33","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  12","   0","   2","   0","   0","   0","   0","   0","   0","   2","   0","   0","  24","   0","   0","   6","   0","   0"," 517","   1","   0","   0","  63","   0","   0","   5","   0","   0","   0","   0","   0","   7","  16","  13","   1","   0"," 239","  22","   1","   0","   0","   0","   0","   0"," 186"," 119","   3","   0","   0","   0","   0","   0","   1","   0","   0","   2","   4","   3","   0","   0","   2","   0","   0","  27","   1","   0","   0","   0","   0","   1","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0"
" 315","2170","   0","   0","   0","   0","   0","   0","   0","   0","   0","  26","   0","   0","   0","   0","  10","  21","   2"," 223","   0","  20","   0","   5","   0","   0","   0","   0","   0","   1","   0","   5","   0","   0","   1","   0","   6","   0","   1","   0","   0","   0","   5","   0","  33","   1","   0","   0","   0","   0","   0","   0","   0","   0","   1","  58","   0","   1","   0","   1","   0","   2","   0","   0","   0","   0","   6","   0","  25","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","   0","   4","   0","   0","   0","   0","   0","   0","   8","   0","   0","   7","   0","   0","   5","   0","   0"," 359","   0","   1","   0","  91","   0","   0","   1","   0","   0","   0","   0","   0","   6","   7","   9","   2","   0"," 149","  27","   0","   0","   0","   0","   1","   0","  67","  43","   3","   0","   0","   1","   0","   0","   0","   0","   0","   3","   5","   1","   0","   0","   0","   1","   0","  12","   2","   0","   0","   0","   0","   1","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0"
" 325","2255","   0","   0","   0","   0","   0","   0","   0","   0","   0","  55","   1","   0","   0","   0","  23","  51","   0"," 392","   0","  45","   0","  10","   0","   0","   0","   0","   0","   0","   0","  13","   0","   0","   0","   0","   5","   0","   1","   0","   0","   0","  20","   0","  35","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  94","   0","   2","   0","   1","   0","   2","   0","   0","   0","   0","   3","   0","  27","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","  18","   0","   2","   0","   0","   0","   0","   0","   0","   9","   0","   0","  24","   0","   0","   8","   0","   0"," 634","   1","   0","   0"," 150","   0","   0","   1","   0","   1","   0","   0","   0","   8","  19","  10","   2","   0"," 255","  41","   1","   0","   0","   0","   0","   0"," 124","  76","   5","   0","   1","   0","   0","   0","   1","   0","   0","   5","   5","   4","   0","   0","   2","   0","   0","  18","   2","   2","   0","   1","   0","   8","   0","   1","   0","   3","   0","   2","   0","   0","   0","   0","   0","   5","   0","   0"
" 333","2324","   0","   0","   0","   0","   0","   0","   0","   0","   0","  33","   2","   0","   0","   0","  16","  30","   0"," 301","   0","  22","   0","  13","   0","   0","   0","   0","   0","   0","   0","  17","   0","   0","   0","   0","   9","   0","   1","   0","   0","   0","  10","   0","  23","   3","   0","   0","   3","   0","   0","   0","   0","   0","   0","  64","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   4","   0","  32","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  16","   0","   2","   0","   0","   0","   0","   0","   0","   7","   0","   0","   6","   0","   0","   2","   0","   0"," 371","   0","   1","   0"," 145","   0","   0","   0","   0","   0","   0","   0","   0","   3","   4","   4","   0","   0"," 127","  28","   1","   0","   0","   0","   0","   1","  78","  60","  10","   0","   0","   0","   0","   0","   0","   0","   0","   5","   7","   3","   0","   0","   0","   0","   0","  22","   2","   0","   0","   0","   0","   1","   0","   0","   0","   7","   0","   1","   0","   0","   0","   0","   0","   3","   0","   0"
" 345","2428","   0","   0","   0","   0","   0","   0","   0","   0","   2","  25","   2","   0","   0","   0","  12","  26","   0"," 218","   0","  16","   1","   9","   0","   0","   0","   0","   0","   0","   0","  10","   0","   0","   0","   0","   7","   0","   1","   0","   0","   1","  11","   0","  34","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","  83","   0","   0","   0","   1","   0","   0","   0","   0","   0","   1","   4","   0","  16","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  12","   0","   3","   0","   0","   0","   0","   0","   0","   6","   0","   0","  14","   0","   0","   1","   0","   0"," 431","   0","   0","   0","  70","   0","   0","   2","   0","   2","   0","   0","   0","   1","   6","   7","   1","   0"," 189","  34","   2","   0","   0","   0","   0","   0","  94","  38","   2","   0","   0","   0","   0","   0","   0","   0","   0","   5","   1","   1","   0","   0","   1","   1","   0","  20","   0","   4","   0","   1","   0","   5","   0","   1","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
" 355","2515","   0","   0","   0","   0","   0","   0","   0","   0","   1","  40","   2","   0","   0","   0","  15","  32","   0"," 439","   0","  27","   1","  10","   0","   0","   0","   0","   0","   1","   0","   7","   0","   0","   0","   0","   5","   0","   3","   0","   0","   8","  19","   0","  19","   0","   0","   0","   0","   0","   1","   0","   1","   0","   0"," 120","   0","   0","   0","   1","   0","   2","   0","   0","   0","   0","   3","   0","  28","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  15","   0","   1","   0","   0","   0","   0","   0","   0","  13","   0","   1","  14","   0","   0","  14","   0","   0"," 452","   0","   2","   0","  57","   0","   0","   5","   0","   1","   0","   0","   0","  24","   5","   9","   1","   0"," 177","  31","   0","   0","   0","   0","   0","   0"," 262","  74","   7","   0","   0","   0","   0","   0","   0","   0","   0","   7","   7","   0","   0","   0","   0","   0","   0","  26","   0","   1","   0","   0","   0","   5","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0"
" 364","2593","   0","   0","   0","   0","   0","   0","   0","   0","   0","  33","   1","   0","   0","   0","   6","  15","   0"," 445","   0","  35","   0","   5","   0","   0","   0","   0","   0","   0","   0","  17","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   3","   0","  14","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  42","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   5","   0","  17","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   8","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   4","   0","   0","   4","   0","   0"," 324","   0","   0","   0","  25","   0","   0","   0","   0","   0","   0","   0","   0","  18","  14","   5","   2","   0"," 147","  15","   1","   1","   0","   0","   0","   0"," 285","  95","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   1","   0","   0","  36","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0"
" 374","2680","   0","   0","   0","   0","   0","   0","   0","   0","   0","  41","   0","   0","   0","   0","   7","  44","   2"," 726","   0","  27","   0","   9","   0","   0","   0","   0","   0","   2","   0","  10","   0","   0","   0","   0","   7","   2","   1","   0","   0","   0","  21","   0","  17","   0","   0","   0","   2","   0","   0","   0","   1","   0","   0","  86","   0","   8","   0","   0","   0","   1","   0","   0","   0","   1","   5","   0","  40","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   7","   0","   1","   0","   0","   0","   0","   0","   0","   9","   0","   0","  14","   0","   0","   4","   0","   0"," 542","   0","   0","   0","  11","   0","   0","   2","   0","   1","   0","   0","   0","  18","  24","   9","   3","   0"," 250","  41","   1","   0","   0","   0","   0","   0"," 394"," 265","   6","   0","   1","   0","   0","   0","   0","   0","   0","   3","   9","   0","   0","   0","   0","   0","   0","  25","   2","   2","   0","   0","   0","   2","   0","   2","   0","   2","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0"
" 384","2766","   0","   0","   0","   0","   0","   0","   0","   0","   1","  33","   2","   0","   0","   0","   5","  36","   0"," 817","   0","  47","   1","   5","   0","   0","   0","   0","   0","   5","   0","   7","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","  15","   0","  11","   0","   0","   0","   1","   1","   0","   0","   4","   0","   1"," 108","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","  28","   0","   0","   3","   0","   1","   1","   0","   0","   0","   0","   0","   0","   0","  10","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","  17","   0","   0","   5","   0","   0"," 609","   1","   0","   0","  33","   0","   0","   3","   0","   0","   0","   0","   0","   7","  28","  16","   0","   0"," 332","  58","   0","   0","   0","   0","   0","   0"," 492"," 228","   3","   0","   0","   0","   0","   0","   1","   0","   0","   3","   2","  10","   0","   0","   1","   0","   0","  30","   1","   0","   0","   2","   0","   2","   0","   0","   0","   1","   0","   1","   0","   0","   0","   0","   0","   2","   0","   0"
" 395","2862","   0","   0","   0","   0","   0","   0","   0","   0","   0","  21","   0","   0","   0","   0","   6","  16","   0"," 459","   0","  19","   0","   6","   0","   0","   0","   0","   0","   2","   0","   5","   0","   0","   0","   0","   8","   0","   2","   0","   0","   0","  13","   0","  30","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  41","   0","   2","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","  18","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","  11","   0","   0","   6","   0","   0"," 395","   0","   1","   0","  15","   0","   0","   0","   0","   1","   0","   0","   0","  15","  18","   4","   0","   0"," 176","  55","   1","   0","   0","   0","   0","   0"," 273"," 132","   7","   0","   0","   0","   0","   0","   0","   0","   0","   2","   3","   0","   0","   0","   0","   0","   0","  10","   0","   1","   0","   0","   0","   4","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0"
" 404","2940","   0","   0","   0","   0","   0","   0","   0","   0","   1","  10","   0","   0","   0","   0","   3","  11","   0"," 204","   0","   6","   0","   1","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   6","   0","   0","   0","   0","   0","   7","   0","  20","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","  36","   0","   4","   0","   0","   0","   1","   0","   0","   1","   0","   1","   0","  24","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   2","   0","   0","   8","   0","   0"," 179","   1","   0","   0","   7","   0","   0","   0","   0","   1","   0","   0","   0","  21","   2","   3","   0","   0","  75","  26","   1","   0","   0","   0","   0","   0"," 102","  66","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   4","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0"
" 414","3026","   0","   0","   0","   0","   0","   0","   0","   0","   0","  16","   1","   0","   0","   0","   6","  14","   0"," 268","   0","  11","   0","   3","   1","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   2","   0","   1","   0","   0","   1","   7","   0","  11","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  23","   0","   0","   0","   1","   0","   1","   0","   0","   0","   0","   0","   0","  27","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   7","   0","   1","   0","   0","   0","   0","   0","   0","   2","   0","   0","   7","   0","   0","   4","   0","   0"," 228","   0","   0","   0","  13","   0","   0","   0","   0","   0","   0","   0","   0","  17","  12","   3","   0","   0"," 116","  15","   0","   0","   0","   0","   0","   0"," 129","  92","   1","   0","   0","   0","   0","   0","   0","   0","   0","   1","   4","   1","   0","   0","   1","   0","   0","  10","   1","   1","   0","   0","   0","   1","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0"
" 423","3104","   0","   0","   0","   0","   0","   0","   0","   0","   1","  17","   0","   0","   0","   0","   4","  15","   0"," 191","   0","  13","   0","   7","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   3","   0","   2","   0","   0","   1","   2","   0","  23","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  42","   0","   0","   0","   0","   0","   2","   0","   0","   0","   1","   3","   0","  10","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","  10","   0","   2","   0","   0","   0","   0","   0","   0","   1","   0","   0","  14","   0","   0","   3","   0","   0"," 233","   0","   0","   0","   8","   0","   0","   1","   0","   1","   0","   0","   0","  13","  13","   2","   1","   0","  77","  30","   2","   1","   0","   0","   0","   0"," 106","  42","   3","   0","   0","   0","   0","   0","   0","   0","   0","   1","   3","   1","   0","   0","   0","   0","   0","  17","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   2","   0","   0"
" 434","3200","   0","   0","   0","   0","   0","   0","   0","   0","   1","  16","   0","   0","   0","   0","   6","  17","   0"," 218","   0","   8","   0","   1","   0","   0","   0","   0","   0","   2","   0","   5","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   8","   0","  16","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  72","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","  29","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   8","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   7","   0","   0","   0","   0","   0"," 273","   0","   4","   0","  12","   0","   0","   1","   0","   1","   0","   0","   0","  18","   9","   9","   3","   0"," 126","  36","   2","   0","   0","   0","   0","   0"," 125","  43","   1","   0","   0","   0","   0","   0","   0","   0","   0","   2","   5","   0","   0","   0","   0","   0","   0","  30","   2","   1","   0","   0","   0","   0","   0","   0","   0","   1","   0","   1","   0","   0","   0","   0","   0","   3","   0","   0"
" 444","3286","   0","   0","   0","   0","   0","   0","   0","   0","   0","  14","   1","   0","   0","   0","   6","  14","   0"," 184","   0","   9","   0","   1","   0","   0","   0","   0","   0","   1","   0","   5","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   5","   0","   7","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","  99","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","  52","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  11","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   6","   0","   0","   3","   0","   0"," 164","   0","   2","   0","  37","   0","   0","   0","   0","   0","   0","   0","   0","  26","   7","   6","   1","   0","  48","  27","   0","   0","   0","   0","   0","   0","  79","  28","   3","   0","   0","   0","   0","   0","   0","   0","   0","   2","   6","   1","   0","   0","   0","   0","   0","  31","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0"
" 455","3382","   0","   0","   0","   0","   0","   0","   0","   0","   0","  37","   0","   0","   0","   0","   5","  13","   0"," 251","   0","  21","   0","   5","   0","   0","   0","   0","   0","   0","   0","   6","   0","   0","   0","   0","   2","   0","   2","   1","   0","   0","   5","   0","  27","   1","   0","   0","   0","   0","   0","   0","   0","   0","   1"," 198","   0","   3","   0","   0","   0","   4","   0","   1","   0","   1","   1","   0","  55","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   2","   0","   0","   0","   0","   0","   0","   7","   0","   0","   8","   0","   0","   2","   0","   0"," 364","   0","   4","   0","  26","   0","   0","   1","   0","   0","   1","   0","   0","  11","   0","   8","   0","   0"," 143","  46","   2","   0","   0","   0","   0","   0"," 150","  54","   5","   0","   0","   0","   0","   0","   0","   0","   0","   3","   6","   0","   0","   0","   1","   0","   0","  55","   0","   1","   0","   0","   0","   3","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   8","   0","   0"
" 464","3460","   0","   0","   0","   0","   0","   0","   0","   0","   0","  35","   1","   0","   0","   0","  15","  37","   0"," 542","   0","  40","   2","  14","   0","   0","   0","   0","   0","   2","   0","   3","   0","   0","   0","   0","   4","   0","   2","   0","   0","   0","  10","   0","  17","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0"," 219","   0","   3","   0","   0","   0","   1","   0","   0","   0","   1","   6","   0","  39","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   3","   0","   0","   1","   0","   0","   0","   0","  14","   0","   0","  25","   0","   0","   4","   0","   0"," 604","   1","   2","   0"," 111","   0","   0","   4","   0","   1","   0","   0","   1","  21","  19","  17","   2","   0"," 243","  77","   1","   0","   0","   0","   0","   0"," 288","  87","   9","   0","   0","   0","   0","   0","   1","   0","   0","   5","  14","   1","   0","   0","   7","   0","   0","  61","   1","   2","   0","   0","   0","   7","   0","   2","   0","   5","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0"
" 484","3633","   0","   0","   0","   0","   0","   0","   0","   0","   0","  27","   0","   0","   0","   0","   2","   8","   1"," 550","   0","  13","   1","   3","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   3","   1","   2","   0","   1","   1","   2","   0","   8","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","  38","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  53","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","   0","   0","   0","   0","   0","   1","   0","   0","   1","   0","   0","   2","   0","   0","   0","   0","   0"," 208","   1","   0","   0","  10","   0","   0","   1","   0","   0","   0","   0","   0","  44","  11","   4","   3","   0","  96","  23","   0","   0","   0","   0","   0","   0"," 330"," 145","   2","   0","   0","   0","   0","   0","   0","   0","   0","   2","   5","   0","   0","   0","   0","   0","   0","  17","   1","   1","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0"
" 494","3719","   0","   0","   0","   0","   0","   0","   0","   0","   0","  17","   0","   0","   0","   0","   3","  17","   0"," 228","   0","  14","   0","   7","   0","   0","   0","   0","   0","   0","   1","   7","   0","   1","   0","   0","   5","   0","   1","   0","   0","   1","   5","   0","  23","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","  15","   0","   1","   0","   0","   0","   2","   0","   0","   0","   0","   1","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   7","   0","   0","   6","   0","   0"," 235","   0","   0","   0","  36","   0","   0","   0","   0","   0","   0","   0","   0","  28","   4","   4","   0","   0","  99","   8","   1","   0","   0","   0","   0","   0","  64","  91","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   2","   0","   0","   0","   1","   0","   0","   4","   0","   0","   0","   1","   0","   4","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0"
" 504","3806","   0","   0","   0","   0","   0","   0","   0","   0","   2","  22","   0","   0","   0","   0","  12","  22","   0"," 281","   0","  19","   0","   6","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   5","   0","   1","   0","   0","   0","  19","   0","  21","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","  29","   0","   3","   0","   0","   0","   2","   0","   0","   0","   2","   2","   0","  16","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   1","   0","   0","   0","   0","   0","   0","   1","   0","   0","   1","   0","   0","   5","   0","   0"," 256","   0","   0","   0","  26","   0","   0","   1","   0","   1","   0","   0","   0","  38","   2","   2","   0","   0","  93","  12","   2","   0","   0","   0","   0","   0"," 107"," 100","   1","   0","   0","   0","   0","   0","   0","   0","   0","   3","   2","   1","   0","   0","   0","   0","   0","  18","   0","   0","   0","   0","   0","   1","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0"
" 514","3893","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   0","   0","   0","   0","   7","  16","   1"," 188","   0","   7","   0","  10","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   6","   0","   4","   0","   1","   2","   4","   0","  16","   0","   0","   0","   0","   0","   1","   0","   1","   0","   0","  14","   0","   2","   0","   0","   0","   2","   0","   1","   0","   1","   3","   0","   7","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0"," 198","   0","   0","   0","   5","   0","   0","   1","   0","   1","   0","   0","   0","  30","   5","   2","   0","   0","  68","  24","   1","   0","   0","   0","   0","   0","  93","  49","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   1","   0","   0","  13","   2","   1","   0","   0","   0","   3","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
" 524","3979","   0","   0","   0","   0","   0","   0","   0","   0","   1","  20","   0","   0","   0","   0","  14","  10","   0"," 436","   0","  11","   0","   6","   0","   0","   0","   0","   0","   1","   0","   3","   0","   0","   0","   0","   2","   0","   1","   0","   0","   1","   4","   0","  41","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   9","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   2","   0","  10","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   0","   0"," 199","   0","   0","   0","  65","   0","   0","   1","   0","   0","   0","   0","   0","  10","   6","   3","   3","   0","  61","   6","   0","   0","   0","   0","   0","   0"," 226"," 121","   2","   0","   0","   0","   0","   0","   0","   0","   0","   1","   6","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0"
" 534","4066","   0","   0","   0","   0","   0","   0","   0","   0","   0","  20","   0","   0","   0","   0","  13","  11","   0"," 540","   0","  10","   1","   8","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   3","  13","   0","  39","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   8","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","  14","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   1","   0","   0"," 190","   0","   2","   0","  52","   0","   0","   1","   0","   1","   1","   0","   0","   3","  16","   5","   0","   0","  41","  11","   0","   0","   0","   0","   0","   0"," 253"," 204","   2","   0","   0","   0","   0","   0","   0","   0","   0","   2","   5","   0","   0","   0","   0","   0","   0","   9","   1","   0","   0","   0","   0","   2","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0"
