"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Sample quantity","Abies","Acer","Alismataceae","Alnus","Amaranthaceae undif.","Apiaceae undif.","Artemisia","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Buxus","Campanulaceae","Carpinus","Caryophyllaceae undif.","Centaurea","Cichorieae","Cistaceae","Corylus","Cupressaceae","Cyperaceae","Ephedra","Erica t.","Fagus","Fern","Fern-Lycopodiaceae","Fraxinus","Hedera","HippophaÃ«","Ilex","Indeterminable","IsoÃ«tes","Juglans","Lamiaceae undif.","Lycopodium spike","Lycopodium tablets","Lythrum","Musci","Myriophyllum undif.","Nuphar","Nymphaea","Olea t.","Persicaria t.","Petaloid monocot","Phillyrea","Pinus undif.","Pistacia","Plantago","Platanus","Poaceae","Polygonum t.","Potamogeton","Pterocarya","Quercus undif.","Ranunculaceae undif.","Rhamnaceae undif.","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Salix","Sanguisorba t.","Sparganium","Taxus","Thalictrum","Thymelaeaceae undif.","Tilia","Typha","Ulmus t.","Urtica t.","Vitis","Zelkova"
"323325","324202","322470","134.50",NA,"2","0","0","0","60","12","105","12","4","0","0","0","0","0","0","0","1","0","0","0","13","0","3","0","0","0","0","0","0","0","0","38","0","0","0","271","0","0","0","0","0","0","0","0","0","0","12","0","3","0","128","11","0","0","56","0","0","1","4","0","0","0","4","0","6","0","0","0","0","0","0","0"
"325167","326062","324295","135.50",NA,"1","0","1","0","49","2","88","11","4","1","0","0","0","0","1","0","0","2","0","2","5","0","2","0","0","1","0","0","0","0","0","77","0","0","0","400","0","0","0","0","0","0","0","0","0","0","27","0","0","0","63","1","0","0","49","1","0","0","1","0","0","0","1","0","4","0","1","0","2","0","0","0"
"327010","327925","326121","136.50",NA,"38","0","0","8","22","10","73","4","12","3","0","1","0","0","14","3","1","5","0","18","36","0","4","0","7","0","0","1","0","0","0","27","0","0","0","213","0","0","0","0","0","0","0","0","0","0","322","0","4","0","189","5","0","0","214","1","0","1","5","2","3","1","5","0","6","0","1","0","11","0","0","2"
"327932","328855","327032","137.00",NA,"4","0","0","2","5","3","40","4","1","0","0","0","0","0","0","1","1","1","0","0","11","4","2","0","0","0","0","0","1","0","0","27","0","0","0","335","0","0","0","0","0","0","0","0","0","0","69","0","2","0","102","3","1","0","52","0","0","1","4","0","1","0","6","0","1","0","0","0","1","0","0","0"
"328853","329787","327945","137.50",NA,"9","0","0","1","20","10","61","9","0","3","0","2","0","0","8","3","1","3","0","0","17","2","2","0","1","0","0","0","0","0","0","39","0","0","0","238","0","0","0","0","0","0","0","0","0","2","50","0","1","0","192","0","0","0","71","0","0","0","1","2","0","1","1","0","3","0","0","1","2","0","0","0"
"330696","331649","329769","138.50",NA,"13","0","0","1","28","5","78","7","1","5","0","1","0","1","18","2","0","1","0","3","7","2","4","0","5","0","0","2","0","0","0","21","0","0","0","144","0","0","0","0","0","0","0","0","0","2","40","1","4","0","138","6","0","0","74","0","0","1","2","3","0","0","0","0","2","0","0","1","4","0","0","0"
"332538","333512","331593","139.50",NA,"63","0","0","8","17","2","37","6","3","7","0","1","5","0","18","2","1","0","0","3","6","2","2","0","18","0","0","2","0","0","0","15","0","0","0","285","0","0","0","2","0","0","0","0","0","0","88","0","0","0","134","0","0","0","98","0","0","4","1","2","0","0","7","0","6","0","2","0","10","0","0","6"
"333460","334443","332504","140.00",NA,"119","1","0","13","8","1","26","1","0","7","0","0","21","0","39","0","0","0","0","8","0","2","1","1","37","1","0","1","1","0","0","49","0","0","0","120","0","0","0","0","0","1","0","0","0","0","72","0","0","0","73","3","0","0","52","0","0","3","1","0","0","0","1","0","2","0","2","0","17","0","0","3"
"334381","335375","333415","140.50",NA,"114","0","0","5","4","0","8","2","1","10","0","0","0","0","23","2","0","0","0","23","1","0","2","0","32","4","0","0","3","0","0","64","0","0","0","56","0","0","0","0","0","0","0","0","0","0","40","0","0","0","18","1","6","0","54","0","0","3","1","0","1","0","0","0","2","0","1","0","17","0","0","5"
"335303","336307","334327","141.00",NA,"122","0","0","17","10","6","18","0","1","22","0","0","11","0","67","0","0","0","0","27","3","1","6","0","56","1","0","1","2","0","0","39","0","0","0","94","0","0","0","0","0","0","0","0","0","0","72","0","0","0","60","1","0","0","130","0","0","0","0","0","1","0","1","0","2","0","3","0","28","0","0","2"
"336224","337239","335238","141.50",NA,"140","0","0","10","3","6","20","3","2","19","0","3","5","0","48","0","0","0","0","13","1","0","0","0","33","0","0","0","2","0","0","14","0","0","0","91","0","0","0","0","0","1","1","0","0","1","41","0","0","0","50","0","0","0","74","0","0","0","0","0","0","0","1","0","1","0","2","0","14","0","0","1"
"337145","338170","336148","142.00",NA,"50","1","0","3","3","5","21","2","0","12","0","1","1","0","25","1","0","0","0","11","11","1","0","4","26","2","0","0","2","0","0","44","0","0","1","98","0","0","0","0","0","0","0","0","0","1","48","0","1","0","67","0","1","0","234","0","0","0","0","1","0","0","2","0","0","0","4","1","24","0","0","5"
"338251","339289","337241","142.60",NA,"26","1","0","6","10","2","27","1","4","8","0","0","0","0","19","3","0","1","0","21","69","0","0","1","8","0","0","3","0","0","0","73","0","0","0","160","0","0","0","0","0","0","0","0","0","2","109","0","0","0","111","0","4","0","372","0","0","4","0","1","0","0","0","0","1","0","3","0","35","0","0","4"
"338988","340034","337968","143.00",NA,"18","0","0","3","4","3","12","2","1","4","0","2","2","0","7","0","0","1","0","15","32","0","0","0","16","1","0","2","1","0","0","64","0","0","0","119","0","0","0","0","0","1","0","0","0","0","66","0","1","0","64","0","0","0","172","0","0","1","1","0","0","0","2","0","1","0","4","0","26","0","0","2"
"341142","342164","340150","143.50",NA,"12","0","0","0","6","3","14","1","0","3","0","0","0","0","5","1","1","1","1","0","6","0","0","0","1","0","0","0","0","0","0","8","0","0","0","353","0","0","0","0","0","0","0","0","0","0","162","0","1","1","47","3","0","0","60","0","0","2","0","0","0","0","0","0","0","0","2","0","2","0","0","0"
"345450","346427","344515","144.50",NA,"20","0","0","3","11","2","9","1","2","2","0","0","0","1","8","1","0","0","0","3","10","0","0","0","1","0","0","1","0","0","0","15","0","0","0","226","0","0","0","1","0","0","0","0","0","1","137","0","0","0","51","1","0","0","100","0","0","1","0","0","0","1","1","0","1","0","1","0","5","0","0","0"
"349758","350687","348874","145.50",NA,"30","0","0","4","23","5","43","7","2","4","0","1","0","0","4","2","1","1","0","5","18","0","1","0","3","6","0","2","0","0","0","80","0","0","0","428","0","0","0","1","0","0","0","0","0","0","242","0","2","0","101","1","1","0","166","0","0","0","1","1","1","0","0","0","4","0","1","0","10","0","0","4"
"354065","354946","353224","146.50",NA,"16","0","0","1","8","0","16","1","1","6","0","0","1","0","10","2","0","0","0","4","4","0","1","0","1","0","0","2","0","0","0","23","0","0","0","179","0","0","0","0","0","0","0","0","0","1","126","0","2","0","102","1","0","0","107","0","0","1","0","0","0","0","0","0","1","0","2","0","9","0","0","0"
"358373","359209","357569","147.50",NA,"8","0","0","2","10","3","13","1","2","3","0","1","0","0","3","4","1","0","0","1","3","0","1","0","1","2","0","0","0","0","0","19","0","0","0","183","0","0","0","0","0","0","0","0","0","0","126","0","0","1","60","0","0","0","96","0","0","1","0","1","0","0","0","0","1","0","1","0","1","0","0","0"
"362681","363481","361912","148.50",NA,"1","0","0","1","30","1","43","7","3","0","0","1","0","0","1","0","0","0","0","1","4","1","0","0","0","0","0","0","0","0","0","14","0","0","0","259","0","0","0","0","0","0","0","0","0","0","190","0","1","0","88","3","0","0","45","0","0","3","2","0","0","0","0","0","2","0","0","0","1","0","0","1"
"366989","367772","366257","149.50",NA,"1","0","0","2","21","2","34","1","1","0","0","0","0","0","0","0","0","2","0","1","1","0","0","0","2","0","0","0","0","0","0","10","0","0","0","119","0","0","0","1","0","0","0","0","0","0","143","0","0","0","76","5","1","0","37","0","0","2","3","1","0","0","0","0","3","0","0","0","0","0","0","0"
"371297","372072","370601","150.50",NA,"19","0","0","1","6","1","15","6","0","2","0","0","0","0","2","1","0","2","0","2","0","0","0","0","0","1","0","0","0","0","0","50","2","0","0","361","0","0","0","0","0","0","1","0","0","1","154","0","1","0","36","1","0","0","73","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","5"
"375605","376368","374931","151.50",NA,"98","0","0","2","2","3","16","2","1","6","0","0","0","0","19","0","1","3","0","8","0","1","0","0","10","0","0","0","0","0","0","11","0","0","0","130","0","0","0","0","0","0","1","0","0","0","36","0","1","0","51","3","0","0","67","0","0","4","0","1","0","0","1","0","4","0","2","0","16","0","0","2"
"379912","380658","379245","152.50",NA,"29","0","0","5","17","8","23","5","9","4","0","0","0","1","18","2","0","1","0","4","0","2","0","0","0","0","0","2","1","0","0","19","0","0","0","100","0","0","0","1","0","0","0","0","0","2","72","0","1","0","72","3","0","0","71","0","1","4","5","3","1","1","0","0","2","0","1","0","13","0","0","0"
"384220","384957","383555","153.50",NA,"64","0","0","5","7","5","10","3","2","3","0","0","1","0","50","1","0","2","0","14","3","1","0","0","2","0","0","0","1","0","0","25","0","0","0","100","0","0","0","0","0","0","0","0","0","0","38","0","1","0","31","1","0","0","148","0","0","2","1","0","0","0","0","0","2","0","12","0","26","0","0","11"
"388528","389261","387851","154.50",NA,"45","0","0","4","8","0","7","3","0","5","0","0","0","0","72","2","0","2","0","29","4","1","0","0","3","1","0","2","0","0","0","18","0","0","0","127","0","0","0","0","0","0","0","0","0","1","49","0","1","0","35","1","0","0","185","1","0","1","0","0","0","0","0","0","2","0","8","0","21","0","0","3"
"392836","393567","392133","155.50",NA,"19","0","0","1","5","0","7","1","3","1","0","1","0","0","15","2","1","0","0","10","3","0","1","0","3","0","0","1","0","0","0","38","0","0","0","93","0","0","1","0","0","0","2","0","0","0","22","0","0","0","22","21","1","0","179","0","0","3","0","1","0","0","1","0","0","0","5","0","9","0","0","9"
"397144","397891","396417","156.50",NA,"7","0","0","2","8","3","6","2","1","4","0","0","0","0","13","1","1","1","0","10","5","1","1","0","2","0","0","2","0","0","0","15","0","0","0","133","0","0","0","0","0","0","0","0","0","0","59","0","1","0","35","6","0","0","239","0","0","3","2","1","0","0","0","0","0","0","1","0","11","0","0","1"
"401452","402225","400695","157.50",NA,"18","0","0","2","4","4","5","0","2","4","0","1","2","0","12","1","0","1","0","13","4","1","1","0","2","0","0","3","2","0","0","13","0","0","0","118","0","0","0","0","0","0","0","0","0","1","39","0","1","0","46","0","0","0","257","0","0","2","0","0","0","0","0","0","0","0","2","0","27","0","0","2"
"403605","404393","402832","158.00",NA,"104","0","0","10","3","0","5","0","4","20","0","1","13","0","20","0","0","1","0","2","5","2","0","0","2","2","0","1","0","0","0","22","0","0","0","64","0","0","0","0","0","0","0","0","0","0","27","0","0","0","42","2","0","0","50","0","0","1","0","0","0","0","1","0","0","0","2","0","30","0","0","5"
"405759","406561","404965","158.50",NA,"211","0","0","13","1","0","1","0","1","5","0","0","13","0","43","0","0","0","0","6","2","0","0","0","1","2","0","1","1","0","0","28","0","0","0","64","0","0","0","0","0","0","0","0","0","1","35","0","1","0","20","0","0","0","52","0","0","3","0","0","0","0","0","0","1","0","0","0","18","0","0","3"
"407913","408730","407098","159.00",NA,"115","0","0","16","0","0","3","0","1","8","0","0","16","0","30","0","0","0","0","1","2","0","0","0","1","0","0","3","1","0","0","20","0","0","0","36","0","0","0","0","0","0","0","0","0","4","18","0","0","0","8","0","0","0","59","0","0","0","0","0","0","0","0","0","2","0","0","0","29","0","0","7"
"410067","410899","409228","159.50",NA,"123","0","0","11","0","0","9","1","1","5","0","0","18","0","35","1","0","0","0","3","0","0","0","0","0","0","0","1","2","0","0","19","0","0","0","52","0","0","0","0","0","0","0","0","0","0","29","0","2","0","31","4","0","0","59","0","0","0","1","0","0","0","0","0","0","0","1","0","36","0","0","8"
"412221","413071","411359","160.00",NA,"69","0","0","9","5","2","2","0","0","5","0","1","36","0","61","0","0","0","0","1","0","0","0","0","2","1","0","4","3","0","0","43","0","0","0","77","0","0","0","0","0","0","0","0","0","0","31","0","0","0","22","2","2","0","68","0","0","0","0","0","0","0","0","0","1","0","4","0","67","0","0","11"
"414375","415243","413490","160.50",NA,"136","0","0","38","3","2","14","1","1","10","0","1","53","0","88","0","0","0","0","12","2","0","3","0","0","2","0","3","4","0","0","116","0","0","0","147","0","1","0","0","0","0","0","0","0","1","82","0","0","0","40","2","3","0","136","0","0","0","1","0","0","0","1","0","2","0","1","0","81","0","0","79"
"416529","417416","415620","161.00",NA,"90","3","0","17","3","0","1","0","0","12","0","2","29","0","51","0","0","1","0","0","1","0","0","0","0","0","0","1","2","0","0","13","0","0","0","113","0","0","0","0","0","0","0","0","0","1","60","0","0","0","23","0","0","0","102","0","0","1","0","0","0","0","1","0","0","0","3","0","90","0","0","30"
"418683","419591","417750","161.50",NA,"51","0","0","8","2","0","3","0","3","20","0","0","21","0","52","1","0","0","0","2","3","2","0","0","0","2","0","5","2","0","1","29","0","0","0","48","0","0","0","0","0","0","2","0","0","1","53","1","2","0","19","3","0","0","90","0","0","4","0","0","0","1","0","0","2","0","1","0","61","0","0","15"
"420837","421768","419880","162.00",NA,"29","1","0","1","1","1","4","0","1","47","0","1","2","0","32","1","0","0","0","4","3","2","0","4","1","3","0","8","2","0","0","26","1","0","0","169","0","0","0","0","0","0","3","0","0","2","69","2","0","0","61","2","5","0","100","0","0","0","1","1","0","1","0","0","1","0","1","1","57","0","0","33"
"422991","423947","422010","162.50",NA,"22","0","0","1","2","1","3","0","2","12","0","4","1","0","10","1","0","0","0","8","3","0","0","1","1","1","0","13","4","0","0","32","0","0","0","126","0","0","0","0","0","0","3","0","0","3","42","1","1","0","23","0","0","0","131","0","0","1","0","0","0","0","0","0","0","0","0","0","29","0","0","57"
"425145","426127","424141","163.00",NA,"1","1","0","0","21","3","27","5","0","0","0","0","0","0","0","1","0","1","0","1","3","0","2","0","0","0","0","2","0","0","0","30","0","0","0","162","0","0","0","0","0","0","0","0","0","0","81","0","0","0","54","3","0","0","100","0","0","0","0","0","0","2","0","0","1","0","0","0","3","0","0","0"
"427298","428308","426272","163.50",NA,"1","1","0","0","38","2","41","5","1","2","0","0","0","0","1","3","0","0","0","2","7","0","2","0","0","0","0","0","1","0","0","12","0","0","0","228","0","0","0","0","0","0","0","0","0","1","77","0","0","0","50","3","0","0","138","1","0","6","1","1","0","2","1","0","0","0","0","2","3","0","0","2"
"431606","432674","430531","164.50",NA,"0","0","0","2","50","2","79","5","4","1","0","1","0","0","1","0","3","0","0","0","7","0","1","0","0","0","0","0","0","0","0","27","0","0","0","267","0","0","0","0","0","0","0","0","0","0","95","0","1","0","92","10","0","0","142","0","0","3","6","3","0","7","1","0","3","0","0","0","8","0","0","1"
"435914","437041","434791","165.50",NA,"0","0","0","0","38","1","43","4","2","0","0","0","0","0","0","0","0","2","0","0","0","0","3","0","0","0","0","1","0","0","0","33","0","0","0","217","0","0","0","0","0","0","0","0","0","0","76","0","0","0","27","3","0","0","71","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"448838","450154","447555","168.50"," 1","6","1","0","4","69","3","41","10","2","0","1","2","0","0","1","9","1","0","1","1","6","0","1","0","0","4","0","0","0","0","0","21","0","0","0","570","0","0","0","5","0","0","0","0","0","0","43","0","3","0","104","9","0","0","52","0","0","2","4","0","0","0","0","0","3","0","0","0","0","0","0","0"
"453145","454528","451806","169.50",NA,"3","0","0","1","60","6","32","3","6","0","0","1","0","1","0","5","0","1","0","1","7","1","0","0","1","0","0","0","0","0","0","13","0","0","0","612","0","0","0","6","0","0","0","0","0","0","22","0","2","0","118","7","0","0","38","0","0","4","2","2","0","0","0","0","0","0","0","0","3","0","0","0"
"457453","458903","456053","170.50",NA,"8","0","0","5","68","2","37","12","1","0","0","0","1","0","1","1","1","4","0","1","9","0","0","0","0","8","0","0","0","0","0","50","0","0","0","1120","0","0","0","2","0","0","0","0","0","0","60","0","0","0","75","6","0","0","54","0","0","0","1","1","0","0","0","0","2","0","0","0","1","0","0","1"
"461761","463276","460298","171.50",NA,"8","0","0","1","97","6","52","19","3","0","0","0","0","0","2","4","3","1","0","1","13","0","2","0","0","0","0","0","0","0","0","36","0","0","0","438","0","0","0","16","0","0","0","0","0","0","48","0","8","0","154","6","0","0","47","0","0","2","0","2","0","0","0","0","6","0","0","0","1","0","0","0"
"466069","467650","464542","172.50",NA,"5","0","0","3","62","5","37","10","5","0","0","0","0","0","4","0","1","2","0","4","11","1","2","0","0","0","0","0","0","0","0","23","0","0","0","243","0","0","0","1","0","0","0","0","0","0","70","0","3","0","112","6","1","0","20","0","0","3","2","0","1","0","0","0","7","0","0","0","2","1","0","0"
"470377","472025","468783","173.50",NA,"7","0","0","0","59","1","35","13","4","0","0","0","0","0","3","4","0","0","0","4","11","2","1","0","1","0","0","0","0","0","0","15","0","0","0","329","0","0","0","1","0","0","0","0","0","0","133","0","2","0","115","8","0","1","29","0","0","2","3","0","0","0","0","0","5","0","0","0","0","0","0","0"
"474685","476400","473021","174.50",NA,"7","0","0","2","7","0","20","4","3","1","0","0","0","0","4","3","0","6","1","0","0","1","0","0","0","6","0","0","0","0","0","26","0","0","0","1735","0","0","1","0","0","0","0","0","0","0","83","0","0","0","166","23","0","0","7","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0"
"478992","480775","477259","175.50",NA,"44","0","0","0","3","1","14","0","1","0","0","0","0","0","9","6","0","3","0","6","1","10","0","0","4","2","0","0","0","0","0","45","0","0","0","133","0","0","0","2","0","1","0","0","0","0","68","0","0","0","96","7","3","0","42","1","0","1","0","0","0","0","13","0","0","0","0","9","4","0","0","1"
"483300","485150","481498","176.50"," 1","28","0","0","1","19","3","22","4","9","0","0","0","0","0","4","2","0","0","0","5","0","3","1","0","1","0","0","0","0","0","0","23","127","0","0","103","0","0","0","2","0","9","0","0","0","0","168","0","1","0","64","8","0","0","36","0","0","1","1","0","0","0","21","0","2","0","1","0","1","0","0","0"
"487608","489526","485735","177.50",NA,"7","0","0","0","3","1","27","17","0","1","0","0","0","0","0","2","1","9","0","3","0","3","0","0","0","10","0","0","0","0","0","29","0","0","0","1156","0","0","0","0","0","0","0","0","0","0","34","0","0","0","223","31","0","0","7","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"491916","493902","489972","178.50",NA,"9","0","0","0","6","0","23","16","1","0","0","0","0","0","1","1","1","1","0","0","1","1","0","0","0","5","0","0","0","0","0","36","0","0","0","264","0","0","0","0","0","0","0","0","0","0","31","0","1","0","222","8","0","0","4","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0"
"496224","498278","494206","179.50",NA,"5","0","0","3","0","3","16","6","0","0","0","0","0","0","6","2","0","0","0","1","0","4","1","0","0","1","0","0","0","0","0","60","0","0","0","247","0","0","0","0","0","0","0","0","0","0","21","0","0","0","248","3","1","0","9","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0"
"504839","507032","502675","181.50"," 1","7","0","0","73","0","0","3","8","1","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","36","0","0","0","0","0","31","0","0","0","259","0","0","0","0","0","0","0","0","0","0","12","0","0","0","98","0","1","0","5","0","0","1","0","0","0","0","2","0","0","0","1","1","0","0","0","0"
"509147","511409","506909","182.50",NA,"33","0","0","15","4","0","6","3","0","0","0","2","0","0","1","3","0","0","0","0","0","1","1","0","0","9","0","0","0","0","0","79","5","0","0","310","0","0","1","0","0","0","0","0","0","0","13","0","0","0","217","4","0","0","13","0","0","0","0","0","2","0","0","0","5","0","8","1","3","0","0","0"
"513455","515786","511143","183.50",NA,"15","0","0","11","1","0","4","1","0","0","0","1","0","0","4","0","0","2","0","3","0","1","1","0","0","54","0","0","0","0","0","104","6","0","0","247","0","0","0","0","0","3","0","0","0","0","37","0","0","0","201","2","2","0","2","0","0","2","0","1","1","0","0","0","2","0","1","0","7","0","0","1"
"517763","520163","515375","184.50",NA,"25","0","0","3","1","0","4","2","0","5","0","2","0","0","21","0","0","0","0","0","5","2","0","0","0","648","0","0","1","0","0","49","0","0","0","149","0","0","1","0","0","3","0","0","0","0","60","0","0","0","103","0","14","0","27","0","0","0","0","0","0","0","16","0","0","0","1","2","26","0","0","17"
"522071","524540","519609","185.50",NA,"5","0","0","5","42","7","38","9","2","6","0","1","0","0","15","0","5","1","0","1","3","0","0","0","0","13","0","1","2","0","0","54","0","0","0","209","0","0","0","13","0","9","0","0","0","2","27","0","1","0","205","2","1","0","139","0","0","0","4","0","0","0","10","0","4","0","0","1","37","0","0","10"
